Shape: (8, 8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2)): (-4.097150643988429e-18-0.271285848832296j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1)): (-4.097150643988429e-18-0.27128584883229606j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(7)): (-8.38190342344578e-18-0.08322575139203645j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(6)): (-6.690900166054304e-18-0.068081849185052j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(5)): (-6.690900166054304e-18-0.068081849185052j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(4)): (-8.38190342344578e-18-0.08322575139203645j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3)): (2.304094125425387e-18+0.06828464351702196j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(2)): (-4.465021396706061e-19-0.14300263382825287j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1)): (2.3040941254253874e-18+0.06828464351702196j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(7)): (-4.31819345600434e-18-0.047748632386999584j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(6)): (-3.6283153980628664e-18-0.0407074602566885j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(5)): (-4.318193456004339e-18-0.04774863238699959j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(4)): (1.0061748265593639e-18-0.015189427916476067j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(3)): (1.5944776100377095e-18+0.041200272723492665j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2)): (1.5944776100377093e-18+0.041200272723492665j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(1)): (1.0061748265593639e-18-0.015189427916476067j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(7)): (-3.1581125017933804e-18-0.03857022558910342j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7), np.int64(6)): (-3.1581125017933804e-18-0.03857022558910342j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(5)): (8.603452538154056e-19-0.02230878100393678j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(4)): (1.1217238843143142e-18+0.005062707952605572j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(3)): (-2.4741162606217524e-19+0.08642767131372339j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(2)): (1.1217238843143142e-18+0.0050627079526055704j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(5), np.int64(1)): (8.603452538154057e-19-0.02230878100393678j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(7), np.int64(7)): (-2.227040845114668e-18-0.038023912923586214j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(6)): (1.0204969051272752e-18-0.016959125889106627j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(2), np.int64(5)): (9.846233941450006e-19+0.0019813095482778464j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(4)): (-1.740958537692148e-18+0.03257323063742082j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(4), np.int64(3)): (-1.740958537692148e-18+0.03257323063742082j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(5), np.int64(2)): (9.846233941450006e-19+0.0019813095482778464j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(6), np.int64(1)): (1.0204969051272752e-18-0.016959125889106627j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(7)): (1.5656547663218802e-18-0.006824572899740836j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(2), np.int64(6)): (8.90824155602465e-19+0.0024396484520493467j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(3), np.int64(5)): (-3.896980332482631e-18+0.006148498466222122j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(4), np.int64(4)): (-2.039408519423749e-18+0.00407669742641505j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(5), np.int64(3)): (-3.896980332482631e-18+0.006148498466222122j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(6), np.int64(2)): (8.90824155602465e-19+0.0024396484520493463j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(7), np.int64(1)): (1.5656547663218802e-18-0.006824572899740835j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(2), np.int64(7)): (-2.1490958872356002e-20+0.0004487233539606735j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(3), np.int64(6)): (-8.900576216263633e-18-0.02470592639497967j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(4), np.int64(5)): (-4.158232941302019e-18-0.01157400588734911j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(5), np.int64(4)): (-4.158232941302019e-18-0.01157400588734911j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(6), np.int64(3)): (-8.900576216263633e-18-0.024705926394979667j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(7), np.int64(2)): (-2.1490958872356002e-20+0.0004487233539606735j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(3)): (2.304094125425387e-18+0.06828464351702196j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(2)): (-4.465021396706061e-19-0.14300263382825287j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1)): (2.3040941254253878e-18+0.06828464351702195j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(7)): (-4.318193456004339e-18-0.04774863238699959j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(6), np.int64(6)): (-3.628315398062866e-18-0.04070746025668849j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(7), np.int64(5)): (-4.31819345600434e-18-0.04774863238699959j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(4)): (6.036989032012385e-18+0.15642250362841598j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(3)): (1.064000401173793e-18-0.061828749894885085j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(2)): (1.064000401173793e-18-0.061828749894885085j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(4), np.int64(1)): (6.036989032012385e-18+0.15642250362841598j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(6), np.int64(7)): (-1.6268418302475648e-18-0.026359709436135956j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(7), np.int64(6)): (-1.6268418302475646e-18-0.026359709436135956j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(5)): (4.692297972585771e-18+0.07098417455747971j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(4)): (2.93838197496876e-18+0.02486447182867983j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(3)): (1.7632600549943356e-18-0.01831656140555808j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(2)): (2.9383819749687606e-18+0.024864471828679825j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(1)): (4.692297972585771e-18+0.07098417455747971j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(7)): (1.8917708931837153e-19-0.01962203618004333j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(1), np.int64(6)): (4.755965148495803e-18+0.044998425004163296j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(2), np.int64(5)): (3.1940630886262383e-18+0.006405161187772133j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(3), np.int64(4)): (1.7041736358723856e-18+0.02443732856258239j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(4), np.int64(3)): (1.7041736358723852e-18+0.024437328562582388j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(2)): (3.1940630886262387e-18+0.006405161187772134j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(1)): (4.7559651484958024e-18+0.04499842500416329j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(7)): (6.227966090694144e-18+0.03716781233649173j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(2), np.int64(6)): (4.188458378421939e-18+0.010257221482550361j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(3), np.int64(5)): (1.6881231743439362e-18+0.009038883528331081j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(4), np.int64(4)): (-7.719231133878178e-19+0.028875933519004714j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(5), np.int64(3)): (1.6881231743439362e-18+0.009038883528331081j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(6), np.int64(2)): (4.188458378421939e-18+0.010257221482550361j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(1)): (6.227966090694144e-18+0.03716781233649174j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(2), np.int64(7)): (6.705843072167354e-18+0.02282973132085421j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(3), np.int64(6)): (1.4284498566241307e-18+0.00633769854840391j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(4), np.int64(5)): (-1.981398521948383e-18+0.0056347837752960235j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(5), np.int64(4)): (-1.981398521948383e-18+0.0056347837752960235j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(6), np.int64(3)): (1.428449856624131e-18+0.00633769854840391j)
