Shape: (8, 8, 8, 8)
(np.int64(4), np.int64(3), np.int64(5), np.int64(4)): (-0.00041214718642270873+1.0094694652603164e-19j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(3)): (-0.0013116747657007366+3.212676606675523e-19j)
(np.int64(4), np.int64(3), np.int64(7), np.int64(2)): (-0.003550970724963486+8.697369864384976e-19j)
(np.int64(4), np.int64(4), np.int64(1), np.int64(7)): (-0.0046506530434551+1.1390814727224365e-18j)
(np.int64(4), np.int64(4), np.int64(2), np.int64(6)): (-0.0017872174505605195+4.377420260418467e-19j)
(np.int64(4), np.int64(4), np.int64(3), np.int64(5)): (-0.00041214718642270873+1.0094694652603164e-19j)
(np.int64(4), np.int64(4), np.int64(5), np.int64(3)): (-0.00041214718642270873+1.0094694652603164e-19j)
(np.int64(4), np.int64(4), np.int64(6), np.int64(2)): (-0.00178721745056052+4.377420260418467e-19j)
(np.int64(4), np.int64(4), np.int64(7), np.int64(1)): (-0.0046506530434551+1.1390814727224365e-18j)
(np.int64(4), np.int64(5), np.int64(1), np.int64(6)): (-0.003550970724963486+8.697369864384976e-19j)
(np.int64(4), np.int64(5), np.int64(2), np.int64(5)): (-0.0013116747657007366+3.2126766066755234e-19j)
(np.int64(4), np.int64(5), np.int64(3), np.int64(4)): (-0.00041214718642270873+1.0094694652603164e-19j)
(np.int64(4), np.int64(5), np.int64(4), np.int64(3)): (-0.00041214718642270873+1.0094694652603164e-19j)
(np.int64(4), np.int64(5), np.int64(5), np.int64(2)): (-0.0013116747657007362+3.2126766066755234e-19j)
(np.int64(4), np.int64(5), np.int64(6), np.int64(1)): (-0.003550970724963486+8.697369864384976e-19j)
(np.int64(4), np.int64(6), np.int64(1), np.int64(5)): (-0.0035509707249634865+8.697369864384974e-19j)
(np.int64(4), np.int64(6), np.int64(2), np.int64(4)): (-0.00178721745056052+4.377420260418467e-19j)
(np.int64(4), np.int64(6), np.int64(3), np.int64(3)): (-0.0013116747657007362+3.2126766066755224e-19j)
(np.int64(4), np.int64(6), np.int64(4), np.int64(2)): (-0.00178721745056052+4.377420260418467e-19j)
(np.int64(4), np.int64(6), np.int64(5), np.int64(1)): (-0.0035509707249634865+8.697369864384976e-19j)
(np.int64(4), np.int64(6), np.int64(7), np.int64(7)): (0.02965879334599453-1.0896463901323504e-17j)
(np.int64(4), np.int64(7), np.int64(1), np.int64(4)): (-0.0046506530434551+1.1390814727224365e-18j)
(np.int64(4), np.int64(7), np.int64(2), np.int64(3)): (-0.0035509707249634865+8.697369864384978e-19j)
(np.int64(4), np.int64(7), np.int64(3), np.int64(2)): (-0.003550970724963486+8.697369864384976e-19j)
(np.int64(4), np.int64(7), np.int64(4), np.int64(1)): (-0.0046506530434551+1.1390814727224365e-18j)
(np.int64(4), np.int64(7), np.int64(6), np.int64(7)): (0.02965879334599453-1.0896463901323504e-17j)
(np.int64(4), np.int64(7), np.int64(7), np.int64(6)): (0.02965879334599453-1.0896463901323506e-17j)
(np.int64(5), np.int64(1), np.int64(1), np.int64(1)): (0.04000585060839037-4.899303689473243e-18j)
(np.int64(5), np.int64(1), np.int64(3), np.int64(7)): (-0.005153841819344595+1.262327177474426e-18j)
(np.int64(5), np.int64(1), np.int64(4), np.int64(6)): (-0.00398988237750864+9.772393365180771e-19j)
(np.int64(5), np.int64(1), np.int64(5), np.int64(5)): (-0.0036282364557188177+8.886616324091575e-19j)
(np.int64(5), np.int64(1), np.int64(6), np.int64(4)): (-0.00398988237750864+9.772393365180771e-19j)
(np.int64(5), np.int64(1), np.int64(7), np.int64(3)): (-0.005153841819344595+1.262327177474426e-18j)
(np.int64(5), np.int64(2), np.int64(2), np.int64(7)): (-0.004125064752549652+1.0103494690971e-18j)
(np.int64(5), np.int64(2), np.int64(3), np.int64(6)): (-0.0022143970150268967+5.423708432988285e-19j)
(np.int64(5), np.int64(2), np.int64(4), np.int64(5)): (-0.0013957674987884105+3.418644399490267e-19j)
(np.int64(5), np.int64(2), np.int64(5), np.int64(4)): (-0.0013957674987884105+3.4186443994902674e-19j)
(np.int64(5), np.int64(2), np.int64(6), np.int64(3)): (-0.0022143970150268967+5.423708432988283e-19j)
(np.int64(5), np.int64(2), np.int64(7), np.int64(2)): (-0.004125064752549654+1.0103494690971001e-18j)
(np.int64(5), np.int64(3), np.int64(1), np.int64(7)): (-0.005153841819344595+1.262327177474426e-18j)
(np.int64(5), np.int64(3), np.int64(2), np.int64(6)): (-0.0022143970150268963+5.423708432988283e-19j)
(np.int64(5), np.int64(3), np.int64(3), np.int64(5)): (-0.0008255868113599333+2.0221044919004242e-19j)
(np.int64(5), np.int64(3), np.int64(4), np.int64(4)): (-0.0004121471864227087+1.0094694652603162e-19j)
(np.int64(5), np.int64(3), np.int64(5), np.int64(3)): (-0.0008255868113599333+2.0221044919004242e-19j)
(np.int64(5), np.int64(3), np.int64(6), np.int64(2)): (-0.002214397015026896+5.423708432988282e-19j)
(np.int64(5), np.int64(3), np.int64(7), np.int64(1)): (-0.005153841819344595+1.262327177474426e-18j)
(np.int64(5), np.int64(4), np.int64(1), np.int64(6)): (-0.003989882377508639+9.772393365180767e-19j)
(np.int64(5), np.int64(4), np.int64(2), np.int64(5)): (-0.0013957674987884105+3.418644399490267e-19j)
(np.int64(5), np.int64(4), np.int64(3), np.int64(4)): (-0.0004121471864227087+1.0094694652603162e-19j)
(np.int64(5), np.int64(4), np.int64(4), np.int64(3)): (-0.0004121471864227087+1.0094694652603162e-19j)
(np.int64(5), np.int64(4), np.int64(5), np.int64(2)): (-0.00139576749878841+3.418644399490267e-19j)
(np.int64(5), np.int64(4), np.int64(6), np.int64(1)): (-0.003989882377508639+9.772393365180767e-19j)
(np.int64(5), np.int64(5), np.int64(1), np.int64(5)): (-0.0036282364557188172+8.886616324091575e-19j)
(np.int64(5), np.int64(5), np.int64(2), np.int64(4)): (-0.00139576749878841+3.4186443994902674e-19j)
(np.int64(5), np.int64(5), np.int64(3), np.int64(3)): (-0.0008255868113599333+2.0221044919004242e-19j)
(np.int64(5), np.int64(5), np.int64(4), np.int64(2)): (-0.00139576749878841+3.418644399490267e-19j)
(np.int64(5), np.int64(5), np.int64(5), np.int64(1)): (-0.0036282364557188172+8.886616324091573e-19j)
(np.int64(5), np.int64(5), np.int64(7), np.int64(7)): (0.024401332079996344-8.964903968009746e-18j)
(np.int64(5), np.int64(6), np.int64(1), np.int64(4)): (-0.003989882377508639+9.772393365180767e-19j)
(np.int64(5), np.int64(6), np.int64(2), np.int64(3)): (-0.0022143970150268967+5.423708432988283e-19j)
(np.int64(5), np.int64(6), np.int64(3), np.int64(2)): (-0.002214397015026896+5.423708432988282e-19j)
(np.int64(5), np.int64(6), np.int64(4), np.int64(1)): (-0.003989882377508639+9.772393365180767e-19j)
(np.int64(5), np.int64(6), np.int64(6), np.int64(7)): (0.019669826743629208-7.226577108410554e-18j)
(np.int64(5), np.int64(6), np.int64(7), np.int64(6)): (0.019669826743629208-7.226577108410554e-18j)
(np.int64(5), np.int64(7), np.int64(1), np.int64(3)): (-0.005153841819344595+1.262327177474426e-18j)
(np.int64(5), np.int64(7), np.int64(2), np.int64(2)): (-0.004125064752549654+1.0103494690971001e-18j)
(np.int64(5), np.int64(7), np.int64(3), np.int64(1)): (-0.005153841819344595+1.262327177474426e-18j)
(np.int64(5), np.int64(7), np.int64(5), np.int64(7)): (0.024401332079996344-8.964903968009746e-18j)
(np.int64(5), np.int64(7), np.int64(6), np.int64(6)): (0.019669826743629208-7.226577108410554e-18j)
(np.int64(5), np.int64(7), np.int64(7), np.int64(5)): (0.024401332079996344-8.964903968009746e-18j)
(np.int64(6), np.int64(1), np.int64(2), np.int64(7)): (-0.006971926233071474+1.7076294290444887e-18j)
(np.int64(6), np.int64(1), np.int64(3), np.int64(6)): (-0.005193338946989621+1.2720011836636251e-18j)
(np.int64(6), np.int64(1), np.int64(4), np.int64(5)): (-0.004361973709697831+1.0683754283092709e-18j)
(np.int64(6), np.int64(1), np.int64(5), np.int64(4)): (-0.004361973709697831+1.0683754283092709e-18j)
(np.int64(6), np.int64(1), np.int64(6), np.int64(3)): (-0.005193338946989621+1.2720011836636251e-18j)
(np.int64(6), np.int64(1), np.int64(7), np.int64(2)): (-0.006971926233071474+1.7076294290444883e-18j)
(np.int64(6), np.int64(2), np.int64(1), np.int64(7)): (-0.006971926233071478+1.7076294290444893e-18j)
(np.int64(6), np.int64(2), np.int64(2), np.int64(6)): (-0.0036828478186799367+9.020375585786392e-19j)
(np.int64(6), np.int64(2), np.int64(3), np.int64(5)): (-0.0022143970150268967+5.423708432988286e-19j)
(np.int64(6), np.int64(2), np.int64(4), np.int64(4)): (-0.0017872174505605208+4.377420260418469e-19j)
(np.int64(6), np.int64(2), np.int64(5), np.int64(3)): (-0.0022143970150268967+5.423708432988286e-19j)
(np.int64(6), np.int64(2), np.int64(6), np.int64(2)): (-0.0036828478186799367+9.020375585786392e-19j)
(np.int64(6), np.int64(2), np.int64(7), np.int64(1)): (-0.006971926233071478+1.7076294290444893e-18j)
(np.int64(6), np.int64(3), np.int64(1), np.int64(6)): (-0.005193338946989621+1.2720011836636251e-18j)
(np.int64(6), np.int64(3), np.int64(2), np.int64(5)): (-0.002214397015026896+5.423708432988283e-19j)
(np.int64(6), np.int64(3), np.int64(3), np.int64(4)): (-0.0011562916558354643+2.832097750399389e-19j)
(np.int64(6), np.int64(3), np.int64(4), np.int64(3)): (-0.0011562916558354645+2.832097750399389e-19j)
(np.int64(6), np.int64(3), np.int64(5), np.int64(2)): (-0.002214397015026896+5.423708432988283e-19j)
(np.int64(6), np.int64(3), np.int64(6), np.int64(1)): (-0.005193338946989621+1.2720011836636251e-18j)
(np.int64(6), np.int64(4), np.int64(1), np.int64(5)): (-0.004361973709697831+1.0683754283092709e-18j)
(np.int64(6), np.int64(4), np.int64(2), np.int64(4)): (-0.0017872174505605208+4.377420260418469e-19j)
(np.int64(6), np.int64(4), np.int64(3), np.int64(3)): (-0.0011562916558354645+2.832097750399389e-19j)
(np.int64(6), np.int64(4), np.int64(4), np.int64(2)): (-0.0017872174505605208+4.377420260418469e-19j)
(np.int64(6), np.int64(4), np.int64(5), np.int64(1)): (-0.004361973709697831+1.068375428309271e-18j)
(np.int64(6), np.int64(4), np.int64(7), np.int64(7)): (0.020177754584281477-7.413186769686343e-18j)
(np.int64(6), np.int64(5), np.int64(1), np.int64(4)): (-0.004361973709697831+1.0683754283092709e-18j)
(np.int64(6), np.int64(5), np.int64(2), np.int64(3)): (-0.0022143970150268967+5.423708432988286e-19j)
(np.int64(6), np.int64(5), np.int64(3), np.int64(2)): (-0.002214397015026896+5.423708432988283e-19j)
(np.int64(6), np.int64(5), np.int64(4), np.int64(1)): (-0.004361973709697831+1.068375428309271e-18j)
(np.int64(6), np.int64(5), np.int64(6), np.int64(7)): (0.014299249697502226-5.2534591116764574e-18j)
(np.int64(6), np.int64(5), np.int64(7), np.int64(6)): (0.014299249697502228-5.253459111676459e-18j)
(np.int64(6), np.int64(6), np.int64(1), np.int64(3)): (-0.005193338946989621+1.2720011836636251e-18j)
(np.int64(6), np.int64(6), np.int64(2), np.int64(2)): (-0.0036828478186799367+9.020375585786392e-19j)
(np.int64(6), np.int64(6), np.int64(3), np.int64(1)): (-0.005193338946989621+1.2720011836636251e-18j)
(np.int64(6), np.int64(6), np.int64(5), np.int64(7)): (0.01429924969750223-5.253459111676458e-18j)
(np.int64(6), np.int64(6), np.int64(6), np.int64(6)): (0.011048543456039804-4.059169013603874e-18j)
(np.int64(6), np.int64(6), np.int64(7), np.int64(5)): (0.01429924969750223-5.253459111676458e-18j)
(np.int64(6), np.int64(7), np.int64(1), np.int64(2)): (-0.006971926233071474+1.7076294290444883e-18j)
(np.int64(6), np.int64(7), np.int64(2), np.int64(1)): (-0.006971926233071478+1.707629429044489e-18j)
(np.int64(6), np.int64(7), np.int64(4), np.int64(7)): (0.020177754584281477-7.413186769686343e-18j)
(np.int64(6), np.int64(7), np.int64(5), np.int64(6)): (0.014299249697502231-5.253459111676459e-18j)
