Shape: (8, 8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2)): (0.20389795814918335-7.589051842476538e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1)): (0.20389795814918332-7.589051842476538e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(7)): (-0.01279851047758783+8.977148094361606e-19j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(6)): (-0.015773220845067916+7.954358332142297e-19j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(5)): (-0.015773220845067923+7.954358332142297e-19j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(4)): (-0.012798510477587823+8.977148094361613e-19j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3)): (-0.0473614364020966+6.869640497773779e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(2)): (0.016413527493144828-3.43576171101105e-19j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1)): (-0.04736143640209663+6.869640497773779e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(7)): (0.023421522674097958-5.0446945125450325e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(6)): (-0.05459573194139364+8.157101003447378e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(5)): (0.023421522674097965-5.0446945125450325e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(4)): (-0.03288296861055086+5.926202549085292e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(3)): (-0.06157842750522034+7.525370202122064e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2)): (-0.06157842750522033+7.525370202122064e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(1)): (-0.03288296861055086+5.926202549085292e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(7)): (0.04467758929323444-8.21983448325843e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7), np.int64(6)): (0.04467758929323444-8.219834483258426e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(5)): (-0.028830887125210813+5.673143986668495e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(4)): (-0.04202553484187697+7.146223760289862e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(3)): (-0.07593008239019441+1.3570746078343963e-17j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(2)): (-0.04202553484187697+7.14622376028986e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(5), np.int64(1)): (-0.028830887125210813+5.673143986668495e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(7), np.int64(7)): (-0.012798510477587802+4.01952324139175e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(6)): (-0.025856343174493333+5.408369571608534e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(2), np.int64(5)): (-0.034179213051216795+6.460791570080053e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(4)): (-0.08663237800239967+1.6479787328144002e-17j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(4), np.int64(3)): (-0.08663237800239969+1.6479787328144002e-17j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(5), np.int64(2)): (-0.0341792130512168+6.460791570080053e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(6), np.int64(1)): (-0.02585634317449334+5.408369571608534e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(7)): (-0.024516821482869003+5.501694492529445e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(2), np.int64(6)): (-0.024901093695142602+4.952860173124122e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(3), np.int64(5)): (-0.0884819316002142+1.8338632649987303e-17j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(4), np.int64(4)): (-0.08967720956886455+1.86206499317523e-17j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(5), np.int64(3)): (-0.0884819316002142+1.8338632649987303e-17j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(6), np.int64(2)): (-0.02490109369514261+4.952860173124122e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(7), np.int64(1)): (-0.024516821482869003+5.501694492529445e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(2), np.int64(7)): (-0.012919238137874529+1.2880303646771318e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(3), np.int64(6)): (-0.0989431219694055+2.282032195470156e-17j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(4), np.int64(5)): (-0.0964938416340487+2.2097439568639656e-17j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(5), np.int64(4)): (-0.0964938416340487+2.2097439568639656e-17j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(6), np.int64(3)): (-0.0989431219694055+2.282032195470156e-17j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(7), np.int64(2)): (-0.012919238137874529+1.2880303646771318e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(3)): (-0.0473614364020966+6.869640497773778e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(2)): (0.01641352749314484-3.435761711011058e-19j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1)): (-0.04736143640209663+6.869640497773778e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(7)): (0.023421522674097944-5.0446945125450325e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(6), np.int64(6)): (-0.05459573194139366+8.15710100344738e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(7), np.int64(5)): (0.02342152267409795-5.0446945125450325e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(4)): (-0.013669845464129929+1.3064189036853903e-17j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(3)): (0.15320952061126134-8.258555719416867e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(2)): (0.15320952061126134-8.258555719416867e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(4), np.int64(1)): (-0.013669845464129957+1.3064189036853903e-17j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(6), np.int64(7)): (-0.007888326522876382+9.519899298392653e-19j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(7), np.int64(6)): (-0.007888326522876382+9.519899298392653e-19j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(5)): (-0.06164291239918235+1.608327842416066e-17j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(4)): (-0.09509793365105995+1.511794582639276e-17j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(3)): (0.02909990314455138-8.231682099422188e-20j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(2)): (-0.09509793365105995+1.511794582639276e-17j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(1)): (-0.06164291239918235+1.608327842416066e-17j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(7)): (-0.015773220845067853+5.2793606969607145e-18j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(1), np.int64(6)): (-0.08008236861485432+1.8496465627758456e-17j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(2), np.int64(5)): (-0.06221161677767453+1.2167909043426227e-17j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(3), np.int64(4)): (-0.09718433913436761+1.4497888427670873e-17j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(4), np.int64(3)): (-0.09718433913436761+1.449788842767087e-17j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(2)): (-0.06221161677767451+1.2167909043426227e-17j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(1)): (-0.08008236861485434+1.8496465627758456e-17j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(7)): (-0.09894312196940548+2.3014836667805037e-17j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(2), np.int64(6)): (-0.05097070331317536+1.1095347852071635e-17j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(3), np.int64(5)): (-0.06122198875620538+1.1202590915770809e-17j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(4), np.int64(4)): (-0.06023698414424461+1.407742306857624e-17j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(5), np.int64(3)): (-0.06122198875620538+1.1202590915770809e-17j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(6), np.int64(2)): (-0.05097070331317537+1.1095347852071636e-17j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(1)): (-0.09894312196940548+2.3014836667805037e-17j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(2), np.int64(7)): (-0.046330633453210965+1.1697902565756089e-17j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(3), np.int64(6)): (-0.041755231226431044+6.861742448050685e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(4), np.int64(5)): (-0.07431733160150317+1.6288011791265e-17j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(5), np.int64(4)): (-0.07431733160150317+1.6288011791265e-17j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(6), np.int64(3)): (-0.041755231226431044+6.861742448050683e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(7), np.int64(2)): (-0.046330633453210965+1.1697902565756089e-17j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(1), np.int64(1)): (0.012731004562317644-1.645471266078146e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(3), np.int64(7)): (-0.02086896562014119+4.3190915600506766e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(4), np.int64(6)): (-0.0800823686148543+2.0412811897191034e-17j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(5), np.int64(5)): (-0.08279596348776222+2.0912369820850615e-17j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(6), np.int64(4)): (-0.0800823686148543+2.0412811897191034e-17j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(7), np.int64(3)): (-0.02086896562014119+4.3190915600506766e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(4)): (-0.03288296861055086+5.9262025490852925e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3)): (-0.061578427505220384+7.525370202122062e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(2)): (-0.06157842750522037+7.525370202122062e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(4), np.int64(1)): (-0.03288296861055086+5.9262025490852925e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(6), np.int64(7)): (0.04467758929323444-8.21983448325843e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(7), np.int64(6)): (0.04467758929323444-8.219834483258426e-18j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(5)): (-0.06164291239918235+1.608327842416066e-17j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(4)): (-0.09509793365105995+1.511794582639276e-17j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(3), np.int64(3)): (0.02909990314455138-8.231682099422265e-20j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(4), np.int64(2)): (-0.09509793365105995+1.511794582639276e-17j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(5), np.int64(1)): (-0.06164291239918234+1.608327842416066e-17j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(7), np.int64(7)): (-0.015773220845067867+5.2793606969607145e-18j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(6)): (-0.08279596348776228+1.820913485718573e-17j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(5)): (-0.043623440189749195+1.546827830313329e-17j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(4)): (0.13838347820823105-9.805805048827723e-18j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(4), np.int64(3)): (0.13838347820823105-9.805805048827723e-18j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(5), np.int64(2)): (-0.04362344018974919+1.546827830313329e-17j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(6), np.int64(1)): (-0.08279596348776228+1.820913485718573e-17j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(1), np.int64(7)): (-0.09649384163404874+2.1803751785791317e-17j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(2), np.int64(6)): (-0.07431733160150322+1.846085660717374e-17j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(3), np.int64(5)): (-0.11560016281670171+2.0838393028310526e-17j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(4), np.int64(4)): (0.03389046963001596-1.0822781950668907e-18j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(3)): (-0.11560016281670171+2.0838393028310526e-17j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(6), np.int64(2)): (-0.07431733160150322+1.8460856607173743e-17j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(7), np.int64(1)): (-0.09649384163404875+2.1803751785791317e-17j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(2), np.int64(7)): (-0.08848193160021418+2.2634221151002223e-17j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(3), np.int64(6)): (-0.07326258328859755+1.6980571421775056e-17j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(4), np.int64(5)): (-0.11204477328105926+1.6807118731114257e-17j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(5), np.int64(4)): (-0.11204477328105925+1.6807118731114254e-17j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(6), np.int64(3)): (-0.07326258328859755+1.6980571421775056e-17j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(7), np.int64(2)): (-0.08848193160021418+2.2634221151002223e-17j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(1), np.int64(1)): (0.006462631994309277-2.230986660614012e-18j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(3), np.int64(7)): (-0.062178256053454756+1.6650408237006758e-17j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(4), np.int64(6)): (-0.05949043943588541+1.194453217619961e-17j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(5), np.int64(5)): (-0.043623440189749244+1.1366260967095533e-17j)
