Shape: (8, 8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1)): (-1.0973538004688404e-18+0.3246464885225917j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(7)): (-9.497354884223962e-19-0.010178478820214363j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(4), np.int64(6)): (-1.055429745202377e-18-0.010135026353614409j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(5)): (-1.060858345156642e-18-0.010000628592445509j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(6), np.int64(4)): (-1.055429745202377e-18-0.010135026353614409j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(7), np.int64(3)): (-9.497354884223962e-19-0.010178478820214363j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(7)): (-9.330974029458877e-19-0.010426093685582574j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(6)): (2.585777690163041e-20-0.0007361651233523565j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(4), np.int64(5)): (4.9899818219634275e-20-0.0004162239216930659j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5), np.int64(4)): (4.9899818219634275e-20-0.00041622392169306244j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(6), np.int64(3)): (2.5857776901630794e-20-0.0007361651233523565j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(7), np.int64(2)): (-9.330974029458877e-19-0.010426093685582574j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(7)): (-9.497354884223962e-19-0.010178478820214363j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(6)): (2.585777690163041e-20-0.0007361651233523565j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(5)): (3.2193943063506095e-19+0.0026066162210842334j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(4)): (2.693623880494249e-19+0.0021600803410067593j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(3)): (3.2193943063506095e-19+0.0026066162210842334j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(6), np.int64(2)): (2.5857776901630024e-20-0.0007361651233523565j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(1)): (-9.497354884223962e-19-0.010178478820214363j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(1), np.int64(6)): (-1.055429745202377e-18-0.010135026353614409j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(2), np.int64(5)): (4.9899818219634275e-20-0.0004162239216930659j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(3), np.int64(4)): (2.693623880494249e-19+0.0021600803410067593j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(4), np.int64(3)): (2.693623880494249e-19+0.0021600803410067593j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(2)): (4.9899818219634275e-20-0.00041622392169306417j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(1)): (-1.0554297452023767e-18-0.010135026353614409j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(5)): (-1.060858345156642e-18-0.01000062859244551j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(2), np.int64(4)): (4.9899818219634275e-20-0.00041622392169306244j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(3), np.int64(3)): (3.2193943063506133e-19+0.0026066162210842334j)
