Shape: (8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(3)): (0.06344073532051303+1.2532777572460034e-17j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4)): (-0.019530424852033695+9.203020988538902e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5)): (-0.02887123539097771+7.362727848234542e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6)): (-0.029290559336473274+6.628020735359631e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7)): (-0.03265412810146934+7.482254477478373e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(1)): (0.011958857261409056-1.4645376266644681e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(4)): (-0.01953042485203364+9.203020988538899e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5)): (-0.03360749665258927+7.498229256589034e-18j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(6)): (-0.03189384492475918+6.571854407188309e-18j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(7)): (-0.032282655101615244+6.994446785511977e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(1)): (0.05615303108556822-6.876762978136292e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(2)): (0.02209708691207962-3.4094084460806332e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(5)): (-0.028871235390977704+7.36272784823454e-18j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(6)): (-0.03189384492475918+6.571854407188309e-18j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(7)): (-0.03177294073404746+6.7894931992068716e-18j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(1)): (0.04578361352054637-5.606875575133659e-18j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(2)): (0.04855543668843868-6.414410712517608e-18j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(3)): (0.028871235390977714-4.777281649970512e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(6)): (-0.02929055933647327+6.628020735359631e-18j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(7)): (-0.032282655101615244+6.994446785511977e-18j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (0.04320885726140906-5.2915588739999465e-18j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(2)): (0.043455605162565754-5.7187515160092755e-18j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(3)): (0.05072079687567502-7.17290790654725e-18j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(4)): (0.031249999999999997-5.3599109428433415e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(7)): (-0.032654128101469344+7.482254477478374e-18j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(1)): (0.04578361352054637-5.606875575133659e-18j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(2)): (0.043455605162565754-5.718751516009276e-18j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(3)): (0.048047431710991476-6.774790423883113e-18j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(4)): (0.054746295647365294-8.069735839954345e-18j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(5)): (0.028871235390977638-5.068596296406921e-18j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(1)): (0.05615303108556821-6.876762978136292e-18j)
(np.int64(1), np.int64(6), np.int64(3), np.int64(2)): (0.04855543668843869-6.4144107125176085e-18j)
(np.int64(1), np.int64(6), np.int64(4), np.int64(3)): (0.050720796875675024-7.17290790654725e-18j)
(np.int64(1), np.int64(6), np.int64(5), np.int64(4)): (0.054746295647365294-8.069735839954345e-18j)
(np.int64(1), np.int64(6), np.int64(6), np.int64(5)): (0.0585433309012918-8.696369759806259e-18j)
(np.int64(1), np.int64(6), np.int64(7), np.int64(6)): (0.02209708691207949-3.947687724807354e-18j)
(np.int64(1), np.int64(7), np.int64(1), np.int64(1)): (0.011958857261409056-1.4645376266644681e-18j)
(np.int64(1), np.int64(7), np.int64(2), np.int64(2)): (0.02209708691207962-3.409408446080634e-18j)
(np.int64(1), np.int64(7), np.int64(3), np.int64(3)): (0.028871235390977714-4.777281649970512e-18j)
(np.int64(1), np.int64(7), np.int64(4), np.int64(4)): (0.031249999999999997-5.3599109428433415e-18j)
(np.int64(1), np.int64(7), np.int64(5), np.int64(5)): (0.028871235390977638-5.068596296406921e-18j)
(np.int64(1), np.int64(7), np.int64(6), np.int64(6)): (0.022097086912079487-3.94768772480735e-18j)
(np.int64(1), np.int64(7), np.int64(7), np.int64(7)): (-0.06970132804336428+7.832655058117855e-18j)
(np.int64(2), np.int64(1), np.int64(1), np.int64(4)): (0.094301233113376+8.753456588247692e-18j)
