Shape: (16, 16, 16, 16)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1)): (-64.77548990615507-1.4930891009134697e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(15)): (1.6835473607778693-2.1354276896299748e-16j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(14)): (1.095365368024976-1.387604142169022e-16j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(13)): (0.858697479579145-1.086825205397804e-16j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(12)): (0.736164455173016-9.311177814548044e-17j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(11)): (0.6682761995274235-8.448539000427223e-17j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(10)): (0.6332858206897224-8.003935639957193e-17j)
(np.int64(1), np.int64(1), np.int64(9), np.int64(9)): (0.6224290417346097-7.865985908162626e-17j)
(np.int64(1), np.int64(1), np.int64(10), np.int64(8)): (0.6332858206897222-8.003935639957192e-17j)
(np.int64(1), np.int64(1), np.int64(11), np.int64(7)): (0.6682761995274232-8.448539000427223e-17j)
(np.int64(1), np.int64(1), np.int64(12), np.int64(6)): (0.7361644551730158-9.311177814548044e-17j)
(np.int64(1), np.int64(1), np.int64(13), np.int64(5)): (0.8586974795791452-1.0868252053978042e-16j)
(np.int64(1), np.int64(1), np.int64(14), np.int64(4)): (1.095365368024976-1.387604142169022e-16j)
(np.int64(1), np.int64(1), np.int64(15), np.int64(3)): (1.6835473607778688-2.1354276896299748e-16j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(2)): (43.73133817312798+4.112638699987397e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(1)): (43.73133817312798+4.112638699987397e-18j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(15)): (1.250539321579813-1.677467196869148e-16j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(14)): (0.8569154292648304-1.1425314832796194e-16j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(13)): (0.6991195773480818-9.287593173669911e-17j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(12)): (0.6182858420044864-8.19344344968619e-17j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(11)): (0.5753392675249952-7.612320354919686e-17j)
(np.int64(1), np.int64(2), np.int64(9), np.int64(10)): (0.556353491969123-7.355453848173641e-17j)
(np.int64(1), np.int64(2), np.int64(10), np.int64(9)): (0.5563534919691233-7.355453848173636e-17j)
(np.int64(1), np.int64(2), np.int64(11), np.int64(8)): (0.5753392675249952-7.612320354919686e-17j)
(np.int64(1), np.int64(2), np.int64(12), np.int64(7)): (0.6182858420044863-8.193443449686187e-17j)
(np.int64(1), np.int64(2), np.int64(13), np.int64(6)): (0.6991195773480814-9.287593173669911e-17j)
(np.int64(1), np.int64(2), np.int64(14), np.int64(5)): (0.8569154292648304-1.1425314832796194e-16j)
(np.int64(1), np.int64(2), np.int64(15), np.int64(4)): (1.250539321579813-1.6774671968691478e-16j)
