,0,1,2,3,4
26,-0.052208031939785286,-1.5816991836010557,-1.7429315672362475,-1.762042847705028,-2.5009368616109704
27,-0.05184144850982766,-1.5816277636109966,-1.7435458254513527,-1.761736864941696,-2.501066589580352
28,-0.05150014669572921,-1.5815612691358092,-1.7441197663248666,-1.761449939145599,-2.5011873707919117
29,-0.051181598335903966,-1.581499207626326,-1.7446545168002798,-1.7611830694084647,-2.5013000999208232
30,-0.05088360148316419,-1.5814411500849022,-1.7451507895704867,-1.76093739474856,-2.5014055562034216
31,-0.05060422943372067,-1.581386721139947,-1.7456090306518808,-1.7607140893955975,-2.501504421471114
32,-0.05034178902363735,-1.5813355909189302,-1.746029580974857,-1.7605142362719237,-2.5015972949018
33,-0.05009478628473539,-1.5812874683579072,-1.7464128479744374,-1.7603386842835813,-2.5016847051888633
34,-0.04986189798805642,-1.5812420956575552,-1.746759476046705,-1.7601879017932354,-2.5017671206037195
35,-0.04964194793008184,-1.5811992436627689,-1.7470704983237306,-1.7600618447879925,-2.5018449573842627
36,-0.049433887064430214,-1.5811587079920089,-1.7473474488955667,-1.759959861365263,-2.501918586772043
37,-0.049236776770654994,-1.5811203057776557,-1.7475924166072785,-1.7598806520051313,-2.501988340928188
38,-0.049049774697073376,-1.5810838729075787,-1.7478080296026268,-1.7598222969332364,-2.502054517948499
39,-0.04887212272717083,-1.5810492616810454,-1.7479973721953908,-1.7597823493676377,-2.502117386118139
40,-0.04870313670701962,-1.5810163388069598,-1.7481638486406963,-1.7597579803872831,-2.5021771875482712
41,-0.048542197640208964,-1.5809849836888452,-1.7483110176137164,-1.75974615185713,-2.502234141290121
42,-0.04838874411138949,-1.5809550869483109,-1.748442423951823,-1.7597437910575322,-2.5022884460211627
43,-0.048242265742970906,-1.5809265491505158,-1.74856145040509,-1.759747944436483,-2.5023402823563656
44,-0.048102297524259804,-1.5808992796992782,-1.7486712040810242,-1.7597558959335495,-2.5023898148540034
45,-0.0479684148802753,-1.580873195876378,-1.7487744431422727,-1.7597652444289273,-2.5024371937637677
46,-0.04784022937007735,-1.5808482220033555,-1.748873541725269,-1.7597739424429066,-2.5024825565495954
47,-0.04771738492280431,-1.580824288708422,-1.748970486270391,-1.7597803029697394,-2.5025260292195317
48,-0.04759955453460364,-1.5808013322826242,-1.7490668945173158,-1.7597829832613643,-2.502567727494903
49,-0.047486437361931,-1.5807792941138916,-1.7491640485968947,-1.7597809541787464,-2.5026077578392885
50,-0.047377756156814145,-1.5807581201870755,-1.749262935046008,-1.7597734623345893,-2.5026462183656437
51,-0.047273254998047944,-1.5807377606420596,-1.749364286395906,-1.7597599904124797,-2.5026831996417607
52,-0.047172697279235176,-1.5807181693817278,-1.7494686207516732,-1.7597402192796283,-2.502718785398527
53,-0.04707586392037844,-1.5806993037236465,-1.749576277234445,-1.7597139940485507,-2.5027530531638678
54,-0.046982551774571044,-1.5806811240894754,-1.7496874462300194,-1.759681295168289,-2.5027860748295385
55,-0.04689257220539963,-1.5806635937279767,-1.7498021941090578,-1.759642214900437,-2.5028179171475378
56,-0.04680574981409388,-1.580646678466875,-1.7499204825229635,-1.7595969390938,-2.502848642191651
57,-0.04672192129835039,-1.5806303464906344,-1.7500421826201609,-1.7595457339278164,-2.5028783077529018
58,-0.04664093442720839,-1.5806145681407064,-1.750167084635945,-1.7594889371845484,-2.502906967704163
59,-0.04656264711843778,-1.5805993157357763,-1.7502949033485555,-1.7594269535686808,-2.5029346723205768
60,-0.046486926606676034,-1.5805845634097087,-1.7504252799075926,-1.759360253578717,-2.5029614685883566
61,-0.0464136486920679,-1.5805702869651508,-1.7505577805635786,-1.759289375408847,-2.502987400462074
62,-0.04634269706046319,-1.5805564637410212,-1.7506918928970565,-1.7592149292920543,-2.5030125090999555
63,-0.04627396266734614,-1.5805430724926512,-1.7508270202790759,-1.7591376035574793,-2.503036833093058
64,-0.04620734317863268,-1.5805300932826936,-1.750962475526329,-1.759058171445466,-2.503060408657499
65,-0.046142742462304494,-1.5805175073821296,-1.7510974750511943,-1.7589774973850214,-2.503083269811026
66,-0.04608007012556818,-1.5805052971800895,-1.751231135250909,-1.758896540994107,-2.5031054485405537
67,-0.04601924109285354,-1.5804934461016442,-1.7513624733909228,-1.758816356550868,-2.5031269749561216
68,-0.045960175220507424,-1.5804819385326991,-1.7514904157219842,-1.7587380852007604,-2.5031478774160476
69,-0.04590279694451406,-1.580470759751458,-1.7516138158512373,-1.7586629368815607,-2.5031681826634786
70,-0.04584703495798529,-1.580459895865456,-1.7517314862043156,-1.7585921591326172,-2.5031879159316257
71,-0.04579282191552676,-1.5804493337540635,-1.7518422444513755,-1.758526990917403,-2.5032071010533667
72,-0.04574009416190273,-1.5804390610155883,-1.7519449747664495,-1.758468601592116,-2.503225760557115
73,-0.045688791482700955,-1.5804290659186915,-1.7520387007204987,-1.7584180182227502,-2.503243915748267
74,-0.04563885687494457,-1.5804193373577333,-1.7521226628940323,-1.7583760481649555,-2.5032615868016865
75,-0.04559023633581334,-1.5804098648114995,-1.7521963909175458,-1.7583432072015446,-2.5032787928258546
76,-0.045542878667828385,-1.5804006383054559,-1.7522597579506882,-1.7583196652268982,-2.503295551941338
77,-0.04549673529902253,-1.5803916483764693,-1.7523130067958739,-1.7583052202849512,-2.503311881335811
78,-0.045451760116768734,-1.580382886040651,-1.752356741227225,-1.7582993073794269,-2.5033277973274504
79,-0.04540790931407127,-1.5803743427631913,-1.7523918827294427,-1.7583010418649863,-2.5033433154195874
80,-0.045365141247242884,-1.5803660104308668,-1.7524195996257537,-1.758309290438173,-2.503358450349221
81,-0.045323416303995674,-1.5803578813261632,-1.7524412203508095,-1.7583227579760516,-2.5033732161344098
82,-0.04528269678106767,-1.5803499481034995,-1.752458144058266,-1.7583400770312867,-2.5033876261171786
83,-0.04524294677059034,-1.5803422037671002,-1.7524717599384356,-1.7583598886098721,-2.5034016930052054
84,-0.04520413205447718,-1.580334641650367,-1.7524833827355926,-1.758380906742985,-2.50341542890858
85,-0.0451662200061806,-1.5803272553968162,-1.752494207562626,-1.7584019637548067,-2.5034288453716558
86,-0.04512917949922418,-1.5803200389421894,-1.752505283445672,-1.75842203679486,-2.503441953409339
87,-0.04509298082197131,-1.5803129864979133,-1.7525175026819568,-1.7584402585515926,-2.5034547635381523
88,-0.045057595598139856,-1.580306092535521,-1.752531602066508,-1.7584559160927424,-2.5034672857992186
89,-0.04502299671261577,-1.580299351772298,-1.7525481720139395,-1.7584684418059886,-2.5034795297867936
90,-0.044989158242158135,-1.5802927591577047,-1.7525676701521549,-1.7584773998634489,-2.5034915046763335
91,-0.044956055390623494,-1.5802863098608315,-1.7525904367482419,-1.7584824708500917,-2.5035032192418654
92,-0.04492366442836918,-1.5802799992585175,-1.7526167101087133,-1.7584834364146413,-2.5035146818813883
93,-0.04489196263552452,-1.580273822924337,-1.7526466407595582,-1.7584801651371973,-2.503525900634717
94,-0.044860928248845015,-1.580267776618233,-1.7526803037156056,-1.7584726003045896,-2.5035368832035934
95,-0.044830540411888005,-1.5802618562768516,-1.7527177085010999,-1.7584607499315401,-2.5035476369696377
96,-0.04480077912827031,-1.5802560580043437,-1.7527588068095925,-1.758444679140542,-2.503558169008517
97,-0.044771625217787665,-1.5802503780639556,-1.752803497828127,-1.7584245048737508,-2.5035684861075014
98,-0.04474306027519357,-1.58024481286982,-1.7528516313269893,-1.7584003928387466,-2.503578594780195
99,-0.04471506663145136,-1.5802393589795793,-1.7529030086606152,-1.7583725565396855,-2.5035885012792143
100,-0.04468762731728819,-1.580234013087159,-1.7529573818616915,-1.7583412582141023,-2.503598211610655
101,-0.04466072602889293,-1.580228772016144,-1.753014451058462,-1.7583068114443423,-2.503607731543222
102,-0.044634347095612134,-1.5802236327135275,-1.7530738605251186,-1.7582695851342134,-2.503617066622449
103,-0.04460847544950983,-1.5802185922436325,-1.7531351938042226,-1.7582300084125022,-2.503626222181124
104,-0.04458309659666661,-1.5802136477827027,-1.753197968534946,-1.7581885758285127,-2.503635203348505
105,-0.044558196590103454,-1.5802087966134741,-1.7532616318917407,-1.75814585193646,-2.503644015059329
106,-0.04453376200422371,-1.580204036120316,-1.753325557877009,-1.7581024740240554,-2.503652662065846
107,-0.04450977991067509,-1.580199363784446,-1.7533890480902068,-1.7580591513638952,-2.503661148942022
108,-0.04448623785554019,-1.5801947771795093,-1.7534513379314929,-1.7580166590287363,-2.503669480096593
109,-0.04446312383777138,-1.5801902739673657,-1.7535116103587252,-1.7579758241530425,-2.503677659775035
110,-0.044440426288791204,-1.5801858518942122,-1.7535690191012991,-1.7579375027357727,-2.5036856920719734
111,-0.04441813405318567,-1.5801815087866269,-1.753622722430991,-1.7579025458863617,-2.5036935809354235
112,-0.04439623637042272,-1.5801772425482195,-1.7536719270323224,-1.7578717559691406,-2.5037013301729227
113,-0.04437472285753279,-1.5801730511560872,-1.7537159392620258,-1.7578458353589606,-2.5037089434582556
114,-0.04435358349269314,-1.5801689326577262,-1.753754218512517,-1.7578253330911178,-2.503716424339024
115,-0.04433280859966106,-1.5801648851679688,-1.7537864252659883,-1.7578105968205886,-2.5037237762387075
116,-0.04431238883300559,-1.580160906866052,-1.7538124556736905,-1.7578017382551407,-2.503731002465119
117,-0.044292315164090046,-1.5801569959929933,-1.7538324558265141,-1.757798618896341,-2.5037381062131954
118,-0.04427257886776133,-1.5801531508488955,-1.7538468122952584,-1.7578008595108088,-2.5037450905707006
119,-0.044253171509704745,-1.5801493697905207,-1.7538561201204397,-1.7578078721508674,-2.503751958521874
120,-0.04423408493442595,-1.5801456512290095,-1.753861133760185,-1.7578189092165233,-2.503758712952635
121,-0.04421531125382388,-1.5801419936275036,-1.7538627091865642,-1.7578331213692429,-2.5037653566560563
122,-0.04419684283632102,-1.5801383954991954,-1.753861745722361,-1.7578496157039196,-2.50377189233116
123,-0.04417867229651982,-1.5801348554052115,-1.7538591346135983,-1.7578675071853116,-2.503778322592279
124,-0.04416079248535542,-1.5801313719527355,-1.7538557186302017,-1.7578859590552969,-2.5037846499685483
125,-0.044143196480717455,-1.5801279437931517,-1.753852264184424,-1.7579042107228615,-2.5037908769110895
126,-0.04412587757851472,-1.5801245696203419,-1.7538494452508455,-1.7579215938510877,-2.503797005791885
127,-0.044108829284158914,-1.5801212481689753,-1.7538478370482746,-1.7579375386827698,-2.5038030389086194
128,-0.04409204530444428,-1.5801179782129822,-1.7538479169311152,-1.7579515731556854,-2.5038089784892845
129,-0.04407551953980218,-1.5801147585639888,-1.7538500700064645,-1.7579633172921723,-2.503814826691178
130,-0.04405924607691035,-1.5801115880699623,-1.753854597379667,-1.7579724749596095,-2.503820585607158
131,-0.044043219181638095,-1.5801084656137108,-1.7538617254293223,-1.7579788246015213,-2.503826257266814
132,-0.04402743329230977,-1.5801053901116937,-1.7538716149928548,-1.7579822100575022,-2.50383184363911
133,-0.044011883013269935,-1.580102360512687,-1.753884369741799,-1.757982532193447,-2.503837346632327
134,-0.04399656310873439,-1.5800993757966475,-1.753900043325241,-1.7579797417632368,-2.5038427681005584
135,-0.043981468496912604,-1.5800964349734619,-1.7539186450664506,-1.7579738337171782,-2.5038481098407526
136,-0.04396659424438749,-1.580093537082027,-1.7539401441315228,-1.7579648430377979,-2.503853373599135
137,-0.04395193556073954,-1.5800906811890065,-1.7539644721689134,-1.7579528421051616,-2.5038585610713966
138,-0.04393748779340309,-1.5800878663879736,-1.753991524466619,-1.7579379395437706,-2.5038636739035454
139,-0.04392324642274286,-1.5800850917983884,-1.7540211597058355,-1.7579202804732252,-2.503868713695276
140,-0.043909207057340235,-1.5800823565646736,-1.7540531984218435,-1.7579000480511706,-2.5038736819998624
141,-0.04389536542947848,-1.5800796598553821,-1.7540874203293344,-1.7578774661518115,-2.5038785803286188
142,-0.043881717390817594,-1.5800770008623075,-1.7541235607442227,-1.7578528029477234,-2.5038834101494163
143,-0.04386825890824922,-1.5800743787996807,-1.7541613064503172,-1.7578263750467162,-2.503888172889428
144,-0.04385498605992316,-1.5800717929034391,-1.7542002915292338,-1.75779855166525,-2.5038928699371303
145,-0.0438418950314372,-1.5800692424304408,-1.7542400938999265,-1.7577697580920124,-2.503897502641151
146,-0.043828982112182335,-1.5800667266577424,-1.7542802335924024,-1.7577404774174445,-2.5039020723148404
147,-0.043816243691836315,-1.5800642448819886,-1.7543201740726755,-1.7577112492116043,-2.5039065802363263
148,-0.04380367625699829,-1.580061796418646,-1.7543593281744208,-1.7576826635953902,-2.5039110276486576
149,-0.04379127638795812,-1.5800593806015018,-1.7543970702528917,-1.7576553490892892,-2.5039154157622323
150,-0.04377904075559397,-1.5800569967819202,-1.7544327559032944,-1.7576299528977097,-2.5039197457563964
151,-0.04376696611839251,-1.5800546443283972,-1.7544657498113583,-1.7576071130608415,-2.5039240187760847
152,-0.043755049319585834,-1.5800523226258871,-1.7544954609494656,-1.757587423260994,-2.5039282359387642
153,-0.04374328728440003,-1.5800500310753665,-1.7545213824976296,-1.7575713929038255,-2.503932398333348
154,-0.04373167701741017,-1.5800477690932333,-1.7545431319453677,-1.7575594070188345,-2.5039365070202018
155,-0.0437202155999971,-1.5800455361108816,-1.7545604854549715,-1.7575516918980618,-2.503940563030912
156,-0.043708900187901405,-1.5800433315741498,-1.754573400438553,-1.7575482925213108,-2.503944567373162
157,-0.0436977280088702,-1.580041154942955,-1.7545820218097634,-1.757549066306213,-2.503948521026999
158,-0.04368669636039285,-1.5800390056907714,-1.7545866703096336,-1.7575536947843915,-2.5039524249492984
159,-0.04367580260752147,-1.5800368833042375,-1.7545878148175045,-1.7575617112923294,-2.503956280072826
160,-0.04366504418077271,-1.580034787282748,-1.7545860335123047,-1.7575725398119162,-2.503960087306802
161,-0.04365441857410726,-1.580032717138073,-1.7545819702521859,-1.7575855385923993,-2.5039638475378525
162,-0.04364392334298373,-1.5800306723939421,-1.7545762923420407,-1.757600042384654,-2.503967561630981
163,-0.043633556102483664,-1.5800286525857226,-1.7545696543452398,-1.757615398630824,-2.5039712304303547
164,-0.0436233145255048,-1.5800266572600181,-1.7545626705033317,-1.7576309950463669,-2.5039748547593725
165,-0.04361319634101967,-1.580024685974383,-1.7545558963468135,-1.757646278010569,-2.5039784354218786
166,-0.04360319933239663,-1.5800227382969623,-1.7545498186377144,-1.7576607626254517,-2.503981973202154
167,-0.043593321335781005,-1.5800208138061802,-1.7545448519948004,-1.7576740360919392,-2.5039854688658987
168,-0.04358356023853362,-1.5800189120904335,-1.7545413403158752,-1.7576857562888515,-2.50398892316111
169,-0.04357391397772442,-1.580017032747823,-1.7545395612433512,-1.7576956473085303,-2.5039923368173977
170,-0.04356438053867907,-1.580015175385815,-1.7545397322342144,-1.7577034933882714,-2.5039957105478376
171,-0.04355495795357612,-1.5800133396210456,-1.7545420171600816,-1.7577091323112544,-2.5039990450489626
172,-0.04354564430009284,-1.5800115250789837,-1.7545465326977727,-1.7577124490172369,-2.504002341000724
173,-0.04353643770009789,-1.580009731393739,-1.754553354039952,-1.7577133698929268,-2.5040055990682184
174,-0.043527336318388586,-1.5800079582077442,-1.7545625196537507,-1.7577118580145095,-2.5040088199006396
175,-0.04351833836147143,-1.5800062051715955,-1.754574034949379,-1.7577079094800008,-2.50401200413235
176,-0.04350944207638386,-1.5800044719437614,-1.7545878748069732,-1.7577015508834064,-2.5040151523843086
177,-0.043500645749555686,-1.5800027581904013,-1.7546039849608124,-1.7576928379314476,-2.5040182652620735
178,-0.04349194770570884,-1.5800010635851205,-1.7546222822732098,-1.7576818551706332,-2.5040213433597516
179,-0.04348334630679363,-1.5799993878087877,-1.7546426539538857,-1.7576687167687435,-2.504024387256162
180,-0.043474839950960346,-1.579997730549317,-1.754664955811517,-1.7576535682641694,-2.5040273975181586
181,-0.0434664270715648,-1.5799960915014946,-1.75468900966747,-1.7576365891529948,-2.5040303747007697
182,-0.04345810613620636,-1.5799944703667543,-1.7547146001347873,-1.7576179961108587,-2.5040333193457305
183,-0.04344987564579746,-1.5799928668530558,-1.7547414710731046,-1.7575980465387229,-2.5040362319836857
184,-0.04344173413366326,-1.5799912806746266,-1.7547693221855243,-1.757577041966925,-2.504039113133722
185,-0.04343368016467029,-1.579989711551896,-1.7547978064234704,-1.757555330650878,-2.5040419633033175
186,-0.043425712334383124,-1.5799881592112157,-1.754826529102154,-1.7575333084564226,-2.504044782989861
187,-0.04341782926824795,-1.579986623384799,-1.754855049861976,-1.7575114168991057,-2.5040475726800144
188,-0.04341002962080204,-1.5799851038105144,-1.7548828887728787,-1.7574901370404012,-2.5040503328490997
189,-0.043402312074908175,-1.5799836002317529,-1.754909537858299,-1.7574699779645313,-2.5040530639641365
190,-0.04339467534101321,-1.5799821123972653,-1.754934478977661,-1.7574514588965067,-2.5040557664812724
191,-0.043387118156429656,-1.5799806400610572,-1.7549572082327003,-1.7574350847964422,-2.5040584408469897
192,-0.04337963928463971,-1.57997918298222,-1.754977265824154,-1.7574213165034231,-2.5040610874988642
193,-0.0433722375146208,-1.5799777409248168,-1.754994268738075,-1.7574105380498108,-2.5040637068657725
194,-0.04336491166019182,-1.5799763136577363,-1.7550079421717981,-1.7574030252357855,-2.504066299367405
195,-0.04335766055937946,-1.5799749009546153,-1.7550181447769857,-1.7573989203868254,-2.5040688654150194
196,-0.043350483073803785,-1.5799735025936505,-1.7550248831104585,-1.7573982179034173,-2.5040714054115907
197,-0.043343378088082404,-1.5799721183575484,-1.7550283123173016,-1.7574007635784548,-2.5040739197517987
198,-0.043336344509252694,-1.5799707480333616,-1.7550287226667312,-1.757406268061841,-2.5040764088219114
199,-0.043329381266211275,-1.5799693914124242,-1.7550265143212622,-1.7574143320918116,-2.504078873001652
