,0,1,2,3,4,5,6,7,8,9,10,11
99,-1.1825342842923785,-2.079774645488346,-2.0780681998669333,-2.1878649551405283,-2.437305177499251,-2.440709958728313,-2.557412354345088,-2.5643033190054894,-2.6022573636187984,-3.236595818063506,-3.24223722973965,-3.2828056978760327
100,-1.1825118000931243,-2.0797078368501967,-2.0781408785611233,-2.187855380173102,-2.4379519105344856,-2.4400362364037043,-2.557454893965503,-2.5642381221192805,-2.6022953511652798,-3.2366286801416235,-3.242234009165055,-3.2828139044906166
101,-1.182489756760522,-2.079582569745518,-2.0782719006227035,-2.187845992950166,-2.4372886461151078,-2.440673040735285,-2.5575029476679236,-2.5641678554071383,-2.602332593861613,-3.236661015501633,-3.2422307341035705,-3.2828219501894496
102,-1.1824681414537954,-2.0797373275183064,-2.078122786060071,-2.1878367880033958,-2.436963770356977,-2.440971970193925,-2.5575559796444916,-2.5640930417442482,-2.6023691133961604,-3.2366928389783416,-3.242227406649849,-3.2828298396609146
103,-1.1824469418260444,-2.0797198963091317,-2.078145751956146,-2.1878277600748315,-2.437441017602141,-2.4404692756164503,-2.5576133352575847,-2.564014323321669,-2.6024049306341954,-3.2367241648279577,-3.2422240288250856,-3.282837577411989
104,-1.1824261460007268,-2.0795704871086906,-2.0783005904208767,-2.187818904106803,-2.43790639956021,-2.439978931037145,-2.557674217441992,-2.5639324852400467,-2.6024400656370976,-3.2367550067601325,-3.2422206025733473,-3.2828451677788433
105,-1.1824057425494718,-2.0796981868976867,-2.0781782174572307,-2.187810215232509,-2.4371996732185277,-2.440661165750465,-2.5577376607652096,-2.56384848141211,-2.6024745377168914,-3.236785377969204,-3.2422171297648426,-3.28285261493215
106,-1.1823857204711374,-2.0797283744894033,-2.0781532571240287,-2.1878016887670753,-2.4370117957200694,-2.4408250094079933,-2.5578025068914374,-2.563763459091046,-2.602508365457901,-3.236815291166708,-3.242213612196446,-3.2828599228821425
107,-1.1823660691720315,-2.079565340355436,-2.0783214217154233,-2.1877933201991664,-2.437575684265635,-2.44023753209264,-2.557867387686944,-2.5636787757330564,-2.602541566759431,-3.2368447585776488,-3.2422100516040984,-3.28286709550197
108,-1.182346778447221,-2.0796592914872254,-2.078232506904215,-2.187785105182956,-2.437817125532974,-2.4399729348771615,-2.557930725268578,-2.563595998938887,-2.602574158863154,-3.236873791996689,-3.24220644964871,-3.2828741365136316
109,-1.1823278384628617,-2.0797317329093774,-2.0781650102331906,-2.187777039530684,-2.4371347731333683,-2.440632552345632,-2.5579907610696946,-2.5635168773657666,-2.602606158382505,-3.236902402777657,-3.2422028079436225,-3.282881049506874
110,-1.1823092397394817,-2.079566334464443,-2.078335264334636,-2.187769119205473,-2.437076061682513,-2.440668938503894,-2.558045626679845,-2.563443269871085,-2.602637581334668,-3.2369306018766593,-3.242199128025209,-3.282887837942275
111,-1.1822909731361622,-2.079622487543619,-2.07828388020382,-2.187761340314649,-2.437700431897504,-2.440022641662099,-2.5580934651616714,-2.563377024181689,-2.6026684431618934,-3.2369583998523503,-3.242195411388051,-3.28289450515769
112,-1.1822730298355564,-2.079728887662586,-2.0781821646270484,-2.1877536991032844,-2.437703900154801,-2.4399976348599846,-2.558132600324393,-2.5633198076019847,-2.602698758762961,-3.2369858068990656,-3.242191659463731,-3.2829010543664756
113,-1.1822554013296978,-2.0795724505101227,-2.0783432041367584,-2.187746191948285,-2.437092726642906,-2.4405876476963115,-2.558161733404234,-2.5632729103235867,-2.602728542510566,-3.2370128328536127,-3.2421878736288114,-3.282907488678548
114,-1.18223807940655,-2.0795892851700732,-2.078330891793052,-2.1877388153524926,-2.4371546228571552,-2.4405049588181753,-2.5581801274442735,-2.5632370610271,-2.60275780828075,-3.2370394872119834,-3.242184055214255,-3.2829138110891325
115,-1.1822210561372495,-2.0797193463795787,-2.078205274928828,-2.187731565939396,-2.4378035654556465,-2.439835582049971,-2.558187730203439,-2.563212303964762,-2.6027865694678765,-3.237065779149294,-3.242180205498235,-3.282920024492863
116,-1.1822043238640054,-2.079582470885705,-2.0783465187962626,-2.1877244404478757,-2.437585020349916,-2.440034042288191,-2.55818519631803,-2.563197976782402,-2.6028148390115655,-3.237091717528656,-3.2421763257065424,-3.2829261316819767
117,-1.1821878751886128,-2.079560810251559,-2.0783724737637495,-2.187717435727406,-2.437071806710884,-2.4405275114809553,-2.5581737985707527,-2.563192799243243,-2.6028426294096687,-3.237117310913903,-3.242172417040634,-3.2829321353621848
