,0,1,2,3,4,5,6,7
27,-0.01933474445273545,-1.3525576843167468,-1.4341821556533503,-1.9586993735141855,-1.9735833627248174,-2.7562541687489737,-2.76435964357032,-20.0
28,-0.018999620462079342,-1.3518953775123728,-1.4348580129114605,-1.957292206939057,-1.9748648237427842,-2.7569947866243583,-2.7639210306698385,-20.0
29,-0.018686838070800328,-1.3512772224951057,-1.4354888150188956,-1.9550158068208436,-1.9770238986739486,-2.7577433266338813,-2.763454362005414,-20.0
30,-0.018394235188636077,-1.350698949506542,-1.4360789191563084,-1.9561832924764868,-1.975746657199042,-2.758503197431716,-2.762958177273761,-20.0
31,-0.018119919986607107,-1.3501568180175054,-1.4366321423474204,-1.9597802348263416,-1.9720468187680442,-2.7592767484552674,-2.7624318319484726,-20.0
32,-0.01786222994833745,-1.3496475432809334,-1.437151836561718,-1.957641537469694,-1.9740888561700058,-2.7600638553610763,-2.7618769485826085,-20.0
33,-0.01761969814761308,-1.3491682257230977,-1.4376409606867873,-1.9560405343585145,-1.9755988852061885,-2.7608590103437987,-2.7613003569138392,-20.0
34,-0.01739102530693012,-1.3487162978244231,-1.4381021347774232,-1.9574611541916487,-1.9740924898163683,-2.7616456852431592,-2.7607197560147365,-20.0
35,-0.017175056512951765,-1.3482894769862865,-1.4385376881302245,-1.9604358044676797,-1.971036829291911,-2.76238672850679,-2.760173338212881,-20.0
36,-0.016970761707837116,-1.3478857275687472,-1.4389496980345893,-1.9579608267660162,-1.9734351756778705,-2.7630129281915687,-2.7597312436597417,-20.0
37,-0.01677721926088637,-1.3475032281077859,-1.4393400232199152,-1.9569026043720512,-1.974420799983459,-2.76342447080457,-2.759494116436834,-20.0
38,-0.016593602067625418,-1.3471403440106111,-1.4397103317222755,-1.9585291021061784,-1.9727254271393269,-2.76353355299725,-2.7595505052784444,-20.0
39,-0.016419165734027512,-1.3467956041146603,-1.440062124803136,-1.9607576127993926,-1.9704314850922835,-2.7633369302784336,-2.7599043254622915,-20.0
40,-0.0162532384898734,-1.346467680800935,-1.4403967572439842,-1.958266148150269,-1.9728607101605884,-2.7629287039283277,-2.7604620811238374,-20.0
41,-0.01609521254305996,-1.346155372882068,-1.4407154548077021,-1.9576484298311785,-1.9734191526890528,-2.762429414892848,-2.761103779025626,-20.0
42,-0.015944536640284345,-1.345857590913471,-1.4410193292283753,-1.9594406326308726,-1.9715704311119764,-2.76192576040182,-2.76174321870907,-20.0
43,-0.015800709642180357,-1.3455733444885998,-1.4413093911756898,-1.9608531778652851,-1.9701039361356365,-2.7614623610182845,-2.7623362312198627,-20.0
44,-0.01566327495510323,-1.345301731238332,-1.441586561480729,-1.958563714243405,-1.972341847781573,-2.761056207946266,-2.7628662368583514,-20.0
45,-0.01553181568920336,-1.345041927259733,-1.4418516809030344,-1.9583085905830524,-1.9725476608563577,-2.7607102464811235,-2.763330665978216,-20.0
46,-0.015405950434618369,-1.3447931787696252,-1.442105518647748,-1.9602250577367786,-1.9705839814399138,-2.760421336531826,-2.7637330024234705,-20.0
47,-0.015285329565641088,-1.3445547947999164,-1.4423487798197812,-1.9608287050103232,-1.9699350890810632,-2.760184177878818,-2.7640788614546925,-20.0
48,-0.015169631997438388,-1.344326140788169,-1.4425821119643858,-1.9588558303563277,-1.9718645653879474,-2.7599930764291605,-2.764374226538778,-20.0
49,-0.015058562331963798,-1.344106632936881,-1.4428061108232084,-1.9589041265710094,-1.9717746067594488,-2.75984267271569,-2.764624723349358,-20.0
50,-0.014951848339645076,-1.3438957332366295,-1.4430213254130488,-1.9608929796272563,-1.9697457251100423,-2.759728197078946,-2.7648353668493257,-20.0
51,-0.014849238731646314,-1.343692945063307,-1.4432282625186699,-1.960763186228635,-1.9698370294767893,-2.7596455181904678,-2.765010514848866,-20.0
52,-0.01475050118432674,-1.3434978092738867,-1.4434273906769115,-1.9591433598270211,-1.9714198192626757,-2.7595911073212513,-2.7651539054292336,-20.0
53,-0.014655420583204194,-1.3433099007359242,-1.44361914371817,-1.9594499726057024,-1.9710775415948598,-2.7595619737906922,-2.76526872311384,-20.0
54,-0.0145637974584861,-1.3431288252357048,-1.443803923921575,-1.9614388744317381,-1.9690542717848087,-2.759555595640537,-2.7653576696271687,-20.0
55,-0.014475446588222227,-1.3429542167176387,-1.4439821048319976,-1.9607019007951754,-1.9697581048653205,-2.759569855405961,-2.765423029358593,-20.0
56,-0.014390195748493935,-1.3427857348142396,-1.4441540337806458,-1.9594267230662081,-1.971001304865068,-2.759602984472787,-2.7654667261210637,-20.0
57,-0.014307884592894195,-1.3426230626316462,-1.4443200341448559,-1.9599568738242885,-1.9704402790577897,-2.7596535166118468,-2.7654903706444114,-20.0
58,-0.014228363645958845,-1.3424659047603313,-1.4444804073780824,-1.9618457901636406,-1.9685215342812672,-2.7597202501336136,-2.7654952993186024,-20.0
59,-0.01415149339725468,-1.3423139854847224,-1.4446354348368653,-1.9606650441911169,-1.9696734460979186,-2.759802217858424,-2.7654826050565657,-20.0
60,-0.014077143484573602,-1.3421670471689744,-1.4447853794281498,-1.9597062828316563,-1.9706043186835362,-2.759898663856534,-2.765453161262856,-20.0
61,-0.014005191956172558,-1.342024848798895,-1.4449304870971391,-1.9604323918963744,-1.9698512204827323,-2.760009026245165,-2.7654076397097964,-20.0
62,-0.013935524603276309,-1.3418871646627835,-1.4450709881734547,-1.9620978891676142,-1.968159590873622,-2.7601329253472104,-2.765346523009548,-20.0
63,-0.013868034355158067,-1.341753783155928,-1.4452070985911403,-1.9606585927553273,-1.9695735715834155,-2.7602701566220897,-2.7652701121855334,-20.0
64,-0.013802620730058853,-1.3416245056954366,-1.4453390209959656,-1.9599824746725445,-1.9702251529084478,-2.7604206879264126,-2.7651785299351674,-20.0
65,-0.013739189336023241,-1.3414991457337486,-1.4454669457521636,-1.960881256584901,-1.9693025777765352,-2.7605846605639837,-2.7650717200117687,-20.0
66,-0.013677651416436466,-1.341377527860469,-1.445591051858928,-1.9621994272583185,-1.96796132412888,-2.760762393282997,-2.764949443662384,-20.0
67,-0.013617923435661063,-1.3412594869834598,-1.4457115077860745,-1.9606818417003335,-1.969456505623507,-2.7609543875689115,-2.7648112746745284,-20.0
68,-0.013559926700705237,-1.341144867581148,-1.4458284722370733,-1.960255832530074,-1.9698607601233968,-2.761161331105117,-2.764656596278091,-20.0
69,-0.013503587015319571,-1.3410335230189028,-1.4459420948466186,-1.9613051151559977,-1.9687903443890953,-2.761384092589533,-2.7644846066498694,-20.0
70,-0.013448834363325052,-1.3409253149231986,-1.4460525168192737,-1.962183874514527,-1.9678910472211257,-2.761623693940186,-2.7642943469596353,-20.0
71,-0.013395602618330386,-1.3408201126079298,-1.4461598715149118,-1.960731528079393,-1.969323426341609,-2.761881231134217,-2.7640847808252413,-20.0
72,-0.01334382927730818,-1.3407177925478748,-1.4462642849860143,-1.960526969628939,-1.9695085645272354,-2.76215768388864,-2.7638549848506653,-20.0
73,-0.013293455215773053,-1.3406182378948484,-1.4463658764714087,-1.961701624670652,-1.9683150140926764,-2.76245349130964,-2.763604573220566,-20.0
74,-0.013244424462545533,-1.3405213380325711,-1.4464647588505286,-1.9621007543184446,-1.9678974929291317,-2.7627676460279322,-2.763334603740907,-20.0
75,-0.013196683992297684,-1.3404269881666677,-1.4465610390617774,-1.9608037977098762,-1.9691765420092917,-2.7630958402923635,-2.763049431943583,-20.0
76,-0.013150183534264061,-1.3403350889466337,-1.446654818488315,-1.9607965343269413,-1.9691663629943925,-2.76342694249998,-2.7627602347354814,-20.0
77,-0.013104875395667204,-1.3402455461168574,-1.4467461933141754,-1.962062915192211,-1.9678829869722443,-2.7637373768647464,-2.762490630881079,-20.0
78,-0.01306071429855381,-1.3401582701941612,-1.4468352548533006,-1.9619943421339194,-1.967934995130862,-2.763985965694792,-2.762281838880878,-20.0
79,-0.01301765722886825,-1.3400731761695337,-1.4469220898539505,-1.960895038471247,-1.969018148016041,-2.764119870460692,-2.7621867360201167,-20.0
80,-0.012975663296705794,-1.3399901832319325,-1.44700678078051,-1.9610651393757073,-1.9688322951187989,-2.764103708727037,-2.762240741592931,-20.0
81,-0.012934693606791201,-1.339909214512324,-1.4470894060747135,-1.9623740789987723,-1.9675079876980839,-2.7639509301197,-2.7624304410135623,-20.0
82,-0.01289471113832033,-1.3398301968461992,-1.447170040397973,-1.9618933020329976,-1.9679737671745543,-2.763713657209426,-2.7627037450827574,-20.0
83,-0.012855680633384483,-1.3397530605530772,-1.447248754856393,-1.9610021727990206,-1.9688502560024108,-2.7634452254344275,-2.7630073501306094,-20.0
84,-0.012817568493270657,-1.339677739231558,-1.4473256172099085,-1.9613332469967024,-1.9685048858787297,-2.7631801392332793,-2.763306781996604,-20.0
85,-0.012780342681996681,-1.339604169568677,-1.447400692066827,-1.9626139812160224,-1.9672101881966781,-2.762935291900301,-2.763585176261624,-20.0
86,-0.012743972636499122,-1.339532291162415,-1.4474740410649698,-1.9618119892593742,-1.9679985376896914,-2.7627169791736437,-2.7638362647275025,-20.0
87,-0.012708429182944686,-1.3394620463562963,-1.4475457230404265,-1.9611227106647904,-1.9686744838768342,-2.7625262536715423,-2.7640590210610214,-20.0
88,-0.01267368445868361,-1.3393933800851459,-1.447615794184974,-1.9616009730359978,-1.9681831887026715,-2.762361892731094,-2.764254693041627,-20.0
89,-0.012639711839406114,-1.3393262397311325,-1.4476843081929809,-1.9627622582211008,-1.9670091603324311,-2.7622218468947572,-2.764425354118101,-20.0
90,-0.012606485871101756,-1.3392605749892952,-1.4477513163986075,-1.961755596890575,-1.9680033585479062,-2.762103898784116,-2.764573244605424,-20.0
91,-0.01257398220645618,-1.339196337741846,-1.4478168679041217,-1.9612547056976188,-1.9684920575630371,-2.7620059422684777,-2.76470049257437,-20.0
92,-0.01254217754535137,-1.3391334819405782,-1.4478810096998334,-1.961867745234523,-1.9678670880456803,-2.7619260859249994,-2.7648090104512106,-20.0
93,-0.012511049579163686,-1.3390719634967847,-1.447943786776485,-1.9628125531765357,-1.9669106039525854,-2.76186267787844,-2.7649004702092315,-20.0
94,-0.012480576938579954,-1.3390117401781236,-1.448005242230473,-1.9617245158568022,-1.9679872109350964,-2.7618142974610493,-2.7649763117734594,-20.0
95,-0.012450739144675045,-1.338952771511934,-1.4480654173625045,-1.9613966778567358,-1.9683038567299584,-2.7617797346096205,-2.7650377636649246,-20.0
96,-0.012421516563015598,-1.3388950186945323,-1.4481243517701625,-1.962131711628101,-1.9675578615203846,-2.761757966479956,-2.765085866424279,-20.0
97,-0.012392890360573696,-1.338838444506057,-1.4481820834348045,-1.962781060884731,-1.9668977745285017,-2.761748135335161,-2.765121494753744,-20.0
98,-0.012364842465251831,-1.3387830132304808,-1.4482386488031935,-1.9617170061917657,-1.967951308409979,-2.761749529349218,-2.7651453767749437,-20.0
99,-0.012337355527836404,-1.3387286905804145,-1.4482940828642115,-1.9615475275680445,-1.9681104766385695,-2.761761566649926,-2.7651581099834948,-20.0
100,-0.01231041288621138,-1.3386754436263908,-1.44834841922105,-1.9623887642480369,-1.967259133729587,-2.7617837827432306,-2.765160173894365,-20.0
101,-0.012283998531677045,-1.3386232407302885,-1.448401690159131,-1.9626992444118494,-1.9669387454981275,-2.761815820927478,-2.7651519396387725,-20.0
102,-0.012258097077230754,-1.3385720514826536,-1.4484539267100605,-1.961730603614581,-1.9678976706173932,-2.76185742560041,-2.765133676683972,-20.0
103,-0.012232693727677659,-1.3385218466436277,-1.4485051587119373,-1.9617064468786767,-1.967912298515337,-2.761908438174122,-2.7651055569471437,-20.0
104,-0.012207774251449383,-1.3384725980872505,-1.4485554148661592,-1.9626311142274877,-1.9669782838301693,-2.7619687954830705,-2.765067656426131,-20.0
105,-0.01218332495401787,-1.3384242787489185,-1.448604722791055,-1.9625982893516973,-1.9670019377345525,-2.7620385304765076,-2.7650199545016365,-20.0
106,-0.012159332652800031,-1.338376862575787,-1.4486531090724928,-1.9617627900013355,-1.9678284375334936,-2.762117775158436,-2.7649623310550084,-20.0
107,-0.012135784653456593,-1.3383303244799356,-1.4487005993116835,-1.961872821521723,-1.967709573120037,-2.7622067653970594,-2.7648945616563982,-20.0
108,-0.012112668727495604,-1.3382846402940993,-1.4487472181703402,-1.9628458038369663,-1.96672791998317,-2.76230584713573,-2.7648163113872615,-20.0
109,-0.012089973091097541,-1.338239786729825,-1.4487929894133846,-1.9624998776385372,-1.967065333011242,-2.762415482710133,-2.764727128527155,-20.0
110,-0.012067686385085031,-1.3381957413378793,-1.4488379359493455,-1.9618112803088252,-1.9677455705611608,-2.7625362546338286,-2.7646264408071626,-20.0
111,-0.012045797655965602,-1.3381524824707902,-1.4488820798685949,-1.9620461072429953,-1.967502533128923,-2.7626688610577674,-2.764513559934003,-20.0
112,-0.012024296337981029,-1.338109989247367,-1.448925442479538,-1.9630147851768418,-1.9665257900155098,-2.76281409095421,-2.764387706466273,-20.0
113,-0.012003172236101449,-1.3380682415190912,-1.4489680443429214,-1.9624157176641326,-1.9671169338430956,-2.76297275379812,-2.764248080107157,-20.0
114,-0.01198241550990673,-1.3380272198382628,-1.4490099053043326,-1.961874121996048,-1.9676507436292459,-2.7631455116247396,-2.7640940277035617,-20.0
115,-0.011962016658301577,-1.3379869054277942,-1.449051044525031,-1.9622256495058854,-1.9672915644768114,-2.763332505831238,-2.763925416410324,-20.0
116,-0.011941966505014459,-1.3379472801525474,-1.4490914805111859,-1.9631196400173065,-1.9663900531201026,-2.763532565074253,-2.763743425840112,-20.0
117,-0.011922256184833904,-1.3379083264921359,-1.4491312311416467,-1.9623506666311255,-1.967151633132941,-2.763741608888964,-2.7635521444551374,-20.0
118,-0.011902877130538735,-1.3378700275150923,-1.4491703136942828,-1.961949707364658,-1.9675453232844318,-2.763949740489705,-2.763361476751431,-20.0
119,-0.011883821060481822,-1.337832366854333,-1.44920874487104,-1.9624103933580104,-1.967077489327974,-2.7641371487355326,-2.763191241339837,-20.0
120,-0.011865079966789484,-1.3377953286838344,-1.4492465408217343,-1.963151727472948,-1.9663291253981188,-2.7642722094541505,-2.7630730696041477,-20.0
121,-0.011846646104141283,-1.3377588976964583,-1.449283717166683,-1.9623057652915183,-1.9671681730074833,-2.7643208531657533,-2.763041038008839,-20.0
122,-0.011828511979097118,-1.337723059082861,-1.4493202890182155,-1.9620367474450595,-1.9674303887140157,-2.7642698993107393,-2.763108333865357,-20.0
123,-0.011810670339940758,-1.3376877985114177,-1.449356271001174,-1.9625983978373385,-1.966862045893771,-2.764139773728163,-2.7632545378663633,-20.0
124,-0.011793114167010904,-1.337653102109118,-1.449391677272407,-1.9631200434639364,-1.966333814917961,-2.763967401948051,-2.763442730813199,-20.0
125,-0.011775836663492635,-1.3376189564433631,-1.4494265215393343,-1.9622802215598294,-1.9671671560022341,-2.7637836397871536,-2.763642063007997,-20.0
126,-0.011758831246643946,-1.3375853485046274,-1.449460817077649,-1.962134228962342,-1.9673067698399744,-2.7636064104858655,-2.7638346171477046,-20.0
127,-0.011742091539433515,-1.3375522656899343,-1.4494945767481757,-1.9627860393736305,-1.9666486803370795,-2.7634438664301846,-2.764012246593656,-20.0
128,-0.011725611362567431,-1.3375196957870976,-1.4495278130129574,-1.9630471007109163,-1.9663814372585502,-2.7632987441502266,-2.7641722203808867,-20.0
129,-0.011709384726883904,-1.337487626959689,-1.4495605379505856,-1.9622725102842362,-1.9671499410476738,-2.763171207598676,-2.764314379952294,-20.0
130,-0.011693405826096308,-1.3374560477326978,-1.4495927632708523,-1.9622413611707183,-1.967175096449369,-2.763060341559435,-2.7644396457591784,-20.0
131,-0.011677669029866099,-1.3374249469788435,-1.4496245003286898,-1.9629668296732472,-1.9664437250488536,-2.762964865034121,-2.7645493038733098,-20.0
132,-0.011662168877188227,-1.3373943139054982,-1.4496557601375335,-1.9629570074897107,-1.9664477330997565,-2.762883451921162,-2.7646446853192415,-20.0
133,-0.01164690007007271,-1.337364138042203,-1.4496865533820655,-1.9622809286555496,-1.967118084579411,-2.7628148647469546,-2.764727032344104,-20.0
134,-0.011631857467507053,-1.3373344092287334,-1.4497168904303848,-1.9623575097558188,-1.9670358609743042,-2.762758002170864,-2.764797450921969,-20.0
135,-0.01161703607968501,-1.3373051176036976,-1.4497467813456413,-1.9631300993463956,-1.9662577118569469,-2.7627119080593068,-2.764856901681313,-20.0
136,-0.011602431062488103,-1.3372762535936262,-1.4497762358971706,-1.9628673978834745,-1.9665149349540334,-2.7626757645471476,-2.764906206852061,-20.0
137,-0.011588037712207094,-1.3372478079025407,-1.449805263571142,-1.9623038552268024,-1.967073078641462,-2.762648879469196,-2.764946062843776,-20.0
138,-0.011573851460491282,-1.3372197715019754,-1.4498338735807388,-1.962482106012401,-1.9668895065695993,-2.762630672817756,-2.764977053773853,-20.0
139,-0.011559867869514264,-1.337192135621418,-1.449862074875915,-1.9632607684430865,-1.9661055988711207,-2.7626206643175233,-2.7649996639229135,-20.0
140,-0.01154608262734543,-1.337164891739166,-1.4498898761527197,-1.9627882888065356,-1.9665729076407858,-2.7626184628050705,-2.765014288335799,-20.0
141,-0.011532491543517005,-1.3371380315735664,-1.449917285862245,-1.9623398572560096,-1.9670162411535508,-2.7626237576803025,-2.765021241391188,-20.0
142,-0.011519090544777089,-1.337111547074618,-1.4499443122191895,-1.9626145074124306,-1.9667365642605412,-2.7626363123697555,-2.7650207633321675,-20.0
143,-0.011505875671019674,-1.3370854304159332,-1.449970963210066,-1.9633427170827058,-1.9660033976695719,-2.7626559597174456,-2.7650130248808154,-20.0
144,-0.01149284307138305,-1.337059673987023,-1.4499972466010669,-1.9627241923979677,-1.9666170338048228,-2.7626825991894384,-2.7649981300465707,-20.0
145,-0.01147998900050857,-1.3370342703859066,-1.4500231699456168,-1.9623877233532405,-1.966948681266619,-2.7627161957717608,-2.7649761172178073,-20.0
146,-0.01146730981495211,-1.3370092124120156,-1.4500487405916005,-1.9627537668093116,-1.9665778818273663,-2.7627567805286284,-2.7649469586102833,-20.0
147,-0.011454801969741007,-1.3369844930593935,-1.4500739656883144,-1.9633668793950418,-1.9659600775284072,-2.76280445276106,-2.764910558122322,-20.0
148,-0.01144246201506965,-1.3369601055101625,-1.4500988521931266,-1.9626764314744083,-1.9666458967118647,-2.762859383629477,-2.7648667476982216,-20.0
149,-0.011430286593127247,-1.3369360431282546,-1.4501234068778737,-1.9624464601543756,-1.9668713010111867,-2.7629218210794693,-2.764815282420868,-20.0
150,-0.01141827243505163,-1.3369122994533913,-1.4501476363350108,-1.9628982396620374,-1.9664150149731963,-2.7629920954840337,-2.764755834859636,-20.0
151,-0.011406416358003322,-1.336888868195303,-1.4501715469835004,-1.9633384110356744,-1.9659703963657982,-2.7630706248272983,-2.7646879899012085,-20.0
152,-0.011394715262354338,-1.3368657432281703,-1.450195145074494,-1.9626447250534897,-1.9666596932478357,-2.763157916757095,-2.764611242695003,-20.0
153,-0.011383166128986513,-1.336842918585286,-1.450218436696772,-1.962515271020652,-1.9667848151817982,-2.7632545618212276,-2.764525005407979,-20.0
154,-0.011371766016694398,-1.3368203884539227,-1.450241427781987,-1.9630449302966027,-1.9662508797050446,-2.763361206006088,-2.7644286347084215,-20.0
155,-0.01136051205968808,-1.3367981471703974,-1.4502641241096998,-1.9632744539998122,-1.9660171346241355,-2.763478477580987,-2.764321504906445,-20.0
156,-0.011349401465191401,-1.336776189215325,-1.450286531312219,-1.9626280963699405,-1.9666593246518178,-2.763606816385638,-2.764203178680966,-20.0
157,-0.011338431511131383,-1.3367545092090507,-1.4503086548792643,-1.9625935230715748,-1.9666897831024488,-2.7637460994947425,-2.76407378140865,-20.0
158,-0.011327599543914891,-1.3367331019072584,-1.4503305001624465,-1.9631885010112817,-1.9660907420741611,-2.763894857359559,-2.7639347850319056,-20.0
159,-0.011316902976288606,-1.3367119621967374,-1.4503520723795866,-1.963194639783796,-1.9660805910016539,-2.764048736218419,-2.7637905456416823,-20.0
160,-0.011306339285278792,-1.3366910850913165,-1.4503733766188764,-1.962625346698878,-1.9666459216287757,-2.7641978804551086,-2.763650921126547,-20.0
161,-0.011295906010207373,-1.336670465727938,-1.4503944178428652,-1.9626807009787495,-1.9665866538103345,-2.764323937411031,-2.7635342663674756,-20.0
162,-0.011285600750781007,-1.3366500993628818,-1.4504152008923288,-1.963320111288816,-1.9659433779805402,-2.7644009250983466,-2.7634665655107438,-20.0
163,-0.011275421165250078,-1.3366299813681326,-1.450435730489968,-1.9631139305677883,-1.9661457403224007,-2.7644070001547782,-2.7634696640293828,-20.0
164,-0.01126536496863468,-1.3366101072278649,-1.4504560112440004,-1.9626352863357823,-1.9666206124586707,-2.7643419480362463,-2.7635437785300696,-20.0
165,-0.011255429931014643,-1.3365904725350706,-1.4504760476515954,-1.9627763383806907,-1.9664758337648707,-2.7642279074179332,-2.7636667723467627,-20.0
166,-0.011245613875881078,-1.3365710729882978,-1.450495844102216,-1.9634270294539462,-1.965821460673272,-2.7640919599189644,-2.7638115658197013,-20.0
167,-0.01123591467854672,-1.3365519043885103,-1.4505154048808058,-1.9630411524152256,-1.9662036995271617,-2.763953353913449,-2.7639589124893815,-20.0
168,-0.011226330264612769,-1.336532962636057,-1.4505347341708914,-1.9626568381403904,-1.9665844186726624,-2.763822258329746,-2.7640986452976506,-20.0
169,-0.011216858608489805,-1.3365142437277502,-1.4505538360575645,-1.9628799075527692,-1.9663577964265542,-2.7637029309288588,-2.7642265083088016,-20.0
170,-0.011207497731970618,-1.3364957437540432,-1.4505727145303566,-1.9634951096484958,-1.965739083050722,-2.7635965610783177,-2.7643413139383206,-20.0
171,-0.01119824570285282,-1.33647745889631,-1.450591373486024,-1.9629805054806813,-1.966250216767342,-2.7635029383524947,-2.764443274349626,-20.0
172,-0.011189100633609212,-1.3364593854242155,-1.4506098167312222,-1.962689076435329,-1.9665382154822766,-2.7634212934446896,-2.7645331605566907,-20.0
173,-0.01118006068010404,-1.3364415196931798,-1.4506280479850944,-1.962990631912007,-1.9662332691042284,-2.7633506917564477,-2.7646119088172525,-20.0
174,-0.01117112404035321,-1.3364238581419268,-1.4506460708817799,-1.9635154107366188,-1.965705138131409,-2.7632902072122376,-2.7646804468292028,-20.0
175,-0.011162288953326821,-1.3364063972901195,-1.4506638889728225,-1.962933430413421,-1.9662838043990403,-2.7632389924681746,-2.7647396235239827,-20.0
176,-0.011153553697792256,-1.3363891337360734,-1.4506815057295028,-1.9627312335079856,-1.966482724695875,-2.763196301663955,-2.7647901863122364,-20.0
177,-0.011144916591196284,-1.3363720641545453,-1.450698924545098,-1.9631071618245577,-1.9661035565865004,-2.763161492296691,-2.7648327792144327,-20.0
178,-0.011136375988584623,-1.3363551852945983,-1.4507161487370557,-1.9634907379912037,-1.9657167768258434,-2.763134018673768,-2.7648679494056587,-20.0
179,-0.011127930281557535,-1.336338493977539,-1.4507331815491025,-1.9628999370141362,-1.9663044098043596,-2.7631134226965335,-2.7648961564346046,-20.0
180,-0.011119577897260032,-1.3363219870949223,-1.450750026153279,-1.9627826890818725,-1.9664185247436332,-2.763099324556596,-2.764917781525005,-20.0
181,-0.011111317297405356,-1.33630566160662,-1.4507666856519157,-1.9632270277901291,-1.9659710874708187,-2.763091414458412,-2.7649331358619276,-20.0
182,-0.011103146977330515,-1.3362895145389548,-1.4507831630795287,-1.963434636474756,-1.965760414085751,-2.763089445718191,-2.7649424674811063,-20.0
183,-0.011095065465082569,-1.3362735429828942,-1.4507994614046675,-1.9628793834862739,-1.96631263568575,-2.7630932293932706,-2.7649459666530305,-20.0
184,-0.011087071320534606,-1.336257744092305,-1.4508155835316978,-1.9628429484288172,-1.9663460721264912,-2.7631026303541684,-2.7649437698074664,-20.0
