Shape: (10, 10, 10, 10)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1)): (-0.9578898700780827-1.4773379963026276e-19j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(9)): (0.08181356214843422-1.0834274142503228e-17j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(8)): (0.05747843001365799-7.569893669516487e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7)): (0.04932929149712402-6.4791552625046426e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(6)): (0.04716283503736529-6.1893285014203554e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(5)): (0.04932929149712403-6.479155262504644e-18j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(4)): (0.057478430013657975-7.569893669516487e-18j)
(np.int64(1), np.int64(1), np.int64(9), np.int64(3)): (0.08181356214843422-1.0834274142503228e-17j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(2)): (0.6587990152186446+4.2847213985020004e-19j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(1)): (0.6587990152186446+4.2847213985020004e-19j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(9)): (0.08154688310834099-1.1890025145544605e-17j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(8)): (0.059108850562698476-8.460430254790055e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(7)): (0.05289696427366435-7.521778655400978e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(6)): (0.052896964273664346-7.521778655400978e-18j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(5)): (0.059108850562698476-8.460430254790055e-18j)
(np.int64(1), np.int64(2), np.int64(9), np.int64(4)): (0.08154688310834099-1.1890025145544608e-17j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(3)): (0.16362712429686865+2.627184586776535e-19j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(2)): (-0.7050534011058802+6.305332862626778e-17j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(1)): (0.1636271242968687+2.6271845867765346e-19j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(9)): (0.12570247877979857-2.0081611791233665e-17j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(8)): (0.08135526189034858-1.256039959324601e-17j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(7)): (0.0744364378515658-1.1408155546795238e-17j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(6)): (0.08135526189034858-1.256039959324601e-17j)
(np.int64(1), np.int64(3), np.int64(9), np.int64(5)): (0.12570247877979857-2.0081611791233665e-17j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(4)): (0.0644878377322447+2.1196054611643444e-19j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(3)): (-0.31347828202404293+3.6002364683895885e-17j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(2)): (-0.31347828202404293+3.6002364683895885e-17j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (0.0644878377322447+2.1196054611643444e-19j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(9)): (0.03285819450744584-3.803774804332074e-18j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(8)): (0.19671603697052742-3.28221160859014e-17j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(7)): (0.19671603697052745-3.28221160859014e-17j)
(np.int64(1), np.int64(4), np.int64(9), np.int64(6)): (0.032858194507445856-3.803774804332074e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(5)): (0.03125000000000001+1.9694702559499142e-19j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(4)): (-0.19874292515684644+2.6406274844139783e-17j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(3)): (-0.1553768087120557+2.0938708139780954e-17j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(2)): (-0.19874292515684638+2.6406274844139783e-17j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(1)): (0.03125000000000001+1.9694702559499142e-19j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(9)): (-0.05621585749837077+1.2004624503830776e-17j)
(np.int64(1), np.int64(5), np.int64(8), np.int64(8)): (-0.12347774246292306+2.3502908049589205e-17j)
(np.int64(1), np.int64(5), np.int64(9), np.int64(7)): (-0.0562158574983708+1.2004624503830776e-17j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(6)): (0.016742086325981734+2.0459679638717348e-19j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(5)): (-0.14631876827641258+2.183520417776898e-17j)
(np.int64(1), np.int64(6), np.int64(3), np.int64(4)): (-0.10484994026878214+1.5763998455723794e-17j)
(np.int64(1), np.int64(6), np.int64(4), np.int64(3)): (-0.10484994026878214+1.5763998455723794e-17j)
(np.int64(1), np.int64(6), np.int64(5), np.int64(2)): (-0.14631876827641258+2.183520417776898e-17j)
(np.int64(1), np.int64(6), np.int64(6), np.int64(1)): (0.016742086325981738+2.0459679638717348e-19j)
(np.int64(1), np.int64(6), np.int64(8), np.int64(9)): (0.0020456550137113033+2.058242383154067e-18j)
(np.int64(1), np.int64(6), np.int64(9), np.int64(8)): (0.0020456550137113+2.058242383154068e-18j)
(np.int64(1), np.int64(7), np.int64(1), np.int64(7)): (0.009118627109394711+2.3888886398446927e-19j)
(np.int64(1), np.int64(7), np.int64(2), np.int64(6)): (-0.11929361508460892+2.003115808505234e-17j)
(np.int64(1), np.int64(7), np.int64(3), np.int64(5)): (-0.08135635325433058+1.3582652992466123e-17j)
(np.int64(1), np.int64(7), np.int64(4), np.int64(4)): (-0.07421943027424951+1.2357011241902727e-17j)
(np.int64(1), np.int64(7), np.int64(5), np.int64(3)): (-0.08135635325433055+1.3582652992466126e-17j)
(np.int64(1), np.int64(7), np.int64(6), np.int64(2)): (-0.11929361508460892+2.003115808505234e-17j)
(np.int64(1), np.int64(7), np.int64(7), np.int64(1)): (0.009118627109394711+2.3888886398446927e-19j)
(np.int64(1), np.int64(7), np.int64(9), np.int64(9)): (0.043186437851565826-4.1358653183669455e-18j)
(np.int64(1), np.int64(8), np.int64(1), np.int64(8)): (0.004290518031167326+3.275283568536044e-19j)
(np.int64(1), np.int64(8), np.int64(2), np.int64(7)): (-0.11020973480483863+2.115084239103337e-17j)
(np.int64(1), np.int64(8), np.int64(3), np.int64(6)): (-0.07139028710750173+1.342882109780265e-17j)
(np.int64(1), np.int64(8), np.int64(4), np.int64(5)): (-0.06149470061231413+1.1447251882219313e-17j)
(np.int64(1), np.int64(8), np.int64(5), np.int64(4)): (-0.06149470061231413+1.1447251882219315e-17j)
(np.int64(1), np.int64(8), np.int64(6), np.int64(3)): (-0.07139028710750173+1.342882109780265e-17j)
(np.int64(1), np.int64(8), np.int64(7), np.int64(2)): (-0.11020973480483859+2.1150842391033366e-17j)
(np.int64(1), np.int64(8), np.int64(8), np.int64(1)): (0.004290518031167326+3.275283568536044e-19j)
(np.int64(1), np.int64(9), np.int64(1), np.int64(9)): (-0+6.217372905805612e-19j)
(np.int64(1), np.int64(9), np.int64(2), np.int64(8)): (-0.1324616861901348+2.9278290959406604e-17j)
(np.int64(1), np.int64(9), np.int64(3), np.int64(7)): (-0.07812499999999992+1.68469801088955e-17j)
(np.int64(1), np.int64(9), np.int64(4), np.int64(6)): (-0.0629776566497648+1.3381525239467306e-17j)
(np.int64(1), np.int64(9), np.int64(5), np.int64(5)): (-0.05920084971874737+1.2517455965578336e-17j)
(np.int64(1), np.int64(9), np.int64(6), np.int64(4)): (-0.0629776566497648+1.3381525239467306e-17j)
(np.int64(1), np.int64(9), np.int64(7), np.int64(3)): (-0.07812499999999992+1.68469801088955e-17j)
(np.int64(1), np.int64(9), np.int64(8), np.int64(2)): (-0.1324616861901348+2.9278290959406604e-17j)
(np.int64(1), np.int64(9), np.int64(9), np.int64(1)): (-0+6.217372905805612e-19j)
(np.int64(2), np.int64(1), np.int64(1), np.int64(2)): (-1.253110192705041-8.150024413109223e-19j)
(np.int64(2), np.int64(1), np.int64(2), np.int64(1)): (-1.253110192705041-8.150024413109223e-19j)
(np.int64(2), np.int64(1), np.int64(4), np.int64(9)): (0.1192518421419439-1.6507550884792995e-17j)
(np.int64(2), np.int64(1), np.int64(5), np.int64(8)): (0.0857702827797201-1.172551401731602e-17j)
(np.int64(2), np.int64(1), np.int64(6), np.int64(7)): (0.07619991050085335-1.0375566506183968e-17j)
(np.int64(2), np.int64(1), np.int64(7), np.int64(6)): (0.07619991050085335-1.0375566506183968e-17j)
(np.int64(2), np.int64(1), np.int64(8), np.int64(5)): (0.0857702827797201-1.172551401731602e-17j)
(np.int64(2), np.int64(1), np.int64(9), np.int64(4)): (0.1192518421419439-1.6507550884792995e-17j)
(np.int64(2), np.int64(2), np.int64(1), np.int64(3)): (1.5337288355102159-6.13092271580704e-17j)
(np.int64(2), np.int64(2), np.int64(2), np.int64(2)): (-0.10071850133676011-2.7804936917693493e-19j)
(np.int64(2), np.int64(2), np.int64(3), np.int64(1)): (1.533728835510216-6.13092271580704e-17j)
(np.int64(2), np.int64(2), np.int64(5), np.int64(9)): (0.20924802524264302-3.3511865949270296e-17j)
(np.int64(2), np.int64(2), np.int64(6), np.int64(8)): (0.11740643009389089-1.791498349266062e-17j)
(np.int64(2), np.int64(2), np.int64(7), np.int64(7)): (0.10579767553527042-1.600168453164259e-17j)
(np.int64(2), np.int64(2), np.int64(8), np.int64(6)): (0.11740643009389087-1.791498349266062e-17j)
(np.int64(2), np.int64(2), np.int64(9), np.int64(5)): (0.20924802524264302-3.3511865949270296e-17j)
(np.int64(2), np.int64(3), np.int64(1), np.int64(4)): (0.5441998321844009-3.490488115975002e-17j)
(np.int64(2), np.int64(3), np.int64(2), np.int64(3)): (0.24388206453689423+1.6833485096942706e-18j)
(np.int64(2), np.int64(3), np.int64(3), np.int64(2)): (0.2438820645368943+1.6833485096942706e-18j)
(np.int64(2), np.int64(3), np.int64(4), np.int64(1)): (0.5441998321844009-3.490488115975002e-17j)
(np.int64(2), np.int64(3), np.int64(6), np.int64(9)): (-0.12175006097803912+2.4169656416466418e-17j)
(np.int64(2), np.int64(3), np.int64(7), np.int64(8)): (0.038627124296868404-4.413667440592177e-18j)
(np.int64(2), np.int64(3), np.int64(8), np.int64(7)): (0.038627124296868404-4.413667440592177e-18j)
(np.int64(2), np.int64(3), np.int64(9), np.int64(6)): (-0.1217500609780391+2.4169656416466418e-17j)
(np.int64(2), np.int64(4), np.int64(1), np.int64(5)): (0.29489046620318715-2.549157622052047e-17j)
(np.int64(2), np.int64(4), np.int64(2), np.int64(4)): (0.07347315653655907+1.0620540847512177e-18j)
(np.int64(2), np.int64(4), np.int64(3), np.int64(3)): (-0.9585306188473118+1.017474506778029e-16j)
(np.int64(2), np.int64(4), np.int64(4), np.int64(2)): (0.07347315653655907+1.0620540847512177e-18j)
(np.int64(2), np.int64(4), np.int64(5), np.int64(1)): (0.29489046620318704-2.549157622052047e-17j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(9)): (-0.006389285897859642+3.90793992381093e-18j)
(np.int64(2), np.int64(4), np.int64(8), np.int64(8)): (-0.033813891971838234+8.282014914005203e-18j)
