Shape: (10, 10, 10, 10)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(3)): (0.18294068644530442+1.5711801950896332e-17j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4)): (0.0029169403933871707+1.1452268519329504e-17j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5)): (-0.025140495755959814+8.935091673232563e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6)): (-0.029720516134223537+7.466734742613892e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7)): (-0.029674329932257246+6.725371111004139e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(8)): (-0.03018799626227531+6.762898203941584e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(9)): (-0.03658813728906046+8.504722794711645e-18j)
(np.int64(1), np.int64(1), np.int64(9), np.int64(1)): (0.009656781074217106-1.1826146032606719e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(4)): (0.0029169403933871716+1.1452268519329508e-17j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5)): (-0.034003500573659265+9.145867693894558e-18j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(6)): (-0.03563601407898162+7.549860435236665e-18j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(7)): (-0.03295490051457928+6.648445541802433e-18j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(8)): (-0.031201436953351407+6.450702567249098e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(9)): (-0.034393780185737834+7.638884311241787e-18j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(1)): (0.0628224565962197-7.693532038513396e-18j)
(np.int64(1), np.int64(2), np.int64(9), np.int64(2)): (0.01836828913413979-2.8259406342850736e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(5)): (-0.025140495755959835+8.935091673232562e-18j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(6)): (-0.03563601407898162+7.549860435236665e-18j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(7)): (-0.033288987007807906+6.563674300919221e-18j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(8)): (-0.0308271567427286+6.214156441868656e-18j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(9)): (-0.03247639355256503+7.068524935365855e-18j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(1)): (0.048283905371085546-5.9130730163033604e-18j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(2)): (0.04928729176116878-6.400432581515607e-18j)
(np.int64(1), np.int64(3), np.int64(9), np.int64(3)): (0.02528178107421711-4.16297727306148e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(6)): (-0.029720516134223537+7.466734742613892e-18j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(7)): (-0.03295490051457927+6.648445541802433e-18j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(8)): (-0.030827156742728592+6.214156441868656e-18j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(9)): (-0.03183870100354189+6.886692376658289e-18j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(1)): (0.042514975581662943-5.20658287619114e-18j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(2)): (0.04160464784303393-5.383590497903247e-18j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(3)): (0.04832274060449164-6.679121078904327e-18j)
(np.int64(1), np.int64(4), np.int64(9), np.int64(4)): (0.029720516134223513-5.062846057704416e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(7)): (-0.02967432993225724+6.725371111004138e-18j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(8)): (-0.031201436953351407+6.450702567249098e-18j)
