Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(8)): (4.099056474538214e-18+0.03351306228171301j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(7)): (1.2853204520720643e-18+0.011234966102487684j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(6)): (6.813740010708358e-19+0.006478764619888254j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(5)): (5.461784357721646e-19+0.005414911847651869j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(4)): (6.813740010708358e-19+0.006478764619888254j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(3)): (1.2853204520720643e-18+0.011234966102487684j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(2)): (4.099056474538214e-18+0.03351306228171301j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(8)): (4.099056474538214e-18+0.03351306228171301j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(7)): (9.39181773440356e-18+0.06298995264273922j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(6)): (4.5544557693412234e-18+0.029838024998963163j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4), np.int64(5)): (3.394598796524891e-18+0.021985831020161162j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(4)): (3.394598796524891e-18+0.021985831020161165j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(3)): (4.554455769341224e-18+0.029838024998963156j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(2)): (9.39181773440356e-18+0.06298995264273922j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(1)): (4.099056474538214e-18+0.03351306228171301j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(7)): (1.2853204520720641e-18+0.011234966102487682j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(6)): (4.5544557693412234e-18+0.029838024998963163j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(5)): (2.0526167663241488e-18+0.012832383254169603j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(4)): (1.6057370335913372e-18+0.00984386263987821j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5), np.int64(3)): (2.0526167663241488e-18+0.012832383254169605j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(2)): (4.5544557693412234e-18+0.029838024998963156j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7), np.int64(1)): (1.2853204520720641e-18+0.011234966102487682j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(6)): (6.813740010708358e-19+0.006478764619888254j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(5)): (3.3945987965248902e-18+0.021985831020161165j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(4)): (1.6057370335913372e-18+0.00984386263987821j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(3)): (1.6057370335913368e-18+0.00984386263987821j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(5), np.int64(2)): (3.39459879652489e-18+0.021985831020161162j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6), np.int64(1)): (6.813740010708358e-19+0.006478764619888254j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(8), np.int64(8)): (-8.46330636000129e-18-0.03312989443817757j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(5)): (5.461784357721646e-19+0.005414911847651869j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(2), np.int64(4)): (3.3945987965248902e-18+0.021985831020161162j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(3)): (2.0526167663241488e-18+0.012832383254169601j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(4), np.int64(2)): (3.39459879652489e-18+0.021985831020161165j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(5), np.int64(1)): (5.461784357721646e-19+0.005414911847651869j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7), np.int64(8)): (-5.135805582926579e-18-0.019796289396020555j)
