Shape: (9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(6)): (0.01709024877150808-2.0929518454659353e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5)): (0.010639948568153342-1.3030178957081454e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(4)): (0.008683501407617403-1.063422220423019e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(3)): (0.008683501407617403-1.063422220423019e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(2)): (0.01063994856815334-1.3030178957081456e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(1)): (0.017090248771508082-2.0929518454659353e-18j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(8)): (-0.013446793004361511+3.2935144023176695e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(5)): (0.010639948568153342-1.3030178957081454e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(4)): (0.006575171594796964-8.052262847412699e-19j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(3)): (0.005660113281889067-6.931639613476866e-19j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(2)): (0.006575171594796964-8.052262847412699e-19j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(1)): (0.010639948568153342-1.3030178957081456e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(8)): (-0.008251966851956711+2.0211489583837696e-18j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(7)): (-0.008251966851956713+2.0211489583837704e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(4)): (0.008683501407617403-1.0634222204230189e-18j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(3)): (0.005660113281889067-6.931639613476866e-19j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(2)): (0.005660113281889068-6.931639613476866e-19j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(1)): (0.008683501407617403-1.063422220423019e-18j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(8)): (-0.006068702846766395+1.486403503253779e-18j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(7)): (-0.004467704294137986+1.0942719526705937e-18j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(6)): (-0.006068702846766395+1.486403503253779e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(3)): (0.008683501407617403-1.063422220423019e-18j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(2)): (0.006575171594796964-8.052262847412697e-19j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(1)): (0.008683501407617403-1.063422220423019e-18j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(8)): (-0.005206464551319312+1.2752160295294713e-18j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(7)): (-0.003061629632643407+7.498829859582873e-19j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(6)): (-0.003061629632643408+7.498829859582873e-19j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(5)): (-0.005206464551319312+1.2752160295294711e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(2)): (0.01063994856815334-1.3030178957081456e-18j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(1)): (0.010639948568153342-1.3030178957081456e-18j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(8)): (-0.005206464551319312+1.2752160295294711e-18j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(7)): (-0.002673100796962674+6.547208669597158e-19j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(6)): (-0.0020800884229662726+5.094747258258223e-19j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(5)): (-0.0026731007969626745+6.547208669597158e-19j)
(np.int64(1), np.int64(5), np.int64(8), np.int64(4)): (-0.005206464551319312+1.2752160295294711e-18j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(1)): (0.017090248771508082-2.092951845465935e-18j)
(np.int64(1), np.int64(6), np.int64(3), np.int64(8)): (-0.006068702846766395+1.486403503253779e-18j)
(np.int64(1), np.int64(6), np.int64(4), np.int64(7)): (-0.003061629632643408+7.498829859582875e-19j)
(np.int64(1), np.int64(6), np.int64(5), np.int64(6)): (-0.0020800884229662726+5.094747258258223e-19j)
(np.int64(1), np.int64(6), np.int64(6), np.int64(5)): (-0.002080088422966273+5.094747258258221e-19j)
(np.int64(1), np.int64(6), np.int64(7), np.int64(4)): (-0.0030616296326434083+7.498829859582873e-19j)
(np.int64(1), np.int64(6), np.int64(8), np.int64(3)): (-0.006068702846766394+1.486403503253779e-18j)
(np.int64(1), np.int64(7), np.int64(2), np.int64(8)): (-0.008251966851956711+2.0211489583837696e-18j)
(np.int64(1), np.int64(7), np.int64(3), np.int64(7)): (-0.004467704294137986+1.0942719526705937e-18j)
(np.int64(1), np.int64(7), np.int64(4), np.int64(6)): (-0.0030616296326434083+7.498829859582876e-19j)
