Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(4), np.int64(7), np.int64(8), np.int64(8)): (-1.5804919971335882e-18-0.0049875305765447655j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(7), np.int64(8)): (-1.580491997133588e-18-0.004987530576544764j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(8), np.int64(7)): (-1.5804919971335882e-18-0.004987530576544762j)
(np.int64(2), np.int64(4), np.int64(1), np.int64(7), np.int64(7)): (-2.2026979530950306e-17-0.12786256173028665j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(1), np.int64(7)): (-2.2026979530950306e-17-0.12786256173028665j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(7), np.int64(1)): (-2.202697953095031e-17-0.12786256173028665j)
(np.int64(3), np.int64(4), np.int64(2), np.int64(6), np.int64(8)): (9.581029454263865e-19-0.0016651677070970983j)
(np.int64(3), np.int64(4), np.int64(2), np.int64(8), np.int64(6)): (9.581029454263869e-19-0.0016651677070971052j)
(np.int64(3), np.int64(4), np.int64(6), np.int64(2), np.int64(8)): (9.58102945426386e-19-0.0016651677070970983j)
(np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(2)): (9.581029454263861e-19-0.0016651677070970983j)
(np.int64(3), np.int64(4), np.int64(8), np.int64(2), np.int64(6)): (9.581029454263869e-19-0.0016651677070971028j)
(np.int64(3), np.int64(4), np.int64(8), np.int64(6), np.int64(2)): (9.581029454263865e-19-0.0016651677070971017j)
(np.int64(4), np.int64(1), np.int64(7), np.int64(8), np.int64(8)): (1.5804919971335882e-18+0.0049875305765447655j)
(np.int64(4), np.int64(1), np.int64(8), np.int64(7), np.int64(8)): (1.580491997133588e-18+0.004987530576544764j)
(np.int64(4), np.int64(1), np.int64(8), np.int64(8), np.int64(7)): (1.5804919971335882e-18+0.004987530576544761j)
(np.int64(4), np.int64(2), np.int64(1), np.int64(7), np.int64(7)): (2.2026979530950306e-17+0.12786256173028665j)
(np.int64(4), np.int64(2), np.int64(7), np.int64(1), np.int64(7)): (2.202697953095031e-17+0.12786256173028665j)
(np.int64(4), np.int64(2), np.int64(7), np.int64(7), np.int64(1)): (2.202697953095031e-17+0.12786256173028665j)
(np.int64(4), np.int64(3), np.int64(2), np.int64(6), np.int64(8)): (-9.581029454263865e-19+0.0016651677070971028j)
(np.int64(4), np.int64(3), np.int64(2), np.int64(8), np.int64(6)): (-9.581029454263869e-19+0.0016651677070971046j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(2), np.int64(8)): (-9.58102945426386e-19+0.0016651677070971004j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(8), np.int64(2)): (-9.58102945426386e-19+0.0016651677070970983j)
(np.int64(4), np.int64(3), np.int64(8), np.int64(2), np.int64(6)): (-9.581029454263869e-19+0.0016651677070971022j)
(np.int64(4), np.int64(3), np.int64(8), np.int64(6), np.int64(2)): (-9.581029454263869e-19+0.0016651677070971028j)
(np.int64(5), np.int64(6), np.int64(1), np.int64(3), np.int64(7)): (-3.283261471452746e-18-0.0016651677070969408j)
(np.int64(5), np.int64(6), np.int64(1), np.int64(7), np.int64(3)): (-3.283261471452746e-18-0.0016651677070969404j)
(np.int64(5), np.int64(6), np.int64(3), np.int64(1), np.int64(7)): (-3.283261471452746e-18-0.0016651677070969456j)
(np.int64(5), np.int64(6), np.int64(3), np.int64(7), np.int64(1)): (-3.2832614714527463e-18-0.0016651677070969478j)
(np.int64(5), np.int64(6), np.int64(7), np.int64(1), np.int64(3)): (-3.2832614714527463e-18-0.0016651677070969439j)
(np.int64(5), np.int64(6), np.int64(7), np.int64(3), np.int64(1)): (-3.283261471452746e-18-0.0016651677070969478j)
(np.int64(5), np.int64(7), np.int64(2), np.int64(2), np.int64(8)): (-3.987000648171296e-17-0.1278625617302838j)
(np.int64(5), np.int64(7), np.int64(2), np.int64(8), np.int64(2)): (-3.987000648171296e-17-0.12786256173028382j)
(np.int64(5), np.int64(7), np.int64(8), np.int64(2), np.int64(2)): (-3.987000648171296e-17-0.12786256173028382j)
(np.int64(5), np.int64(8), np.int64(1), np.int64(1), np.int64(2)): (-9.696956615120753e-19-0.004987530576544742j)
(np.int64(5), np.int64(8), np.int64(1), np.int64(2), np.int64(1)): (-9.696956615120749e-19-0.00498753057654474j)
(np.int64(5), np.int64(8), np.int64(2), np.int64(1), np.int64(1)): (-9.696956615120747e-19-0.00498753057654474j)
(np.int64(6), np.int64(5), np.int64(1), np.int64(3), np.int64(7)): (3.283261471452746e-18+0.0016651677070969421j)
(np.int64(6), np.int64(5), np.int64(1), np.int64(7), np.int64(3)): (3.2832614714527463e-18+0.0016651677070969408j)
(np.int64(6), np.int64(5), np.int64(3), np.int64(1), np.int64(7)): (3.283261471452746e-18+0.0016651677070969478j)
(np.int64(6), np.int64(5), np.int64(3), np.int64(7), np.int64(1)): (3.283261471452745e-18+0.0016651677070969502j)
(np.int64(6), np.int64(5), np.int64(7), np.int64(1), np.int64(3)): (3.283261471452746e-18+0.0016651677070969467j)
(np.int64(6), np.int64(5), np.int64(7), np.int64(3), np.int64(1)): (3.283261471452745e-18+0.0016651677070969502j)
(np.int64(7), np.int64(5), np.int64(2), np.int64(2), np.int64(8)): (3.987000648171295e-17+0.12786256173028382j)
(np.int64(7), np.int64(5), np.int64(2), np.int64(8), np.int64(2)): (3.987000648171296e-17+0.12786256173028382j)
(np.int64(7), np.int64(5), np.int64(8), np.int64(2), np.int64(2)): (3.987000648171296e-17+0.12786256173028382j)
(np.int64(8), np.int64(5), np.int64(1), np.int64(1), np.int64(2)): (9.696956615120753e-19+0.004987530576544742j)
(np.int64(8), np.int64(5), np.int64(1), np.int64(2), np.int64(1)): (9.696956615120749e-19+0.004987530576544741j)
(np.int64(8), np.int64(5), np.int64(2), np.int64(1), np.int64(1)): (9.696956615120747e-19+0.00498753057654474j)
