Shape: (9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1)): (-0.6897101235958192-1.6345663407672494e-19j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(8)): (0.07962117849098033-1.0695056701192846e-17j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(7)): (0.05730214615564969-7.642450326250131e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(6)): (0.05075750141523351-6.7501065078488755e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(5)): (0.05075750141523351-6.7501065078488755e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(4)): (0.05730214615564972-7.642450326250134e-18j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(3)): (0.07962117849098033-1.0695056701192846e-17j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(2)): (0.4775560828526314+4.837566713282351e-19j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(1)): (0.47755608285263135+4.837566713282351e-19j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(8)): (0.08900388565065451-1.33048673613871e-17j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(7)): (0.06492337093047972-9.493559579031242e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(6)): (0.06028473190548718-8.769180404427692e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(5)): (0.06492337093047972-9.493559579031238e-18j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(4)): (0.08900388565065451-1.33048673613871e-17j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(3)): (0.11815170457536917+3.0305504953539774e-19j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(2)): (-0.5821271049341314+5.677501718817639e-17j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(1)): (0.11815170457536918+3.030550495353977e-19j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(8)): (0.2000344376056135-3.316804512115149e-17j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(7)): (0.1107015245037439-1.7638070857175604e-17j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(6)): (0.1107015245037439-1.7638070857175604e-17j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(5)): (0.2000344376056135-3.3168045121151494e-17j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(4)): (0.046118239491603465+2.528080464787716e-19j)
