Shape: (9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(8)): (0.026893586008723085-3.2935144023176772e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7)): (0.01264274670348692-1.548289928285601e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6)): (0.008465420781808156-1.0367150463876842e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(5)): (0.00701465071416746-8.590469544241878e-19j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(4)): (0.00701465071416746-8.590469544241877e-19j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(3)): (0.008465420781808156-1.0367150463876842e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(2)): (0.012642746703486921-1.548289928285601e-18j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(1)): (0.026893586008723085-3.2935144023176772e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(7)): (0.01264274670348692-1.548289928285601e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(6)): (0.00615654309412303-7.539590794030509e-19j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(5)): (0.004034987787029996-4.941434877984946e-19j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(4)): (0.003478475334052873-4.2599036837608733e-19j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(3)): (0.004034987787029996-4.941434877984946e-19j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(2)): (0.00615654309412303-7.53959079403051e-19j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(1)): (0.012642746703486921-1.548289928285601e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(6)): (0.008465420781808156-1.0367150463876842e-18j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(5)): (0.004034987787029995-4.941434877984946e-19j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(4)): (0.0026792299354024642-3.2811103645703984e-19j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(3)): (0.0026792299354024642-3.2811103645703984e-19j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(2)): (0.004034987787029995-4.941434877984945e-19j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(1)): (0.008465420781808156-1.0367150463876839e-18j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(8)): (-0.02676738279726634+6.55611793284483e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(5)): (0.00701465071416746-8.590469544241878e-19j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(4)): (0.003478475334052873-4.2599036837608724e-19j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(3)): (0.002679229935402464-3.2811103645703984e-19j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(2)): (0.003478475334052873-4.2599036837608724e-19j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(1)): (0.00701465071416746-8.590469544241878e-19j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(8)): (-0.015111670247457585+3.701291719663845e-18j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(7)): (-0.015111670247457586+3.701291719663846e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(4)): (0.00701465071416746-8.590469544241877e-19j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(3)): (0.004034987787029995-4.941434877984945e-19j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(2)): (0.004034987787029996-4.941434877984947e-19j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(1)): (0.00701465071416746-8.590469544241877e-19j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(8)): (-0.011892793812063178+2.912894374972524e-18j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(7)): (-0.008907555415262922+2.181721845505883e-18j)
(np.int64(1), np.int64(5), np.int64(8), np.int64(6)): (-0.011892793812063178+2.9128943749725235e-18j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(3)): (0.008465420781808156-1.0367150463876842e-18j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(2)): (0.00615654309412303-7.53959079403051e-19j)
(np.int64(1), np.int64(6), np.int64(3), np.int64(1)): (0.008465420781808156-1.0367150463876839e-18j)
(np.int64(1), np.int64(6), np.int64(5), np.int64(8)): (-0.011892793812063178+2.912894374972524e-18j)
(np.int64(1), np.int64(6), np.int64(6), np.int64(7)): (-0.007564732874046587+1.8528251801211825e-18j)
(np.int64(1), np.int64(6), np.int64(7), np.int64(6)): (-0.007564732874046587+1.8528251801211825e-18j)
(np.int64(1), np.int64(6), np.int64(8), np.int64(5)): (-0.011892793812063178+2.9128943749725235e-18j)
(np.int64(1), np.int64(7), np.int64(1), np.int64(2)): (0.012642746703486921-1.548289928285601e-18j)
(np.int64(1), np.int64(7), np.int64(2), np.int64(1)): (0.012642746703486921-1.548289928285601e-18j)
(np.int64(1), np.int64(7), np.int64(4), np.int64(8)): (-0.015111670247457581+3.701291719663845e-18j)
(np.int64(1), np.int64(7), np.int64(5), np.int64(7)): (-0.008907555415262926+2.1817218455058836e-18j)
(np.int64(1), np.int64(7), np.int64(6), np.int64(6)): (-0.007564732874046587+1.8528251801211825e-18j)
(np.int64(1), np.int64(7), np.int64(7), np.int64(5)): (-0.008907555415262926+2.181721845505883e-18j)
(np.int64(1), np.int64(7), np.int64(8), np.int64(4)): (-0.015111670247457581+3.701291719663845e-18j)
(np.int64(1), np.int64(8), np.int64(1), np.int64(1)): (0.026893586008723085-3.2935144023176772e-18j)
(np.int64(1), np.int64(8), np.int64(3), np.int64(8)): (-0.02676738279726634+6.55611793284483e-18j)
(np.int64(1), np.int64(8), np.int64(4), np.int64(7)): (-0.015111670247457586+3.701291719663846e-18j)
(np.int64(1), np.int64(8), np.int64(5), np.int64(6)): (-0.011892793812063178+2.9128943749725235e-18j)
(np.int64(1), np.int64(8), np.int64(6), np.int64(5)): (-0.011892793812063178+2.9128943749725235e-18j)
(np.int64(1), np.int64(8), np.int64(7), np.int64(4)): (-0.015111670247457588+3.701291719663846e-18j)
(np.int64(1), np.int64(8), np.int64(8), np.int64(3)): (-0.026767382797266343+6.556117932844832e-18j)
(np.int64(2), np.int64(1), np.int64(2), np.int64(8)): (0.02376059156746405-2.69846282293616e-18j)
(np.int64(2), np.int64(1), np.int64(3), np.int64(7)): (0.013106798524965647-1.46858948249053e-18j)
(np.int64(2), np.int64(1), np.int64(4), np.int64(6)): (0.0096432500969185-1.0697940260788555e-18j)
(np.int64(2), np.int64(1), np.int64(5), np.int64(5)): (0.008736189139668095-9.654275580943948e-19j)
(np.int64(2), np.int64(1), np.int64(6), np.int64(4)): (0.0096432500969185-1.0697940260788553e-18j)
(np.int64(2), np.int64(1), np.int64(7), np.int64(3)): (0.01310679852496565-1.46858948249053e-18j)
(np.int64(2), np.int64(1), np.int64(8), np.int64(2)): (0.02376059156746405-2.69846282293616e-18j)
(np.int64(2), np.int64(2), np.int64(1), np.int64(8)): (0.02376059156746405-2.6984628229361603e-18j)
(np.int64(2), np.int64(2), np.int64(2), np.int64(7)): (0.00950975226222785-1.1646087668621639e-18j)
(np.int64(2), np.int64(2), np.int64(3), np.int64(6)): (0.0053324263405490875-6.530338849642473e-19j)
(np.int64(2), np.int64(2), np.int64(4), np.int64(5)): (0.0038816562729083954-4.75365793000751e-19j)
(np.int64(2), np.int64(2), np.int64(5), np.int64(4)): (0.0038816562729083954-4.75365793000751e-19j)
(np.int64(2), np.int64(2), np.int64(6), np.int64(3)): (0.0053324263405490875-6.530338849642473e-19j)
(np.int64(2), np.int64(2), np.int64(7), np.int64(2)): (0.00950975226222785-1.1646087668621639e-18j)
(np.int64(2), np.int64(2), np.int64(8), np.int64(1)): (0.02376059156746405-2.6984628229361603e-18j)
(np.int64(2), np.int64(3), np.int64(1), np.int64(7)): (0.013106798524965647-1.4685894824905296e-18j)
(np.int64(2), np.int64(3), np.int64(2), np.int64(6)): (0.0053324263405490875-6.530338849642474e-19j)
(np.int64(2), np.int64(3), np.int64(3), np.int64(5)): (0.0027964336927502552-3.424643570854412e-19j)
(np.int64(2), np.int64(3), np.int64(4), np.int64(4)): (0.002131960261698923-2.61089831039894e-19j)
(np.int64(2), np.int64(3), np.int64(5), np.int64(3)): (0.0027964336927502552-3.424643570854412e-19j)
(np.int64(2), np.int64(3), np.int64(6), np.int64(2)): (0.0053324263405490875-6.530338849642474e-19j)
(np.int64(2), np.int64(3), np.int64(7), np.int64(1)): (0.013106798524965647-1.4685894824905296e-18j)
(np.int64(2), np.int64(4), np.int64(1), np.int64(6)): (0.0096432500969185-1.0697940260788555e-18j)
(np.int64(2), np.int64(4), np.int64(2), np.int64(5)): (0.0038816562729083945-4.753657930007509e-19j)
(np.int64(2), np.int64(4), np.int64(3), np.int64(4)): (0.002131960261698923-2.61089831039894e-19j)
(np.int64(2), np.int64(4), np.int64(4), np.int64(3)): (0.0021319602616989225-2.61089831039894e-19j)
(np.int64(2), np.int64(4), np.int64(5), np.int64(2)): (0.003881656272908393-4.753657930007508e-19j)
(np.int64(2), np.int64(4), np.int64(6), np.int64(1)): (0.0096432500969185-1.0697940260788553e-18j)
(np.int64(2), np.int64(4), np.int64(8), np.int64(8)): (-0.04990949298983385+1.2224300167413461e-17j)
(np.int64(2), np.int64(5), np.int64(1), np.int64(5)): (0.008736189139668095-9.654275580943948e-19j)
(np.int64(2), np.int64(5), np.int64(2), np.int64(4)): (0.003881656272908393-4.753657930007508e-19j)
(np.int64(2), np.int64(5), np.int64(3), np.int64(3)): (0.002796433692750255-3.424643570854411e-19j)
(np.int64(2), np.int64(5), np.int64(4), np.int64(2)): (0.003881656272908393-4.753657930007508e-19j)
(np.int64(2), np.int64(5), np.int64(5), np.int64(1)): (0.008736189139668095-9.654275580943948e-19j)
(np.int64(2), np.int64(5), np.int64(7), np.int64(8)): (-0.029481368384550594+7.220852685324774e-18j)
(np.int64(2), np.int64(5), np.int64(8), np.int64(7)): (-0.029481368384550607+7.220852685324776e-18j)
(np.int64(2), np.int64(6), np.int64(1), np.int64(4)): (0.0096432500969185-1.0697940260788555e-18j)
(np.int64(2), np.int64(6), np.int64(2), np.int64(3)): (0.0053324263405490875-6.530338849642473e-19j)
(np.int64(2), np.int64(6), np.int64(3), np.int64(2)): (0.0053324263405490875-6.530338849642473e-19j)
(np.int64(2), np.int64(6), np.int64(4), np.int64(1)): (0.0096432500969185-1.0697940260788555e-18j)
(np.int64(2), np.int64(6), np.int64(6), np.int64(8)): (-0.02538973625109171+6.218691846218997e-18j)
(np.int64(2), np.int64(6), np.int64(7), np.int64(7)): (-0.01923516099177822+4.7112556679330445e-18j)
(np.int64(2), np.int64(6), np.int64(8), np.int64(6)): (-0.02538973625109171+6.218691846218996e-18j)
(np.int64(2), np.int64(7), np.int64(1), np.int64(3)): (0.01310679852496565-1.46858948249053e-18j)
(np.int64(2), np.int64(7), np.int64(2), np.int64(2)): (0.00950975226222785-1.1646087668621639e-18j)
(np.int64(2), np.int64(7), np.int64(3), np.int64(1)): (0.013106798524965647-1.4685894824905296e-18j)
(np.int64(2), np.int64(7), np.int64(5), np.int64(8)): (-0.029481368384550594+7.220852685324773e-18j)
(np.int64(2), np.int64(7), np.int64(6), np.int64(7)): (-0.01923516099177822+4.7112556679330445e-18j)
(np.int64(2), np.int64(7), np.int64(7), np.int64(6)): (-0.01923516099177822+4.7112556679330445e-18j)
(np.int64(2), np.int64(7), np.int64(8), np.int64(5)): (-0.029481368384550594+7.220852685324774e-18j)
(np.int64(2), np.int64(8), np.int64(1), np.int64(2)): (0.02376059156746405-2.69846282293616e-18j)
(np.int64(2), np.int64(8), np.int64(2), np.int64(1)): (0.02376059156746405-2.6984628229361603e-18j)
(np.int64(2), np.int64(8), np.int64(4), np.int64(8)): (-0.04990949298983385+1.2224300167413461e-17j)
(np.int64(2), np.int64(8), np.int64(5), np.int64(7)): (-0.029481368384550614+7.220852685324776e-18j)
(np.int64(2), np.int64(8), np.int64(6), np.int64(6)): (-0.025389736251091716+6.218691846218997e-18j)
(np.int64(2), np.int64(8), np.int64(7), np.int64(5)): (-0.029481368384550614+7.220852685324776e-18j)
(np.int64(2), np.int64(8), np.int64(8), np.int64(4)): (-0.04990949298983385+1.2224300167413461e-17j)
(np.int64(3), np.int64(1), np.int64(1), np.int64(1)): (-0.5487519524820725-4.3129216577450215e-18j)
(np.int64(3), np.int64(1), np.int64(3), np.int64(8)): (0.021435197878944257-2.241373485730485e-18j)
(np.int64(3), np.int64(1), np.int64(4), np.int64(7)): (0.012659013957164943-1.266861873227255e-18j)
(np.int64(3), np.int64(1), np.int64(5), np.int64(6)): (0.010056654667862423-9.824559777619917e-19j)
(np.int64(3), np.int64(1), np.int64(6), np.int64(5)): (0.010056654667862423-9.824559777619917e-19j)
(np.int64(3), np.int64(1), np.int64(7), np.int64(4)): (0.012659013957164941-1.2668618732272553e-18j)
(np.int64(3), np.int64(1), np.int64(8), np.int64(3)): (0.021435197878944257-2.2413734857304847e-18j)
(np.int64(3), np.int64(2), np.int64(2), np.int64(8)): (0.016217090752489394-1.381814108086619e-18j)
(np.int64(3), np.int64(2), np.int64(3), np.int64(7)): (0.0071843585737080586-6.756776912695595e-19j)
(np.int64(3), np.int64(2), np.int64(4), np.int64(6)): (0.00427272883151336-3.547950368138325e-19j)
