Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(8)): (-6.711130290913404e-18-0.043723774388103265j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(5)): (-6.711130290913404e-18-0.043723774388103265j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(8)): (-6.711130290913416e-18-0.04372377438810333j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(8), np.int64(5)): (-6.7111302909134164e-18-0.04372377438810333j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(4), np.int64(4)): (-1.2433212814825168e-17-0.05546972813001831j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(5), np.int64(6)): (-1.546031005182731e-17-0.06296308194278565j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(6), np.int64(5)): (-1.546031005182731e-17-0.06296308194278565j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(4), np.int64(4)): (-1.2433212814825168e-17-0.055469728130018325j)
(np.int64(1), np.int64(7), np.int64(3), np.int64(5), np.int64(6)): (-1.546031005182731e-17-0.06296308194278565j)
(np.int64(1), np.int64(7), np.int64(3), np.int64(6), np.int64(5)): (-1.546031005182731e-17-0.06296308194278565j)
(np.int64(1), np.int64(7), np.int64(7), np.int64(2), np.int64(4)): (1.4762159903422278e-17+0.07400826974100772j)
(np.int64(1), np.int64(7), np.int64(7), np.int64(4), np.int64(2)): (1.4762159903422272e-17+0.07400826974100772j)
(np.int64(2), np.int64(1), np.int64(1), np.int64(5), np.int64(8)): (-6.711130290913411e-18-0.043723774388103286j)
(np.int64(2), np.int64(1), np.int64(1), np.int64(8), np.int64(5)): (-6.711130290913412e-18-0.043723774388103286j)
(np.int64(2), np.int64(1), np.int64(5), np.int64(4), np.int64(4)): (-1.243321281482517e-17-0.05546972813001833j)
(np.int64(2), np.int64(2), np.int64(8), np.int64(5), np.int64(7)): (-2.0766107707023372e-17-0.07400826974100724j)
(np.int64(2), np.int64(2), np.int64(8), np.int64(7), np.int64(5)): (-2.0766107707023378e-17-0.07400826974100724j)
(np.int64(2), np.int64(5), np.int64(1), np.int64(4), np.int64(4)): (-1.2433212814825154e-17-0.05546972813001821j)
