Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2)): (0.23630577500805092-7.633293995446865e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1)): (0.2363057750080509-7.633293995446865e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(8)): (-0.015123027120361315+1.2533754696700884e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(7)): (-0.02296599507885832+1.8766342901873886e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(6)): (-0.025889054733477898+2.150331956659574e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(5)): (-0.02296599507885832+1.8766342901873894e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(4)): (-0.015123027120361315+1.2533754696700876e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3)): (-0.04610735040463172+6.067574087252668e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(2)): (0.023131246421702306-1.1261502621967713e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1)): (-0.04610735040463175+6.067574087252667e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(8)): (-0.043723774388102946+6.711130290913345e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(7)): (-0.007090799679934666-1.7073948582768258e-19j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(6)): (-0.007090799679934673-1.7073948582768335e-19j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(5)): (-0.043723774388102946+6.711130290913345e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(4)): (-0.029714459534292886+5.082480859915321e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(3)): (-0.06034255269658592+6.224648792773522e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2)): (-0.06034255269658592+6.224648792773523e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(1)): (-0.029714459534292886+5.082480859915322e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(8)): (0.06320326675192331-1.1804314770604321e-17j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7), np.int64(7)): (0.11223335341948805-2.064733685453137e-17j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(8), np.int64(6)): (0.06320326675192331-1.1804314770604321e-17j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(5)): (-0.025724427560870657+4.8824634525597534e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(4)): (-0.03829408402592179+6.022633343196308e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(3)): (-0.07248033054477895+1.1977219256249197e-17j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(2)): (-0.038294084025921785+6.02263334319631e-18j)
