Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2)): (-5.894951997450087e-18-0.4547044382790141j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1)): (-5.894951997450086e-18-0.454704438279014j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(8)): (-1.1993127799148251e-17-0.11386508262142292j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(7)): (-9.371940029916623e-18-0.09114274558914792j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(6)): (-8.813552792101787e-18-0.08640139163925249j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(5)): (-9.371940029916623e-18-0.09114274558914791j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(4)): (-1.1993127799148251e-17-0.11386508262142292j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3)): (2.847172489654303e-18+0.11954052341279792j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(2)): (-1.2074394634258903e-18-0.25169934883216005j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1)): (2.8471724896543035e-18+0.11954052341279792j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(8)): (-6.377418437123485e-18-0.06528994935526455j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(7)): (-5.004406160746576e-18-0.05246406712970514j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(6)): (-5.004406160746576e-18-0.05246406712970514j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(5)): (-6.377418437123485e-18-0.06528994935526454j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(4)): (9.90862698566487e-19-0.02625567132835762j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(3)): (1.9764824461640226e-18+0.0686730712239774j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2)): (1.976482446164023e-18+0.0686730712239774j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(1)): (9.90862698566487e-19-0.026255671328357627j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(8)): (-4.7822126298006216e-18-0.05138715400925063j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7), np.int64(7)): (-4.034105348444362e-18-0.043745534230773306j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(8), np.int64(6)): (-4.7822126298006216e-18-0.05138715400925063j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(5)): (6.923724057328617e-19-0.04178149845861816j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(4)): (1.1990343004220502e-18+0.00509662650827173j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(3)): (5.869196272397219e-19+0.16141192268923185j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(2)): (1.1990343004220504e-18+0.00509662650827173j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(5), np.int64(1)): (6.923724057328617e-19-0.04178149845861816j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(7), np.int64(8)): (-4.092179353118601e-18-0.047185157681940544j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(8), np.int64(7)): (-4.0921793531186004e-18-0.04718515768194055j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(6)): (7.417169396677379e-19-0.03667826634085728j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(2), np.int64(5)): (1.0076639037863595e-18-0.0005578176320073635j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(4)): (-1.1620142137976493e-18+0.07121241653154292j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(4), np.int64(3)): (-1.1620142137976493e-18+0.07121241653154292j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(5), np.int64(2)): (1.0076639037863595e-18-0.0005578176320073635j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(6), np.int64(1)): (7.417169396677379e-19-0.03667826634085729j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(8), np.int64(8)): (-3.2083656891243527e-18-0.04952682081967772j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(7)): (9.65209736267037e-19-0.02599122178687662j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(2), np.int64(6)): (9.340533009185523e-19+0.00047150585918550366j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(3), np.int64(5)): (-3.0525777974762977e-18+0.03389890302614934j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(4), np.int64(4)): (-1.5543033532447005e-18+0.020268609944874456j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(5), np.int64(3)): (-3.0525777974762977e-18+0.03389890302614934j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(6), np.int64(2)): (9.34053300918552e-19+0.00047150585918550366j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(7), np.int64(1)): (9.65209736267037e-19-0.02599122178687662j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(1), np.int64(8)): (1.5855022181448327e-18-0.011667575875858788j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(2), np.int64(7)): (8.74964756589052e-19+0.0019934762951213693j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(3), np.int64(6)): (-5.785728960456994e-18+0.0049138963379176115j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(4), np.int64(5)): (-2.6105786154378958e-18+0.0019783654559302755j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(5), np.int64(4)): (-2.610578615437896e-18+0.0019783654559302755j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(6), np.int64(3)): (-5.785728960456993e-18+0.0049138963379176115j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(7), np.int64(2)): (8.749647565890518e-19+0.0019934762951213693j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(8), np.int64(1)): (1.5855022181448327e-18-0.011667575875858791j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(2), np.int64(8)): (-1.2776754261944327e-20+0.0005121746996033755j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(3), np.int64(7)): (-1.2220603317939263e-17-0.03418951380710744j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(4), np.int64(6)): (-5.353550548152126e-18-0.01519699364001197j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(5), np.int64(5)): (-4.188380029714875e-18-0.01206275053212472j)
