Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(8)): (-0.05631775259185284+7.22581296504089e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(7)): (-0.04826930513710616+6.104363361847849e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(6)): (-0.04711085955281252+5.864119982221391e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(5)): (-0.0470772953921783+5.825473700448126e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(4)): (-0.04711085955281251+5.864119982221391e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(3)): (-0.04826930513710616+6.1043633618478495e-18j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(2)): (-0.05631775259185284+7.225812965040891e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(8)): (-0.05631775259185284+7.225812965040891e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(7)): (-0.1811404168442378+2.6628505346445596e-17j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(6)): (-0.15949789160570785+2.2887225025397273e-17j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4), np.int64(5)): (-0.15823088902545354+2.2412064093481367e-17j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(4)): (-0.15823088902545354+2.2412064093481367e-17j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(3)): (-0.15949789160570785+2.2887225025397273e-17j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(2)): (-0.18114041684423776+2.6628505346445596e-17j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(1)): (-0.05631775259185284+7.225812965040891e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(7)): (-0.04826930513710616+6.1043633618478495e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(6)): (-0.15949789160570788+2.2887225025397273e-17j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(5)): (-0.13726706342585962+1.91107172891471e-17j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(4)): (-0.13494629893652293+1.8603023703547424e-17j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5), np.int64(3)): (-0.13726706342585962+1.91107172891471e-17j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(2)): (-0.15949789160570785+2.2887225025397273e-17j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7), np.int64(1)): (-0.04826930513710616+6.1043633618478495e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(6)): (-0.04711085955281252+5.864119982221391e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(5)): (-0.15823088902545354+2.2412064093481367e-17j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(4)): (-0.13494629893652293+1.860302370354743e-17j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(3)): (-0.13494629893652296+1.860302370354743e-17j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(5), np.int64(2)): (-0.15823088902545354+2.2412064093481367e-17j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6), np.int64(1)): (-0.04711085955281251+5.864119982221389e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(8), np.int64(8)): (0.03460496653942159-8.964336462672844e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(5)): (-0.0470772953921783+5.825473700448126e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(2), np.int64(4)): (-0.15823088902545354+2.2412064093481367e-17j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(3)): (-0.13726706342585962+1.91107172891471e-17j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(4), np.int64(2)): (-0.15823088902545354+2.2412064093481367e-17j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(5), np.int64(1)): (-0.047077295392178295+5.825473700448126e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7), np.int64(8)): (0.02483576336923589-6.512561833933805e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(8), np.int64(7)): (0.0248357633692359-6.512561833933808e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(4)): (-0.04711085955281251+5.86411998222139e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(2), np.int64(3)): (-0.15949789160570782+2.2887225025397273e-17j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(3), np.int64(2)): (-0.15949789160570785+2.2887225025397273e-17j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(4), np.int64(1)): (-0.04711085955281251+5.86411998222139e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(6), np.int64(8)): (0.0775001324646846-1.7271460413545644e-17j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(7), np.int64(7)): (0.09519888687055567-2.1030672387970182e-17j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(8), np.int64(6)): (0.0775001324646846-1.727146041354564e-17j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(1), np.int64(3)): (-0.04826930513710616+6.1043633618478495e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(2), np.int64(2)): (-0.18114041684423776+2.6628505346445596e-17j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(3), np.int64(1)): (-0.04826930513710616+6.1043633618478495e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(5), np.int64(8)): (0.024835763369235896-6.512561833933808e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(6), np.int64(7)): (0.09519888687055567-2.1030672387970176e-17j)
