Shape: (9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1)): (-0.6897101235958192-1.6345663407672494e-19j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(8)): (0.02633697784433247-4.169624124488584e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(7)): (0.014042280518139938-2.3446447277980406e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(6)): (0.010151500283046712-1.7773055765782373e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(5)): (0.010151500283046705-1.777305576578239e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(4)): (0.014042280518139959-2.3446447277980444e-18j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(3)): (0.02633697784433247-4.169624124488584e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(2)): (0.4775560828526314+4.837566713282351e-19j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(1)): (0.47755608285263135+4.837566713282351e-19j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(8)): (-0.030340154774866894+1.3105623490556092e-18j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(7)): (-0.022131450870227935+1.1675813078267424e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(6)): (-0.021226901192818177+1.2131156522836207e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(5)): (-0.022131450870227935+1.1675813078267447e-18j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(4)): (-0.030340154774866887+1.3105623490556092e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(3)): (0.11815170457536917+3.0305504953539774e-19j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(2)): (0.0947065818108499+5.677501718817639e-17j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(1)): (0.11815170457536918+3.030550495353977e-19j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(8)): (-0.19883621038348534+1.5679521112216565e-17j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(7)): (-0.09181041083037761+7.162488482431167e-18j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(6)): (-0.09181041083037761+7.162488482431168e-18j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(5)): (-0.1988362103834854+1.5679521112216562e-17j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(4)): (0.046118239491603465+2.528080464787716e-19j)
