Shape: (9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(8)): (0.035444089591864805-4.340649086736925e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7)): (0.021193250286628638-2.5954246127048488e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6)): (0.017015924364949874-2.0838497308069325e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(5)): (0.01556515429730918-1.9061816388434356e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(4)): (0.01556515429730918-1.9061816388434356e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(3)): (0.017015924364949874-2.0838497308069325e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(2)): (0.02119325028662864-2.5954246127048488e-18j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(1)): (0.035444089591864805-4.340649086736925e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(7)): (0.021193250286628638-2.5954246127048488e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(6)): (0.01582263135688491-1.9377134845297648e-18j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(5)): (0.014097559279892936-1.7264530847910946e-18j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(4)): (0.013647561635143047-1.6713442672644151e-18j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(3)): (0.014097559279892934-1.726453084791095e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(2)): (0.01582263135688491-1.9377134845297648e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(1)): (0.02119325028662864-2.5954246127048488e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(6)): (0.017015924364949874-2.0838497308069325e-18j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(5)): (0.01409755927989293-1.7264530847910946e-18j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(4)): (0.013261239312482504-1.6240334276758748e-18j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(3)): (0.013261239312482504-1.6240334276758748e-18j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(2)): (0.014097559279892933-1.7264530847910942e-18j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(1)): (0.01701592436494987-2.0838497308069314e-18j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(8)): (-0.034471618095617274+8.443111352445536e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(5)): (0.01556515429730918-1.9061816388434356e-18j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(4)): (0.013647561635143045-1.671344267264415e-18j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(3)): (0.013261239312482503-1.6240334276758746e-18j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(2)): (0.013647561635143045-1.671344267264415e-18j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(1)): (0.01556515429730918-1.9061816388434356e-18j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(8)): (-0.02347125534394824+5.748799545787286e-18j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(7)): (-0.023471255343948245+5.748799545787286e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(4)): (0.01556515429730918-1.9061816388434356e-18j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(3)): (0.014097559279892933-1.726453084791095e-18j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(2)): (0.014097559279892934-1.726453084791095e-18j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(1)): (0.01556515429730918-1.9061816388434356e-18j)
