Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(4)): (1.0605580793532686e-17-0.10193711075211509j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(5)): (5.475118588786263e-18-0.03227372494084012j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(6)): (3.5256492240567555e-18-0.00920764189309094j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(7)): (9.862361929144037e-18-0.028787924910296823j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(8)): (5.390039804188687e-18+0.008151870565906974j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(1)): (-9.76423742674366e-19-0.008727650162479643j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(2)): (-1.2546877657543727e-18-0.007599437619907814j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(5)): (5.475118588786262e-18-0.03227372494084012j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(6)): (2.230201373549909e-18-0.0034759526368740574j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(7)): (2.7282255916281772e-18+0.0006525837544552939j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4), np.int64(8)): (4.051852171780557e-18+0.003797473684462405j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(1)): (-3.3972383955739526e-18-0.02784186347523137j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(2)): (4.1951438771237685e-19+0.003132372495738175j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(3)): (-1.1101242374102334e-18-0.009837555086671015j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(6)): (3.5256492240567555e-18-0.009207641893090935j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(7)): (2.728225591628178e-18+0.0006525837544552962j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(8)): (9.525955977634198e-19+0.01611169440023638j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5), np.int64(1)): (-1.911046385587141e-18-0.01601046703974724j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(2)): (9.311018359657284e-19-0.0010286867735785608j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7), np.int64(3)): (-3.448202208628483e-19-0.004644905688128498j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(8), np.int64(4)): (-9.261814484924493e-19-0.010557183090558194j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(7)): (9.862361929144038e-18-0.028787924910296813j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(8)): (4.0518521717805576e-18+0.0037974736844624047j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (-1.6463157429071937e-18-0.013909815330315479j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(5), np.int64(2)): (4.514944649652734e-19-0.0027868879485873402j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6), np.int64(3)): (-6.475139566664135e-19-0.008981064696005086j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(7), np.int64(4)): (-3.690370715448572e-19-0.006099079705197551j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(8), np.int64(5)): (-5.5785282192789725e-19-0.010142745705336574j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(8)): (5.390039804188687e-18+0.008151870565906971j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(1)): (-1.911046385587141e-18-0.01601046703974724j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(4), np.int64(2)): (4.514944649652734e-19-0.0027868879485873402j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(5), np.int64(3)): (-6.8666414316104315e-19-0.00897493803218664j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(6), np.int64(4)): (-1.169448943843071e-18-0.009113763396334741j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7), np.int64(5)): (-1.1073686736483278e-19-0.005518056569530564j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(8), np.int64(6)): (3.495954504220466e-19-0.00848252971638323j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(2), np.int64(1)): (-3.3972383955739518e-18-0.02784186347523137j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(3), np.int64(2)): (9.311018359657284e-19-0.0010286867735785608j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(4), np.int64(3)): (-6.47513956666414e-19-0.00898106469600508j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(5), np.int64(4)): (-1.169448943843071e-18-0.009113763396334735j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(6), np.int64(5)): (-2.2606021449857218e-18-0.0073422421294666775j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(7), np.int64(6)): (8.763248794290128e-19-0.0023368308877019977j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(8), np.int64(7)): (4.2324481915175524e-18-0.0009092600392755114j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(1), np.int64(1)): (-9.764237426743665e-19-0.00872765016247964j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(2), np.int64(2)): (4.1951438771237714e-19+0.003132372495738175j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(3), np.int64(3)): (-3.448202208628479e-19-0.004644905688128494j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(4), np.int64(4)): (-3.6903707154485735e-19-0.006099079705197551j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(5), np.int64(5)): (-1.1073686736483365e-19-0.005518056569530566j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(6), np.int64(6)): (8.76324879429012e-19-0.0023368308877019972j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(7), np.int64(7)): (-8.133316478942983e-19-8.207356039892483e-05j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(8), np.int64(8)): (-8.315229922145482e-18-0.01953324492865596j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(1), np.int64(2)): (-1.2546877657543723e-18-0.007599437619907814j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(2), np.int64(3)): (-1.1101242374102332e-18-0.009837555086671015j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(3), np.int64(4)): (-9.2618144849245e-19-0.010557183090558194j)
