Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(4), np.int64(7), np.int64(8), np.int64(8)): (1.0329217978368118e-17+0.032851715913321214j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(7), np.int64(8)): (1.0329217978368113e-17+0.03285171591332124j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(8), np.int64(7)): (1.0329217978368116e-17+0.03285171591332123j)
(np.int64(2), np.int64(4), np.int64(1), np.int64(7), np.int64(7)): (2.8427731066894354e-18+0.08402891691522994j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(1), np.int64(7)): (2.8427731066894362e-18+0.08402891691522994j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(7), np.int64(1)): (2.8427731066894362e-18+0.08402891691522993j)
(np.int64(3), np.int64(4), np.int64(2), np.int64(6), np.int64(8)): (5.1827037592177544e-18+0.0789137293682914j)
(np.int64(3), np.int64(4), np.int64(2), np.int64(8), np.int64(6)): (5.1827037592177544e-18+0.0789137293682914j)
(np.int64(3), np.int64(4), np.int64(6), np.int64(2), np.int64(8)): (5.1827037592177544e-18+0.0789137293682914j)
(np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(2)): (5.182703759217756e-18+0.0789137293682914j)
(np.int64(3), np.int64(4), np.int64(8), np.int64(2), np.int64(6)): (5.182703759217755e-18+0.0789137293682914j)
(np.int64(3), np.int64(4), np.int64(8), np.int64(6), np.int64(2)): (5.1827037592177544e-18+0.0789137293682914j)
(np.int64(4), np.int64(1), np.int64(7), np.int64(8), np.int64(8)): (5.779183341710728e-18+0.03285171591332127j)
(np.int64(4), np.int64(1), np.int64(8), np.int64(7), np.int64(8)): (5.7791833417107264e-18+0.03285171591332129j)
(np.int64(4), np.int64(1), np.int64(8), np.int64(8), np.int64(7)): (5.7791833417107226e-18+0.03285171591332125j)
(np.int64(4), np.int64(2), np.int64(1), np.int64(7), np.int64(7)): (-5.236409226831673e-18+0.08402891691522987j)
(np.int64(4), np.int64(2), np.int64(7), np.int64(1), np.int64(7)): (-5.2364092268316735e-18+0.08402891691522987j)
(np.int64(4), np.int64(2), np.int64(7), np.int64(7), np.int64(1)): (-5.236409226831678e-18+0.08402891691522987j)
(np.int64(4), np.int64(3), np.int64(2), np.int64(6), np.int64(8)): (3.3513018061630415e-18+0.0789137293682914j)
(np.int64(4), np.int64(3), np.int64(2), np.int64(8), np.int64(6)): (3.351301806163045e-18+0.0789137293682914j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(2), np.int64(8)): (3.351301806163042e-18+0.0789137293682914j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(8), np.int64(2)): (3.351301806163043e-18+0.07891372936829139j)
(np.int64(4), np.int64(3), np.int64(8), np.int64(2), np.int64(6)): (3.351301806163042e-18+0.07891372936829139j)
(np.int64(4), np.int64(3), np.int64(8), np.int64(6), np.int64(2)): (3.3513018061630434e-18+0.0789137293682914j)
(np.int64(4), np.int64(4), np.int64(1), np.int64(2), np.int64(5)): (-5.031443722534674e-18-0.07468341826054825j)
(np.int64(4), np.int64(4), np.int64(1), np.int64(5), np.int64(2)): (-5.031443722534673e-18-0.07468341826054824j)
(np.int64(4), np.int64(4), np.int64(2), np.int64(1), np.int64(5)): (-5.031443722534676e-18-0.07468341826054825j)
(np.int64(4), np.int64(4), np.int64(2), np.int64(5), np.int64(1)): (-5.031443722534676e-18-0.07468341826054826j)
(np.int64(4), np.int64(4), np.int64(5), np.int64(1), np.int64(2)): (-5.031443722534673e-18-0.07468341826054822j)
(np.int64(4), np.int64(4), np.int64(5), np.int64(2), np.int64(1)): (-5.031443722534676e-18-0.07468341826054825j)
(np.int64(5), np.int64(5), np.int64(4), np.int64(7), np.int64(8)): (1.0745680458236401e-17+0.07468341826054826j)
(np.int64(5), np.int64(5), np.int64(4), np.int64(8), np.int64(7)): (1.0745680458236413e-17+0.07468341826054824j)
(np.int64(5), np.int64(5), np.int64(7), np.int64(4), np.int64(8)): (1.0745680458236401e-17+0.07468341826054826j)
(np.int64(5), np.int64(5), np.int64(7), np.int64(8), np.int64(4)): (1.0745680458236403e-17+0.07468341826054825j)
(np.int64(5), np.int64(5), np.int64(8), np.int64(4), np.int64(7)): (1.0745680458236413e-17+0.07468341826054824j)
(np.int64(5), np.int64(5), np.int64(8), np.int64(7), np.int64(4)): (1.0745680458236412e-17+0.07468341826054825j)
