Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(4), np.int64(7), np.int64(8), np.int64(8)): (2.376807506816464e-18+0.011169370771277639j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(7), np.int64(8)): (2.3768075068164644e-18+0.011169370771277639j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(8), np.int64(7)): (2.376807506816464e-18+0.011169370771277639j)
(np.int64(2), np.int64(4), np.int64(1), np.int64(7), np.int64(7)): (1.902448110925715e-17+0.2073480530264668j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(1), np.int64(7)): (1.902448110925715e-17+0.2073480530264668j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(7), np.int64(1)): (1.902448110925715e-17+0.2073480530264668j)
(np.int64(3), np.int64(4), np.int64(2), np.int64(6), np.int64(8)): (4.7110942217815314e-18+0.028980331705207935j)
(np.int64(3), np.int64(4), np.int64(2), np.int64(8), np.int64(6)): (4.7110942217815314e-18+0.02898033170520792j)
(np.int64(3), np.int64(4), np.int64(6), np.int64(2), np.int64(8)): (4.7110942217815314e-18+0.028980331705207935j)
(np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(2)): (4.711094221781532e-18+0.028980331705207935j)
(np.int64(3), np.int64(4), np.int64(8), np.int64(2), np.int64(6)): (4.7110942217815314e-18+0.028980331705207925j)
(np.int64(3), np.int64(4), np.int64(8), np.int64(6), np.int64(2)): (4.7110942217815314e-18+0.028980331705207925j)
(np.int64(4), np.int64(1), np.int64(7), np.int64(8), np.int64(8)): (-2.376807506816464e-18-0.011169370771277639j)
(np.int64(4), np.int64(1), np.int64(8), np.int64(7), np.int64(8)): (-2.376807506816464e-18-0.011169370771277637j)
(np.int64(4), np.int64(1), np.int64(8), np.int64(8), np.int64(7)): (-2.3768075068164644e-18-0.011169370771277639j)
(np.int64(4), np.int64(2), np.int64(1), np.int64(7), np.int64(7)): (-1.902448110925715e-17-0.2073480530264668j)
(np.int64(4), np.int64(2), np.int64(7), np.int64(1), np.int64(7)): (-1.902448110925715e-17-0.2073480530264668j)
(np.int64(4), np.int64(2), np.int64(7), np.int64(7), np.int64(1)): (-1.902448110925715e-17-0.2073480530264668j)
(np.int64(4), np.int64(3), np.int64(2), np.int64(6), np.int64(8)): (-4.7110942217815314e-18-0.028980331705207935j)
(np.int64(4), np.int64(3), np.int64(2), np.int64(8), np.int64(6)): (-4.7110942217815314e-18-0.02898033170520792j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(2), np.int64(8)): (-4.7110942217815314e-18-0.028980331705207935j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(8), np.int64(2)): (-4.7110942217815314e-18-0.028980331705207935j)
(np.int64(4), np.int64(3), np.int64(8), np.int64(2), np.int64(6)): (-4.7110942217815314e-18-0.02898033170520792j)
(np.int64(4), np.int64(3), np.int64(8), np.int64(6), np.int64(2)): (-4.7110942217815314e-18-0.028980331705207925j)
(np.int64(5), np.int64(6), np.int64(1), np.int64(3), np.int64(7)): (-3.283261471452742e-18+0.028980331705207724j)
(np.int64(5), np.int64(6), np.int64(1), np.int64(7), np.int64(3)): (-3.283261471452742e-18+0.028980331705207717j)
(np.int64(5), np.int64(6), np.int64(3), np.int64(1), np.int64(7)): (-3.2832614714527436e-18+0.02898033170520771j)
(np.int64(5), np.int64(6), np.int64(3), np.int64(7), np.int64(1)): (-3.283261471452743e-18+0.02898033170520771j)
(np.int64(5), np.int64(6), np.int64(7), np.int64(1), np.int64(3)): (-3.283261471452743e-18+0.028980331705207717j)
(np.int64(5), np.int64(6), np.int64(7), np.int64(3), np.int64(1)): (-3.2832614714527436e-18+0.02898033170520771j)
(np.int64(5), np.int64(7), np.int64(2), np.int64(2), np.int64(8)): (-3.9870006481712946e-17+0.20734805302646336j)
(np.int64(5), np.int64(7), np.int64(2), np.int64(8), np.int64(2)): (-3.9870006481712946e-17+0.20734805302646336j)
(np.int64(5), np.int64(7), np.int64(8), np.int64(2), np.int64(2)): (-3.9870006481712946e-17+0.20734805302646334j)
(np.int64(5), np.int64(8), np.int64(1), np.int64(1), np.int64(2)): (-2.948345413487098e-18+0.011169370771277632j)
(np.int64(5), np.int64(8), np.int64(1), np.int64(2), np.int64(1)): (-2.948345413487098e-18+0.011169370771277632j)
(np.int64(5), np.int64(8), np.int64(2), np.int64(1), np.int64(1)): (-2.9483454134870968e-18+0.011169370771277633j)
(np.int64(6), np.int64(5), np.int64(1), np.int64(3), np.int64(7)): (3.283261471452742e-18-0.028980331705207724j)
(np.int64(6), np.int64(5), np.int64(1), np.int64(7), np.int64(3)): (3.2832614714527428e-18-0.028980331705207724j)
(np.int64(6), np.int64(5), np.int64(3), np.int64(1), np.int64(7)): (3.2832614714527436e-18-0.028980331705207703j)
(np.int64(6), np.int64(5), np.int64(3), np.int64(7), np.int64(1)): (3.283261471452743e-18-0.02898033170520771j)
(np.int64(6), np.int64(5), np.int64(7), np.int64(1), np.int64(3)): (3.2832614714527428e-18-0.028980331705207717j)
(np.int64(6), np.int64(5), np.int64(7), np.int64(3), np.int64(1)): (3.283261471452743e-18-0.02898033170520771j)
(np.int64(7), np.int64(5), np.int64(2), np.int64(2), np.int64(8)): (3.9870006481712933e-17-0.20734805302646336j)
(np.int64(7), np.int64(5), np.int64(2), np.int64(8), np.int64(2)): (3.9870006481712946e-17-0.20734805302646336j)
(np.int64(7), np.int64(5), np.int64(8), np.int64(2), np.int64(2)): (3.9870006481712946e-17-0.20734805302646334j)
(np.int64(8), np.int64(5), np.int64(1), np.int64(1), np.int64(2)): (2.948345413487098e-18-0.011169370771277632j)
(np.int64(8), np.int64(5), np.int64(1), np.int64(2), np.int64(1)): (2.948345413487098e-18-0.011169370771277632j)
(np.int64(8), np.int64(5), np.int64(2), np.int64(1), np.int64(1)): (2.9483454134870975e-18-0.011169370771277633j)
