Shape: (9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(3)): (-0.018614134292122712+0j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4)): (-0.027212043874267504+0j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5)): (-0.03158586173743194+0j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6)): (-0.03158586173743194+0j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7)): (-0.027212043874267507+0j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(8)): (-0.01861413429212272+0j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(1)): (0.0116977778440511-1.4325646193854005e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(4)): (-0.027212043874267507+0j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5)): (-0.03730517387797634+0j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(6)): (-0.04060600113218681+0j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(7)): (-0.03730517387797634+0j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(8)): (-0.027212043874267514+0j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(1)): (0.02198463103929542-2.6923408032708687e-18j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(2)): (0.021984631039295426-2.6923408032708687e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(5)): (-0.03158586173743195+0j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(6)): (-0.040606001132186806+0j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(7)): (-0.04060600113218682+0j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(8)): (-0.031585861737431956+0j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(1)): (0.029619813272602376-3.6273809515634794e-18j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(2)): (0.034983129273251284-4.284197728864527e-18j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(3)): (0.029619813272602387-3.627380951563481e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(6)): (-0.03158586173743194+0j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(7)): (-0.03730517387797634+0j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(8)): (-0.031585861737431956+0j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(1)): (0.03368240888334651-4.124905422656268e-18j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(2)): (0.043301270189221926-5.302876193624535e-18j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(3)): (0.04330127018922193-5.302876193624535e-18j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(4)): (0.03368240888334652-4.1249054226562696e-18j)
