Shape: (9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1)): (0.011697777844051094+0j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(8)): (-0.01861413429212272+2.2795739979747073e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(7)): (-0.027212043874267507+3.3325142428879045e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(6)): (-0.03158586173743194+3.86815244750569e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(5)): (-0.03158586173743195+3.8681524475056894e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(4)): (-0.02721204387426751+3.3325142428879045e-18j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(3)): (-0.01861413429212272+2.2795739979747073e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(2)): (0.02198463103929541+0j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(1)): (0.021984631039295415+0j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(8)): (-0.027212043874267514+3.332514242887905e-18j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(7)): (-0.03730517387797634+4.568566178129918e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(6)): (-0.04060600113218681+4.972800931270638e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(5)): (-0.03730517387797634+4.568566178129918e-18j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(4)): (-0.027212043874267514+3.332514242887905e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(3)): (0.029619813272602387+0j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(2)): (0.03498312927325128+0j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(1)): (0.029619813272602387+0j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(8)): (-0.031585861737431956+3.86815244750569e-18j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(7)): (-0.04060600113218682+4.972800931270639e-18j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(6)): (-0.04060600113218682+4.972800931270639e-18j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(5)): (-0.03158586173743196+3.86815244750569e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(4)): (0.03368240888334651+0j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(3)): (0.043301270189221926+0j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(2)): (0.043301270189221926+0j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (0.03368240888334651+0j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(8)): (-0.03158586173743196+3.868152447505691e-18j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(7)): (-0.037305173877976355+4.5685661781299186e-18j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(6)): (-0.031585861737431956+3.86815244750569e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(5)): (0.03368240888334651+0j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(4)): (0.046175440765423216+0j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(3)): (0.050261124800893474+0j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(2)): (0.046175440765423216+0j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(1)): (0.03368240888334651+0j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(8)): (-0.027212043874267514+3.3325142428879053e-18j)
(np.int64(1), np.int64(5), np.int64(8), np.int64(7)): (-0.027212043874267514+3.3325142428879053e-18j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(6)): (0.02961981327260238+0j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(5)): (0.04330127018922194+0j)
(np.int64(1), np.int64(6), np.int64(3), np.int64(4)): (0.05026112480089346+0j)
(np.int64(1), np.int64(6), np.int64(4), np.int64(3)): (0.05026112480089348+0j)
(np.int64(1), np.int64(6), np.int64(5), np.int64(2)): (0.04330127018922194+0j)
(np.int64(1), np.int64(6), np.int64(6), np.int64(1)): (0.029619813272602383+0j)
(np.int64(1), np.int64(6), np.int64(8), np.int64(8)): (-0.01861413429212273+2.2795739979747076e-18j)
(np.int64(1), np.int64(7), np.int64(1), np.int64(7)): (0.02198463103929542+0j)
(np.int64(1), np.int64(7), np.int64(2), np.int64(6)): (0.03498312927325129+0j)
(np.int64(1), np.int64(7), np.int64(3), np.int64(5)): (0.04330127018922193+0j)
(np.int64(1), np.int64(7), np.int64(4), np.int64(4)): (0.0461754407654232+0j)
(np.int64(1), np.int64(7), np.int64(5), np.int64(3)): (0.04330127018922193+0j)
(np.int64(1), np.int64(7), np.int64(6), np.int64(2)): (0.034983129273251284+0j)
