Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2)): (-6.493591089370479e-18-0.37703573927279577j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1)): (-6.49359108937048e-18-0.37703573927279577j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(8)): (-1.4027505285520858e-17-0.1339771465976004j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(7)): (-1.0868826978767072e-17-0.10745972530564661j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(6)): (-1.019664285073182e-17-0.10193574034887937j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(5)): (-1.0868826978767072e-17-0.10745972530564663j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(4)): (-1.4027505285520858e-17-0.1339771465976004j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3)): (1.950909928105781e-18+0.07949080030544879j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(2)): (-1.873670039076666e-18-0.22278041460382242j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1)): (1.9509099281057816e-18+0.0794908003054488j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(8)): (-7.970730151092912e-18-0.08308790711801667j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(7)): (-6.088936971134342e-18-0.06686002513574404j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(6)): (-6.088936971134342e-18-0.06686002513574404j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(5)): (-7.970730151092912e-18-0.08308790711801667j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(4)): (-1.777771173806226e-19-0.04078418565433217j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(3)): (1.1679629201821573e-18+0.0401198778099314j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2)): (1.1679629201821573e-18+0.0401198778099314j)
