Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1)): (-1.5245957674482413e-18+0.5674028213354225j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(8)): (-1.7427696873223304e-18-0.017639693840409962j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(4), np.int64(7)): (-1.6846712921161907e-18-0.016242654062900725j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(6)): (-1.6286913786913727e-18-0.015542591874653004j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(6), np.int64(5)): (-1.6286913786913724e-18-0.015542591874653004j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(7), np.int64(4)): (-1.6846712921161915e-18-0.016242654062900732j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(8), np.int64(3)): (-1.7427696873223304e-18-0.017639693840409962j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(8)): (-4.970411254328551e-18-0.04358764998253574j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(7)): (-2.156015543219599e-18-0.018585474965332374j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(4), np.int64(6)): (-1.939810701996867e-18-0.016654701618912734j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5), np.int64(5)): (-1.8667540824633976e-18-0.01601147536412826j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(6), np.int64(4)): (-1.939810701996867e-18-0.016654701618912738j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(7), np.int64(3)): (-2.1560155432195994e-18-0.018585474965332378j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(8), np.int64(2)): (-4.970411254328551e-18-0.04358764998253574j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(8)): (-1.7427696873223304e-18-0.017639693840409962j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(7)): (-2.156015543219599e-18-0.018585474965332374j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(6)): (-6.521937905240193e-19-0.005343608833272945j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)): (-6.531277539897997e-19-0.005366485313918355j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(4)): (-6.531277539897997e-19-0.005366485313918355j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(6), np.int64(3)): (-6.521937905240193e-19-0.005343608833272945j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(2)): (-2.1560155432195987e-18-0.018585474965332374j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(8), np.int64(1)): (-1.7427696873223304e-18-0.017639693840409962j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(1), np.int64(7)): (-1.6846712921161907e-18-0.016242654062900725j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(2), np.int64(6)): (-1.939810701996867e-18-0.016654701618912734j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(3), np.int64(5)): (-6.531277539897997e-19-0.005366485313918355j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(4), np.int64(4)): (-6.659022001058023e-19-0.005485653961162922j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(3)): (-6.531277539897997e-19-0.005366485313918356j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(2)): (-1.939810701996867e-18-0.016654701618912734j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(7), np.int64(1)): (-1.6846712921161907e-18-0.01624265406290073j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(6)): (-1.6286913786913727e-18-0.015542591874653004j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(2), np.int64(5)): (-1.8667540824633976e-18-0.016011475364128263j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(3), np.int64(4)): (-6.531277539897996e-19-0.005366485313918356j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(4), np.int64(3)): (-6.531277539897997e-19-0.005366485313918356j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(5), np.int64(2)): (-1.8667540824633976e-18-0.016011475364128266j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(6), np.int64(1)): (-1.6286913786913726e-18-0.015542591874653008j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(8), np.int64(8)): (2.5839556081332088e-18+0.010578659330614774j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(1), np.int64(5)): (-1.6286913786913722e-18-0.015542591874653004j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(2), np.int64(4)): (-1.939810701996867e-18-0.016654701618912738j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(3), np.int64(3)): (-6.521937905240193e-19-0.005343608833272945j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(4), np.int64(2)): (-1.939810701996867e-18-0.01665470161891274j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(5), np.int64(1)): (-1.6286913786913726e-18-0.015542591874653008j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(7), np.int64(8)): (1.773871596005583e-18+0.0072708918671453215j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(8), np.int64(7)): (1.773871596005583e-18+0.007270891867145322j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(1), np.int64(4)): (-1.6846712921161915e-18-0.016242654062900735j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(2), np.int64(3)): (-2.156015543219599e-18-0.018585474965332378j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(3), np.int64(2)): (-2.156015543219599e-18-0.018585474965332378j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(4), np.int64(1)): (-1.6846712921161915e-18-0.016242654062900735j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(6), np.int64(8)): (1.773871596005583e-18+0.0072708918671453215j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(7), np.int64(7)): (1.4915594925853888e-18+0.006117378366460759j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(8), np.int64(6)): (1.773871596005583e-18+0.007270891867145322j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(1), np.int64(3)): (-1.7427696873223304e-18-0.017639693840409962j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(2), np.int64(2)): (-4.970411254328551e-18-0.04358764998253574j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(3), np.int64(1)): (-1.7427696873223304e-18-0.017639693840409962j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(5), np.int64(8)): (2.5839556081332088e-18+0.010578659330614774j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(6), np.int64(7)): (1.773871596005583e-18+0.007270891867145322j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(7), np.int64(6)): (1.773871596005583e-18+0.007270891867145322j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(8), np.int64(5)): (2.5839556081332084e-18+0.010578659330614772j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2)): (-5.317372586737595e-18+0.45605659498295376j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1)): (-5.317372586737595e-18+0.45605659498295376j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(4), np.int64(8)): (-7.678545344286972e-19-0.0090917918338075j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(5), np.int64(7)): (-7.823159837385133e-19-0.008671178057816357j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(6), np.int64(6)): (-7.612603887590722e-19-0.008379898596203389j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(7), np.int64(5)): (-7.823159837385127e-19-0.008671178057816357j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(8), np.int64(4)): (-7.678545344286968e-19-0.0090917918338075j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1)): (-5.317372586737595e-18+0.45605659498295376j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(3), np.int64(8)): (-4.2084182278986025e-18-0.04374124850923843j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(4), np.int64(7)): (-2.69490807622331e-18-0.027862332465494813j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(5), np.int64(6)): (-2.6043523102909353e-18-0.026466278093567094j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(6), np.int64(5)): (-2.6043523102909353e-18-0.0264662780935671j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(7), np.int64(4)): (-2.69490807622331e-18-0.027862332465494813j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(8), np.int64(3)): (-4.208418227898602e-18-0.043741248509238426j)
