Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(4), np.int64(7), np.int64(8), np.int64(8)): (-5.15819820754992e-16-1.7415459095482897j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(7), np.int64(8)): (-5.158198207549919e-16-1.7415459095482915j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(8), np.int64(7)): (-5.158198207549919e-16-1.7415459095482915j)
(np.int64(2), np.int64(4), np.int64(1), np.int64(7), np.int64(7)): (-6.044837297947415e-16-2.8909506487978582j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(1), np.int64(7)): (-6.044837297947415e-16-2.8909506487978582j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(7), np.int64(1)): (-6.044837297947415e-16-2.8909506487978582j)
(np.int64(3), np.int64(4), np.int64(2), np.int64(6), np.int64(8)): (-5.992381365138006e-16-2.4446465948985625j)
(np.int64(3), np.int64(4), np.int64(2), np.int64(8), np.int64(6)): (-5.992381365138006e-16-2.4446465948985625j)
(np.int64(3), np.int64(4), np.int64(6), np.int64(2), np.int64(8)): (-5.992381365138008e-16-2.4446465948985625j)
(np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(2)): (-5.992381365138007e-16-2.4446465948985625j)
(np.int64(3), np.int64(4), np.int64(8), np.int64(2), np.int64(6)): (-5.992381365138008e-16-2.4446465948985625j)
(np.int64(3), np.int64(4), np.int64(8), np.int64(6), np.int64(2)): (-5.992381365138008e-16-2.4446465948985625j)
(np.int64(4), np.int64(1), np.int64(7), np.int64(8), np.int64(8)): (-5.249198900283066e-16-1.7415459095482895j)
(np.int64(4), np.int64(1), np.int64(8), np.int64(7), np.int64(8)): (-5.249198900283064e-16-1.741545909548291j)
(np.int64(4), np.int64(1), np.int64(8), np.int64(8), np.int64(7)): (-5.249198900283065e-16-1.741545909548293j)
(np.int64(4), np.int64(2), np.int64(1), np.int64(7), np.int64(7)): (-6.206420944617834e-16-2.8909506487978547j)
(np.int64(4), np.int64(2), np.int64(7), np.int64(1), np.int64(7)): (-6.206420944617832e-16-2.8909506487978547j)
(np.int64(4), np.int64(2), np.int64(7), np.int64(7), np.int64(1)): (-6.206420944617833e-16-2.8909506487978547j)
(np.int64(4), np.int64(3), np.int64(2), np.int64(6), np.int64(8)): (-6.029009404199101e-16-2.444646594898564j)
(np.int64(4), np.int64(3), np.int64(2), np.int64(8), np.int64(6)): (-6.029009404199101e-16-2.444646594898564j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(2), np.int64(8)): (-6.029009404199101e-16-2.444646594898564j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(8), np.int64(2)): (-6.029009404199101e-16-2.4446465948985643j)
(np.int64(4), np.int64(3), np.int64(8), np.int64(2), np.int64(6)): (-6.029009404199104e-16-2.4446465948985643j)
(np.int64(4), np.int64(3), np.int64(8), np.int64(6), np.int64(2)): (-6.029009404199103e-16-2.444646594898564j)
(np.int64(4), np.int64(4), np.int64(1), np.int64(2), np.int64(5)): (5.038432422343706e-16+2.143381926186325j)
(np.int64(4), np.int64(4), np.int64(1), np.int64(5), np.int64(2)): (5.038432422343706e-16+2.143381926186325j)
(np.int64(4), np.int64(4), np.int64(2), np.int64(1), np.int64(5)): (5.038432422343704e-16+2.143381926186325j)
(np.int64(4), np.int64(4), np.int64(2), np.int64(5), np.int64(1)): (5.038432422343704e-16+2.1433819261863243j)
(np.int64(4), np.int64(4), np.int64(5), np.int64(1), np.int64(2)): (5.038432422343708e-16+2.143381926186326j)
(np.int64(4), np.int64(4), np.int64(5), np.int64(2), np.int64(1)): (5.038432422343705e-16+2.143381926186325j)
(np.int64(5), np.int64(5), np.int64(4), np.int64(7), np.int64(8)): (-7.350283148540032e-16-2.1433819261863336j)
(np.int64(5), np.int64(5), np.int64(4), np.int64(8), np.int64(7)): (-7.350283148540029e-16-2.1433819261863327j)
(np.int64(5), np.int64(5), np.int64(7), np.int64(4), np.int64(8)): (-7.350283148540029e-16-2.1433819261863336j)
(np.int64(5), np.int64(5), np.int64(7), np.int64(8), np.int64(4)): (-7.350283148540035e-16-2.1433819261863336j)
(np.int64(5), np.int64(5), np.int64(8), np.int64(4), np.int64(7)): (-7.350283148540027e-16-2.1433819261863336j)
(np.int64(5), np.int64(5), np.int64(8), np.int64(7), np.int64(4)): (-7.350283148540032e-16-2.1433819261863327j)
(np.int64(5), np.int64(6), np.int64(1), np.int64(3), np.int64(7)): (6.248928903006759e-16+2.444646594898556j)
(np.int64(5), np.int64(6), np.int64(1), np.int64(7), np.int64(3)): (6.248928903006757e-16+2.444646594898556j)
(np.int64(5), np.int64(6), np.int64(3), np.int64(1), np.int64(7)): (6.24892890300676e-16+2.4446465948985563j)
(np.int64(5), np.int64(6), np.int64(3), np.int64(7), np.int64(1)): (6.24892890300676e-16+2.4446465948985563j)
(np.int64(5), np.int64(6), np.int64(7), np.int64(1), np.int64(3)): (6.248928903006757e-16+2.444646594898556j)
(np.int64(5), np.int64(6), np.int64(7), np.int64(3), np.int64(1)): (6.248928903006758e-16+2.4446465948985563j)
(np.int64(5), np.int64(7), np.int64(2), np.int64(2), np.int64(8)): (8.39331160427174e-16+2.8909506487978374j)
(np.int64(5), np.int64(7), np.int64(2), np.int64(8), np.int64(2)): (8.393311604271744e-16+2.8909506487978365j)
(np.int64(5), np.int64(7), np.int64(8), np.int64(2), np.int64(2)): (8.393311604271737e-16+2.8909506487978365j)
(np.int64(5), np.int64(8), np.int64(1), np.int64(1), np.int64(2)): (3.1909618778169547e-16+1.7415459095482915j)
(np.int64(5), np.int64(8), np.int64(1), np.int64(2), np.int64(1)): (3.190961877816955e-16+1.7415459095482915j)
(np.int64(5), np.int64(8), np.int64(2), np.int64(1), np.int64(1)): (3.190961877816955e-16+1.7415459095482921j)
(np.int64(6), np.int64(5), np.int64(1), np.int64(3), np.int64(7)): (6.285556942067851e-16+2.444646594898555j)
(np.int64(6), np.int64(5), np.int64(1), np.int64(7), np.int64(3)): (6.285556942067854e-16+2.444646594898556j)
(np.int64(6), np.int64(5), np.int64(3), np.int64(1), np.int64(7)): (6.285556942067853e-16+2.444646594898556j)
(np.int64(6), np.int64(5), np.int64(3), np.int64(7), np.int64(1)): (6.285556942067851e-16+2.444646594898556j)
(np.int64(6), np.int64(5), np.int64(7), np.int64(1), np.int64(3)): (6.285556942067854e-16+2.444646594898556j)
(np.int64(6), np.int64(5), np.int64(7), np.int64(3), np.int64(1)): (6.285556942067855e-16+2.444646594898556j)
(np.int64(7), np.int64(5), np.int64(2), np.int64(2), np.int64(8)): (8.55489525094216e-16+2.8909506487978365j)
(np.int64(7), np.int64(5), np.int64(2), np.int64(8), np.int64(2)): (8.554895250942158e-16+2.8909506487978365j)
(np.int64(7), np.int64(5), np.int64(8), np.int64(2), np.int64(2)): (8.554895250942158e-16+2.8909506487978365j)
(np.int64(8), np.int64(5), np.int64(1), np.int64(1), np.int64(2)): (3.2819625705501034e-16+1.74154590954829j)
(np.int64(8), np.int64(5), np.int64(1), np.int64(2), np.int64(1)): (3.281962570550104e-16+1.74154590954829j)
(np.int64(8), np.int64(5), np.int64(2), np.int64(1), np.int64(1)): (3.281962570550103e-16+1.74154590954829j)
