Shape: (9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1)): (0.005848888922025547+0j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(8)): (-0.00930706714606136+1.1397869989873536e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(7)): (-0.013606021937133754+1.6662571214439522e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(6)): (-0.01579293086871597+1.934076223752845e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(5)): (-0.015792930868715974+1.9340762237528447e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(4)): (-0.013606021937133755+1.6662571214439522e-18j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(3)): (-0.00930706714606136+1.1397869989873536e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(2)): (0.010992315519647706+0j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(1)): (0.010992315519647708+0j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(8)): (-0.013606021937133757+1.6662571214439524e-18j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(7)): (-0.01865258693898817+2.284283089064959e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(6)): (-0.020303000566093406+2.486400465635319e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(5)): (-0.01865258693898817+2.284283089064959e-18j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(4)): (-0.013606021937133757+1.6662571214439524e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(3)): (0.014809906636301193+0j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(2)): (0.01749156463662564+0j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(1)): (0.014809906636301193+0j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(8)): (-0.015792930868715978+1.934076223752845e-18j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(7)): (-0.02030300056609341+2.4864004656353195e-18j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(6)): (-0.02030300056609341+2.4864004656353195e-18j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(5)): (-0.01579293086871598+1.934076223752845e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(4)): (0.016841204441673256+0j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(3)): (0.021650635094610963+0j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(2)): (0.021650635094610963+0j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (0.016841204441673256+0j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(8)): (-0.01579293086871598+1.9340762237528455e-18j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(7)): (-0.018652586938988178+2.2842830890649593e-18j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(6)): (-0.015792930868715978+1.934076223752845e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(5)): (0.016841204441673256+0j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(4)): (0.023087720382711608+0j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(3)): (0.025130562400446737+0j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(2)): (0.023087720382711608+0j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(1)): (0.016841204441673256+0j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(8)): (-0.013606021937133757+1.6662571214439526e-18j)
(np.int64(1), np.int64(5), np.int64(8), np.int64(7)): (-0.013606021937133757+1.6662571214439526e-18j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(6)): (0.01480990663630119+0j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(5)): (0.02165063509461097+0j)
(np.int64(1), np.int64(6), np.int64(3), np.int64(4)): (0.02513056240044673+0j)
(np.int64(1), np.int64(6), np.int64(4), np.int64(3)): (0.02513056240044674+0j)
