Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(8)): (-2.7838163736536723+3.4116964237166224e-16j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(7)): (-1.7220395250178635+1.9817186640056986e-16j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(6)): (-1.3063520209487667+1.392084189866445e-16j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(5)): (-1.187001981954282+1.2188167607023128e-16j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(4)): (-1.3063520209487667+1.392084189866445e-16j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(3)): (-1.7220395250178635+1.981718664005699e-16j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(8), np.int64(2)): (-2.7838163736536723+3.4116964237166224e-16j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(8)): (-2.7838163736536723+3.4116964237166224e-16j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(7)): (-10.081378267993696+1.5023768753103102e-15j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(6)): (-6.5748053174678365+1.0006569473402116e-15j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4), np.int64(5)): (-5.573647531903729+8.565303773968125e-16j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(4)): (-5.573647531903729+8.565303773968127e-16j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(3)): (-6.5748053174678365+1.0006569473402116e-15j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(2)): (-10.081378267993696+1.5023768753103102e-15j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(1)): (-2.7838163736536723+3.4116964237166224e-16j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(7)): (-1.7220395250178635+1.9817186640056986e-16j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(6)): (-6.5748053174678365+1.0006569473402116e-15j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(5)): (-3.5091861208178297+5.556234467011254e-16j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(4)): (-2.896220160662675+4.656142428677706e-16j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5), np.int64(3)): (-3.5091861208178297+5.556234467011256e-16j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(2)): (-6.5748053174678365+1.0006569473402116e-15j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7), np.int64(1)): (-1.7220395250178635+1.9817186640056986e-16j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(6)): (-1.3063520209487667+1.392084189866445e-16j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(5)): (-5.573647531903729+8.565303773968127e-16j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(4)): (-2.896220160662675+4.656142428677706e-16j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(3)): (-2.8962201606626756+4.656142428677706e-16j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(5), np.int64(2)): (-5.573647531903728+8.565303773968127e-16j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6), np.int64(1)): (-1.3063520209487667+1.3920841898664448e-16j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(8), np.int64(8)): (4.114905468578815-1.0514351581367497e-15j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(5)): (-1.187001981954282+1.2188167607023128e-16j)
