Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(7)): (8.276490432078587e-17+0.7199466477169386j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(6)): (3.3560841100223725e-17+0.30098166179619507j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(5)): (2.1020045331058827e-17+0.19113523760412424j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(4)): (1.806042438576532e-17+0.16486357736888843j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(3)): (2.1020045331058823e-17+0.19113523760412424j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(2)): (3.3560841100223725e-17+0.30098166179619507j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(1)): (8.276490432078587e-17+0.7199466477169386j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(6)): (3.3560841100223725e-17+0.30098166179619507j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(5)): (1.3775501352442958e-17+0.12965181007289278j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(4)): (9.178215711157138e-18+0.0878053730400843j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4), np.int64(3)): (9.178215711157138e-18+0.0878053730400843j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(2)): (1.3775501352442958e-17+0.12965181007289275j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(1)): (3.3560841100223725e-17+0.30098166179619507j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(8), np.int64(8)): (-8.55895721407848e-17-0.35071182319009503j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(5)): (2.102004533105882e-17+0.19113523760412415j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(4)): (9.178215711157135e-18+0.08780537304008429j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3)): (7.124647934260744e-18+0.06887632113227363j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(2)): (9.178215711157134e-18+0.0878053730400843j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5), np.int64(1)): (2.1020045331058817e-17+0.19113523760412418j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7), np.int64(8)): (-3.1764003564539175e-17-0.13160818673200333j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(8), np.int64(7)): (-3.1764003564539175e-17-0.13160818673200336j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(4)): (1.806042438576532e-17+0.16486357736888843j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(3)): (9.178215711157135e-18+0.0878053730400843j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(2)): (9.178215711157135e-18+0.08780537304008432j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (1.8060424385765318e-17+0.16486357736888838j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6), np.int64(8)): (-1.7983799512507323e-17-0.07608269122095467j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(7), np.int64(7)): (-1.3338944929540789e-17-0.056324655607042855j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(8), np.int64(6)): (-1.798379951250732e-17-0.07608269122095467j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(3)): (2.1020045331058823e-17+0.19113523760412424j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(2), np.int64(2)): (1.3775501352442958e-17+0.12965181007289275j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(1)): (2.102004533105882e-17+0.19113523760412415j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(5), np.int64(8)): (-1.4710174259401437e-17-0.06300117432887317j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(6), np.int64(7)): (-8.419391268056176e-18-0.0363703578238158j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7), np.int64(6)): (-8.419391268056179e-18-0.0363703578238158j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(8), np.int64(5)): (-1.471017425940144e-17-0.06300117432887317j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(2)): (3.3560841100223725e-17+0.30098166179619507j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(2), np.int64(1)): (3.3560841100223725e-17+0.30098166179619507j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(4), np.int64(8)): (-1.7983799512507323e-17-0.07608269122095467j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(5), np.int64(7)): (-8.419391268056176e-18-0.0363703578238158j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(6), np.int64(6)): (-6.517939048162366e-18-0.028382078902329574j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(7), np.int64(5)): (-8.419391268056176e-18-0.0363703578238158j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(8), np.int64(4)): (-1.798379951250732e-17-0.07608269122095467j)
