Shape: (9, 9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(4), np.int64(7), np.int64(8), np.int64(8)): (-9.323688880864955e-17-0.2868881542032202j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(7), np.int64(8)): (-9.323688880864955e-17-0.28688815420322006j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(8), np.int64(7)): (-9.323688880864953e-17-0.28688815420321995j)
(np.int64(2), np.int64(4), np.int64(1), np.int64(7), np.int64(7)): (-1.327623768700405e-15-7.512782721224838j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(1), np.int64(7)): (-1.327623768700405e-15-7.5127827212248395j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(7), np.int64(1)): (-1.327623768700405e-15-7.512782721224839j)
(np.int64(3), np.int64(4), np.int64(2), np.int64(6), np.int64(8)): (6.8824571059999e-17-0.04527973442960468j)
(np.int64(3), np.int64(4), np.int64(2), np.int64(8), np.int64(6)): (6.882457105999897e-17-0.045279734429605124j)
(np.int64(3), np.int64(4), np.int64(6), np.int64(2), np.int64(8)): (6.8824571059999e-17-0.04527973442960468j)
(np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(2)): (6.882457105999899e-17-0.04527973442960438j)
(np.int64(3), np.int64(4), np.int64(8), np.int64(2), np.int64(6)): (6.8824571059999e-17-0.04527973442960468j)
(np.int64(3), np.int64(4), np.int64(8), np.int64(6), np.int64(2)): (6.8824571059999e-17-0.045279734429604604j)
(np.int64(4), np.int64(1), np.int64(7), np.int64(8), np.int64(8)): (9.323688880864957e-17+0.28688815420322017j)
(np.int64(4), np.int64(1), np.int64(8), np.int64(7), np.int64(8)): (9.323688880864953e-17+0.2868881542032201j)
(np.int64(4), np.int64(1), np.int64(8), np.int64(8), np.int64(7)): (9.323688880864953e-17+0.28688815420322j)
(np.int64(4), np.int64(2), np.int64(1), np.int64(7), np.int64(7)): (1.327623768700405e-15+7.512782721224838j)
(np.int64(4), np.int64(2), np.int64(7), np.int64(1), np.int64(7)): (1.3276237687004049e-15+7.5127827212248395j)
(np.int64(4), np.int64(2), np.int64(7), np.int64(7), np.int64(1)): (1.3276237687004049e-15+7.5127827212248395j)
(np.int64(4), np.int64(3), np.int64(2), np.int64(6), np.int64(8)): (-6.8824571059999e-17+0.04527973442960468j)
(np.int64(4), np.int64(3), np.int64(2), np.int64(8), np.int64(6)): (-6.8824571059999e-17+0.04527973442960494j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(2), np.int64(8)): (-6.8824571059999e-17+0.045279734429604535j)
(np.int64(4), np.int64(3), np.int64(6), np.int64(8), np.int64(2)): (-6.882457105999903e-17+0.04527973442960438j)
(np.int64(4), np.int64(3), np.int64(8), np.int64(2), np.int64(6)): (-6.8824571059999e-17+0.045279734429604646j)
(np.int64(4), np.int64(3), np.int64(8), np.int64(6), np.int64(2)): (-6.882457105999897e-17+0.04527973442960468j)
(np.int64(5), np.int64(6), np.int64(1), np.int64(3), np.int64(7)): (-2.1012873417297574e-16-0.04527973442959491j)
(np.int64(5), np.int64(6), np.int64(1), np.int64(7), np.int64(3)): (-2.1012873417297576e-16-0.045279734429594834j)
