Shape: (9, 9, 9, 9)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(3)): (1.9322556080676447+2.259499001310413e-16j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4)): (-0.10751968171705122+1.6511467100395123e-16j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5)): (-0.403106009762786+1.298967620087357e-16j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6)): (-0.44403278453974054+1.1107891644040516e-16j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7)): (-0.45479671673257066+1.0634563687357284e-16j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(8)): (-0.541030975873082+1.2753755426283507e-16j)
(np.int64(1), np.int64(1), np.int64(8), np.int64(1)): (0.15818431628812182-1.9371991661756087e-17j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(4)): (-0.10751968171705101+1.651146710039512e-16j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5)): (-0.507418434166947+1.3273302841619534e-16j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(6)): (-0.5100205297643143+1.1160125238826604e-16j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(7)): (-0.4821515555772877+1.0329673179331165e-16j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(8)): (-0.5189709189579582+1.1659723141677648e-16j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(1)): (0.9360462297183274-1.146326019078498e-16j)
(np.int64(1), np.int64(2), np.int64(8), np.int64(2)): (0.2972892694800243-4.655321529094469e-17j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(5)): (-0.4031060097627862+1.298967620087357e-16j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(6)): (-0.5100205297643142+1.1160125238826604e-16j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(7)): (-0.4822965758570354+1.0143722248268323e-16j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(8)): (-0.4991732790322994+1.102306742182044e-16j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(1)): (0.735534585477748-9.007700757674993e-17j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(2)): (0.7567015169435151-9.922266843514528e-17j)
(np.int64(1), np.int64(3), np.int64(8), np.int64(3)): (0.4005367492503026-6.746830053935189e-17j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(6)): (-0.44403278453974043+1.1107891644040513e-16j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(7)): (-0.4821515555772877+1.0329673179331165e-16j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(8)): (-0.4991732790322994+1.102306742182044e-16j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(1)): (0.6658976222309944-8.154893916250206e-17j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(2)): (0.6533306983774344-8.534578335340743e-17j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(3)): (0.7578706239365749-1.0641655389268298e-16j)
(np.int64(1), np.int64(4), np.int64(8), np.int64(4)): (0.4554735857681461-7.959457945223619e-17j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(7)): (-0.45479671673257066+1.0634563687357284e-16j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(8)): (-0.5189709189579582+1.1659723141677648e-16j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(1)): (0.6658976222309944-8.154893916250206e-17j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(2)): (0.6262872596200306-8.171152711538675e-17j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(3)): (0.6906393878705984-9.653712439532039e-17j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(4)): (0.8040604272174139-1.184110926754892e-16j)
(np.int64(1), np.int64(5), np.int64(8), np.int64(5)): (0.45547358576814523-8.146944382788718e-17j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(8)): (-0.5410309758730821+1.2753755426283507e-16j)
(np.int64(1), np.int64(6), np.int64(3), np.int64(1)): (0.7355345854777477-9.00770075767499e-17j)
(np.int64(1), np.int64(6), np.int64(4), np.int64(2)): (0.6533306983774344-8.534578335340742e-17j)
(np.int64(1), np.int64(6), np.int64(5), np.int64(3)): (0.6906393878705984-9.653712439532039e-17j)
(np.int64(1), np.int64(6), np.int64(6), np.int64(4)): (0.7670596314508294-1.1277372473369062e-16j)
(np.int64(1), np.int64(6), np.int64(7), np.int64(5)): (0.8574308436346976-1.2918753349183456e-16j)
