Shape: (8, 8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2)): (-4.806407037098808e-18-0.21682478040093794j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1)): (-4.8064070370988085e-18-0.21682478040093797j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(7)): (-1.0206956262295013e-17-0.10227980657409971j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(6)): (-8.027116319342724e-18-0.08376947773665744j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(5)): (-8.027116319342724e-18-0.08376947773665744j)
(np.int64(1), np.int64(1), np.int64(1), np.int64(7), np.int64(4)): (-1.0206956262295015e-17-0.10227980657409973j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3)): (1.242387627259809e-18+0.03615735775240238j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(2)): (-1.2215951928174566e-18-0.1243666874642409j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1)): (1.2423876272598093e-18+0.03615735775240239j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(5), np.int64(7)): (-5.73014996958263e-18-0.0649551972163559j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(6)): (-4.6417405574560246e-18-0.055311819764958484j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(5)): (-5.73014996958263e-18-0.06495519721635591j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(4)): (-3.803409365423937e-19-0.028868234281173383j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(3)): (6.786355495963596e-19+0.01829876034135927j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2)): (6.786355495963596e-19+0.01829876034135927j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(4), np.int64(1)): (-3.80340936542394e-19-0.02886823428117339j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(6), np.int64(7)): (-4.3914110048512985e-18-0.05566986312869372j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7), np.int64(6)): (-4.391411004851299e-18-0.05566986312869372j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(5)): (-8.6182041833261195e-19-0.03298418790883464j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(2), np.int64(4)): (1.8155825053035857e-19-0.005644474644394555j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(3), np.int64(3)): (-1.2028631465560877e-18+0.04949547210644782j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4), np.int64(2)): (1.8155825053035857e-19-0.005644474644394555j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(5), np.int64(1)): (-8.618204183326121e-19-0.032984187908834645j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(7), np.int64(7)): (-3.7775258477012045e-18-0.05901653780764128j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(1), np.int64(6)): (-1.1153595341754778e-18-0.02788791426426045j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(2), np.int64(5)): (1.5058359290788353e-19-0.004874030597980009j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(3), np.int64(4)): (-2.581313593904919e-18+0.011053950554226335j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(4), np.int64(3)): (-2.581313593904919e-18+0.011053950554226335j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(5), np.int64(2)): (1.5058359290788363e-19-0.00487403059798001j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(6), np.int64(1)): (-1.1153595341754778e-18-0.027887914264260447j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(7)): (-1.4080158689944993e-18-0.02032732759893971j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(2), np.int64(6)): (3.4394715587877325e-19-0.0018089397706328677j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(3), np.int64(5)): (-4.4438573322063225e-18-0.00697116921017926j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(4), np.int64(4)): (-2.5862855191474414e-18-0.007186161753241986j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(5), np.int64(3)): (-4.443857332206322e-18-0.006971169210179262j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(6), np.int64(2)): (3.4394715587877334e-19-0.0018089397706328677j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(7), np.int64(1)): (-1.4080158689944993e-18-0.02032732759893971j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(2), np.int64(7)): (-5.6685531604524645e-21+0.00025137940610643996j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(3), np.int64(6)): (-8.98259869887571e-18-0.030025923916855643j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(4), np.int64(5)): (-4.26893872433916e-18-0.015791936673948636j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(5), np.int64(4)): (-4.26893872433916e-18-0.015791936673948636j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(6), np.int64(3)): (-8.98259869887571e-18-0.030025923916855646j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(7), np.int64(2)): (-5.6685531604524645e-21+0.00025137940610643996j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(3)): (1.2423876272598089e-18+0.03615735775240239j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(2)): (-1.2215951928174568e-18-0.1243666874642409j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1)): (1.2423876272598093e-18+0.03615735775240238j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(7)): (-5.730149969582629e-18-0.06495519721635591j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(6), np.int64(6)): (-4.6417405574560246e-18-0.05531181976495849j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(7), np.int64(5)): (-5.73014996958263e-18-0.06495519721635591j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(4)): (4.710237400316103e-18+0.09217148176237323j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(3)): (-4.839636468947375e-19-0.058227604456450616j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(2)): (-4.839636468947375e-19-0.05822760445645062j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(4), np.int64(1)): (4.710237400316104e-18+0.09217148176237325j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(6), np.int64(7)): (-2.9555988228157517e-18-0.04464147699173456j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(7), np.int64(6)): (-2.9555988228157513e-18-0.044641476991734555j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(5)): (3.0816049893064694e-18+0.03191348840995489j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(4)): (1.0470550471176157e-18+0.0021660674670639065j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(3)): (-3.2868067096620586e-19-0.022748066840880394j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(2)): (1.0470550471176157e-18+0.002166067467063909j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(1)): (3.081604989306469e-18+0.03191348840995489j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(7)): (-1.6266831553134632e-18-0.042956955460697735j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(1), np.int64(6)): (2.8257337828255226e-18+0.017128666839375726j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(2), np.int64(5)): (7.551723347802927e-19-0.009844303011393668j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(3), np.int64(4)): (-2.406205842158059e-19+0.005476072482540785j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(4), np.int64(3)): (-2.406205842158059e-19+0.005476072482540787j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(2)): (7.551723347802927e-19-0.00984430301139367j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(1)): (2.8257337828255226e-18+0.01712866683937573j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(7)): (3.832182834067689e-18+0.016077795464058853j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(2), np.int64(6)): (9.658213209076487e-19-0.006214755837947362j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(3), np.int64(5)): (4.394994824936844e-20-0.002634557236646138j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(4), np.int64(4)): (-2.4183401031471604e-18+0.005603611678427496j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(5), np.int64(3)): (4.394994824936844e-20-0.0026345572366461376j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(6), np.int64(2)): (9.658213209076485e-19-0.006214755837947361j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(1)): (3.8321828340676886e-18+0.016077795464058853j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(2), np.int64(7)): (1.603701613607381e-18+0.0012577689673921814j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(3), np.int64(6)): (1.4773094934758532e-19-0.0003679693189712267j)
