Shape: (8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(3)): (0.21569850008974562+1.2532777572460034e-17j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4)): (0.0826330913251758+9.203020988538902e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5)): (0.0404197295473688+7.362727848234542e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6)): (0.016321639137729643+6.628020735359631e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7)): (-0.006530825620293847+7.482254477478373e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(1)): (-0.016742400165972685+2.0503526773302565e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(4)): (0.08263309132517584+9.203020988538899e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5)): (0.038633018426177126+7.498229256589034e-18j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(6)): (0.016375724043159526+6.571854407188309e-18j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(7)): (-0.004006996250111938+6.994446785511977e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(1)): (0.027451773658186487-3.361872674141568e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(2)): (-0.030935921676911456+3.085261975685568e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(5)): (0.040419729547368805+7.36272784823454e-18j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(6)): (0.016375724043159536+6.571854407188309e-18j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(7)): (-0.0030716833066657275+6.7894931992068716e-18j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(1)): (0.01708235609316463-2.0919852711389354e-18j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(2)): (0.00028586772051997634-5.03093399239203e-19j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(3)): (-0.04041972954736879+3.708414192187238e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(6)): (0.016321639137729646+6.628020735359631e-18j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(7)): (-0.004006996250111938+6.994446785511977e-18j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (0.014507599834027322-1.7766685700052215e-18j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(2)): (-0.0034353323728285945+2.373214016464151e-20j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(3)): (-0.013606600771181573+7.049262560229411e-19j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(4)): (-0.04375000000000001+3.82494005076181e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(7)): (-0.006530825620293848+7.482254477478374e-18j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(1)): (0.01708235609316463-2.0919852711389354e-18j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(2)): (-0.0034353323728285945+2.3732140164640546e-20j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(3)): (-0.015019799433037105+9.487178512789743e-19j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(4)): (-0.01924229905154796+9.912537271891483e-19j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(5)): (-0.04041972954736887+3.4170995457508306e-18j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(1)): (0.027451773658186476-3.361872674141569e-18j)
(np.int64(1), np.int64(6), np.int64(3), np.int64(2)): (0.0002858677205199976-5.030933992392042e-19j)
(np.int64(1), np.int64(6), np.int64(4), np.int64(3)): (-0.013606600771181566+7.049262560229411e-19j)
(np.int64(1), np.int64(6), np.int64(5), np.int64(4)): (-0.01924229905154796+9.912537271891483e-19j)
(np.int64(1), np.int64(6), np.int64(6), np.int64(5)): (-0.01369718417747458+1.505417961904761e-19j)
(np.int64(1), np.int64(6), np.int64(7), np.int64(6)): (-0.030935921676911584+2.5469826969588466e-18j)
(np.int64(1), np.int64(7), np.int64(1), np.int64(1)): (-0.016742400165972678+2.0503526773302565e-18j)
(np.int64(1), np.int64(7), np.int64(2), np.int64(2)): (-0.030935921676911456+3.0852619756855664e-18j)
(np.int64(1), np.int64(7), np.int64(3), np.int64(3)): (-0.04041972954736879+3.708414192187238e-18j)
(np.int64(1), np.int64(7), np.int64(4), np.int64(4)): (-0.04375000000000001+3.82494005076181e-18j)
(np.int64(1), np.int64(7), np.int64(5), np.int64(5)): (-0.04041972954736887+3.4170995457508306e-18j)
(np.int64(1), np.int64(7), np.int64(6), np.int64(6)): (-0.03093592167691158+2.5469826969588504e-18j)
(np.int64(1), np.int64(7), np.int64(7), np.int64(7)): (-0.09840258547074604+1.134754536211258e-17j)
(np.int64(2), np.int64(1), np.int64(1), np.int64(4)): (0.19646474929058547+8.753456588247692e-18j)
(np.int64(2), np.int64(1), np.int64(2), np.int64(5)): (0.07472053799026449+7.068711084626122e-18j)
(np.int64(2), np.int64(1), np.int64(3), np.int64(6)): (0.03248745518154049+6.108895545357282e-18j)
(np.int64(2), np.int64(1), np.int64(4), np.int64(7)): (0.004712609808583891+6.368918390493505e-18j)
(np.int64(2), np.int64(1), np.int64(6), np.int64(1)): (-0.01674240016597268+2.0503526773302565e-18j)
(np.int64(2), np.int64(1), np.int64(7), np.int64(2)): (0.05072426362786196-7.676468335761233e-18j)
(np.int64(2), np.int64(2), np.int64(1), np.int64(5)): (0.07472053799026451+7.068711084626122e-18j)
