Shape: (8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(3)): (0.07866651179743629+1.2532777572460034e-17j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(4)): (-0.009314073234312744+9.203020988538902e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5)): (-0.021942138897143058+7.362727848234542e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6)): (-0.02472933948905298+6.628020735359631e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(7)): (-0.030041797853351794+7.482254477478373e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(1)): (0.009088731518670883-1.1130485962649957e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(4)): (-0.009314073234312688+9.203020988538899e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5)): (-0.02638344514471263+7.498229256589034e-18j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(6)): (-0.027066888027967306+6.571854407188309e-18j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(7)): (-0.029455089216464912+6.994446785511977e-18j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(1)): (0.05328290534283004-6.52527394773682e-18j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(2)): (0.01679378605318051-2.7599414039040133e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(5)): (-0.021942138897143058+7.36272784823454e-18j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(6)): (-0.027066888027967306+6.571854407188309e-18j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(7)): (-0.028902814991309287+6.7894931992068716e-18j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(1)): (0.0429134877778082-5.255386544734187e-18j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(2)): (0.04372847979164681-5.823278981189767e-18j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(3)): (0.02194213889714306-3.9287120657547366e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(6)): (-0.024729339489052978+6.628020735359631e-18j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(7)): (-0.029455089216464912+6.994446785511977e-18j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (0.04033873151867089-4.940069843600474e-18j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(2)): (0.03876651140902632-5.144503150391884e-18j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(3)): (0.04428805711098936-6.385124490290231e-18j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(4)): (0.023749999999999997-4.441425843482826e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(7)): (-0.030041797853351798+7.482254477478374e-18j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(1)): (0.0429134877778082-5.255386544734187e-18j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(2)): (0.03876651140902632-5.144503150391885e-18j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(3)): (0.04174070859658861-6.002439596366904e-18j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(4)): (0.04734743617747397-7.163636883239998e-18j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(5)): (0.02194213889714299-4.220026712191145e-18j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(1)): (0.05328290534283004-6.52527394773682e-18j)
(np.int64(1), np.int64(6), np.int64(3), np.int64(2)): (0.043728479791646825-5.823278981189769e-18j)
(np.int64(1), np.int64(6), np.int64(4), np.int64(3)): (0.04428805711098937-6.385124490290231e-18j)
(np.int64(1), np.int64(6), np.int64(5), np.int64(4)): (0.04734743617747397-7.163636883239998e-18j)
(np.int64(1), np.int64(6), np.int64(6), np.int64(5)): (0.051319279393415164-7.811678604206585e-18j)
