Shape: (8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(1)): (-0.4759504390421407-1.8278061553747268e-19j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(7)): (0.0725273158156329-1.0012090948355337e-17j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(6)): (0.05339370420985195-7.304882756536122e-18j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(5)): (0.049340191467044305-6.734386186995725e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(4)): (0.05339370420985195-7.30488275653612e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(3)): (0.0725273158156329-1.0012090948355339e-17j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(2)): (0.33251454443370476+5.566496560774849e-19j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(1)): (0.3325145444337047+5.566496560774849e-19j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(7)): (0.08935021773355604-1.431056892735784e-17j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(6)): (0.06534524816835258-1.0152769583909676e-17j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(5)): (0.0653452481683526-1.0152769583909676e-17j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(4)): (0.08935021773355603-1.431056892735784e-17j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(3)): (0.08166018530477352+3.596667152798107e-19j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(2)): (-0.4161855865288464+5.055055988365755e-17j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(1)): (0.08166018530477352+3.596667152798107e-19j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(7)): (0.03382475625913732-3.888015175127745e-18j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(6)): (0.213962661245254-3.858545173124321e-17j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(5)): (0.03382475625913732-3.888015175127745e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(4)): (0.03125+3.153167011337123e-19j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(3)): (-0.19329080415476174+2.932749328799088e-17j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(2)): (-0.1932908041547618+2.932749328799088e-17j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (0.03125+3.153167011337123e-19j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(7)): (-0.015024773045886182+5.69825801796057e-18j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(6)): (-0.015024773045886189+5.698258017960559e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(5)): (0.014010672786498904+3.336870784844649e-19j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(4)): (-0.1289145325070803+2.2464243055236142e-17j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(3)): (-0.10077098479694747+1.7688783372187717e-17j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(2)): (-0.12891453250708032+2.2464243055236145e-17j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(1)): (0.014010672786498904+3.336870784844649e-19j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(7)): (0.03258473609108105-2.4450794956066763e-18j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(6)): (0.005873803214612153+4.3120887308378307e-19j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(5)): (-0.10556988897495147+2.0791957800840737e-17j)
(np.int64(1), np.int64(6), np.int64(3), np.int64(4)): (-0.07433896464540282+1.45887515587823e-17j)
(np.int64(1), np.int64(6), np.int64(4), np.int64(3)): (-0.07433896464540282+1.45887515587823e-17j)
(np.int64(1), np.int64(6), np.int64(5), np.int64(2)): (-0.10556988897495148+2.0791957800840737e-17j)
(np.int64(1), np.int64(6), np.int64(6), np.int64(1)): (0.005873803214612153+4.3120887308378307e-19j)
(np.int64(1), np.int64(7), np.int64(1), np.int64(7)): (4.336808689942018e-19+7.926020520681775e-19j)
(np.int64(1), np.int64(7), np.int64(2), np.int64(6)): (-0.11613437758442884+2.588689243810786e-17j)
(np.int64(1), np.int64(7), np.int64(3), np.int64(5)): (-0.07325790598986237+1.610466923865128e-17j)
(np.int64(1), np.int64(7), np.int64(4), np.int64(4)): (-0.06534529224319764+1.429941449444393e-17j)
(np.int64(1), np.int64(7), np.int64(5), np.int64(3)): (-0.07325790598986236+1.610466923865128e-17j)
(np.int64(1), np.int64(7), np.int64(6), np.int64(2)): (-0.11613437758442881+2.5886892438107864e-17j)
(np.int64(1), np.int64(7), np.int64(7), np.int64(1)): (4.336808689942018e-19+7.926020520681775e-19j)
(np.int64(2), np.int64(1), np.int64(1), np.int64(2)): (-0.6144067637292305-1.0285544480588701e-18j)
(np.int64(2), np.int64(1), np.int64(2), np.int64(1)): (-0.6144067637292305-1.0285544480588701e-18j)
(np.int64(2), np.int64(1), np.int64(4), np.int64(7)): (0.12085525248145909-1.8168822923462405e-17j)
(np.int64(2), np.int64(1), np.int64(5), np.int64(6)): (0.0894581578365705-1.310574934824091e-17j)
(np.int64(2), np.int64(1), np.int64(6), np.int64(5)): (0.08945815783657052-1.3105749348240912e-17j)
(np.int64(2), np.int64(1), np.int64(7), np.int64(4)): (0.12085525248145908-1.8168822923462405e-17j)
(np.int64(2), np.int64(2), np.int64(1), np.int64(3)): (0.8233957731327575-4.8223108514344795e-17j)
(np.int64(2), np.int64(2), np.int64(2), np.int64(2)): (-0.04419417382415924-3.28306519531385e-19j)
(np.int64(2), np.int64(2), np.int64(3), np.int64(1)): (0.8233957731327577-4.82231085143448e-17j)
(np.int64(2), np.int64(2), np.int64(5), np.int64(7)): (-0.1329635190067582+2.9243830584799946e-17j)
(np.int64(2), np.int64(2), np.int64(6), np.int64(6)): (0.04419417382415922-5.083918831940449e-18j)
(np.int64(2), np.int64(2), np.int64(7), np.int64(5)): (-0.13296351900675824+2.924383058479996e-17j)
(np.int64(2), np.int64(3), np.int64(1), np.int64(4)): (0.3031638573716953-2.775964822218209e-17j)
(np.int64(2), np.int64(3), np.int64(2), np.int64(3)): (0.11362279712877207+2.3086105402840385e-18j)
(np.int64(2), np.int64(3), np.int64(3), np.int64(2)): (0.11362279712877207+2.3086105402840385e-18j)
(np.int64(2), np.int64(3), np.int64(4), np.int64(1)): (0.3031638573716953-2.775964822218209e-17j)
(np.int64(2), np.int64(3), np.int64(6), np.int64(7)): (0.015653894070143618+8.111484374663286e-19j)
(np.int64(2), np.int64(3), np.int64(7), np.int64(6)): (0.01565389407014362+8.11148437466324e-19j)
(np.int64(2), np.int64(4), np.int64(1), np.int64(5)): (0.17113807320573926-2.1009647405152117e-17j)
(np.int64(2), np.int64(4), np.int64(2), np.int64(4)): (0.03125000000000002+1.585204104136354e-18j)
(np.int64(2), np.int64(4), np.int64(3), np.int64(3)): (-0.5767937764118356+8.222611363503697e-17j)
(np.int64(2), np.int64(4), np.int64(4), np.int64(2)): (0.03125000000000002+1.585204104136354e-18j)
(np.int64(2), np.int64(4), np.int64(5), np.int64(1)): (0.17113807320573926-2.1009647405152117e-17j)
(np.int64(2), np.int64(4), np.int64(7), np.int64(7)): (0.05243677522572082-5.165682148965715e-18j)
(np.int64(2), np.int64(5), np.int64(1), np.int64(6)): (0.12168162011333242-1.9119229132750224e-17j)
(np.int64(2), np.int64(5), np.int64(2), np.int64(5)): (0.010069406535498253+1.5393405141801257e-18j)
(np.int64(2), np.int64(5), np.int64(3), np.int64(4)): (-0.2917703896247631+4.901342872678685e-17j)
(np.int64(2), np.int64(5), np.int64(4), np.int64(3)): (-0.2917703896247631+4.901342872678685e-17j)
(np.int64(2), np.int64(5), np.int64(5), np.int64(2)): (0.010069406535498253+1.5393405141801257e-18j)
(np.int64(2), np.int64(5), np.int64(6), np.int64(1)): (0.12168162011333242-1.9119229132750224e-17j)
(np.int64(2), np.int64(6), np.int64(1), np.int64(7)): (0.1161343775844288-2.3329758593775023e-17j)
(np.int64(2), np.int64(6), np.int64(2), np.int64(6)): (3.469446951953614e-18+1.913510623667739e-18j)
(np.int64(2), np.int64(6), np.int64(3), np.int64(5)): (-0.2157348417737678+4.167154765370288e-17j)
(np.int64(2), np.int64(6), np.int64(4), np.int64(4)): (-0.16403174593052017+3.1544761043757403e-17j)
(np.int64(2), np.int64(6), np.int64(5), np.int64(3)): (-0.21573484177376784+4.167154765370287e-17j)
(np.int64(2), np.int64(6), np.int64(6), np.int64(2)): (3.469446951953614e-18+1.913510623667739e-18j)
(np.int64(2), np.int64(6), np.int64(7), np.int64(1)): (0.11613437758442881-2.3329758593775023e-17j)
(np.int64(2), np.int64(7), np.int64(2), np.int64(7)): (-0.010853373135958341+3.0895186072644343e-18j)
(np.int64(2), np.int64(7), np.int64(3), np.int64(6)): (-0.2267936720200463+5.245633937491656e-17j)
(np.int64(2), np.int64(7), np.int64(4), np.int64(5)): (-0.14760036551065464+3.37657662212198e-17j)
(np.int64(2), np.int64(7), np.int64(5), np.int64(4)): (-0.14760036551065464+3.376576622121979e-17j)
(np.int64(2), np.int64(7), np.int64(6), np.int64(3)): (-0.2267936720200463+5.245633937491656e-17j)
(np.int64(2), np.int64(7), np.int64(7), np.int64(2)): (-0.010853373135958341+3.0895186072644343e-18j)
(np.int64(3), np.int64(1), np.int64(1), np.int64(3)): (-0.19714512686868435-8.683122619627012e-19j)
(np.int64(3), np.int64(1), np.int64(2), np.int64(2)): (-1.43282888502026+4.473983138270763e-17j)
(np.int64(3), np.int64(1), np.int64(3), np.int64(1)): (-0.19714512686868435-8.683122619627012e-19j)
(np.int64(3), np.int64(1), np.int64(5), np.int64(7)): (0.08166018530477352-9.746165681785616e-18j)
(np.int64(3), np.int64(1), np.int64(6), np.int64(6)): (0.25418730205185297-4.3511549492308555e-17j)
(np.int64(3), np.int64(1), np.int64(7), np.int64(5)): (0.08166018530477352-9.746165681785616e-18j)
(np.int64(3), np.int64(2), np.int64(1), np.int64(4)): (0.46760050197780945-2.541320226172598e-17j)
(np.int64(3), np.int64(2), np.int64(2), np.int64(3)): (-0.14845533869411545-3.016345032258366e-18j)
