Shape: (8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(7)): (0.02419048459536751-2.9624799529540173e-18j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6)): (0.011701814101829446-1.4330589184022794e-18j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5)): (0.008245341580155477-1.0097631174013985e-18j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4)): (0.007387089493776375-9.046575503568275e-19j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(3)): (0.008245341580155477-1.0097631174013985e-18j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(2)): (0.011701814101829446-1.4330589184022794e-18j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(1)): (0.02419048459536751-2.9624799529540173e-18j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(6)): (0.011701814101829449-1.4330589184022797e-18j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5)): (0.006076587639086541-7.4416736019457e-19j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(4)): (0.004451397055357041-5.451389155576955e-19j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(3)): (0.004451397055357041-5.451389155576955e-19j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(2)): (0.00607658763908654-7.441673601945699e-19j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(1)): (0.011701814101829449-1.4330589184022797e-18j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(5)): (0.008245341580155476-1.0097631174013982e-18j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(4)): (0.004451397055357041-5.451389155576953e-19j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(3)): (0.0036155858721564483-4.427815665378784e-19j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(2)): (0.004451397055357041-5.451389155576953e-19j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(1)): (0.008245341580155476-1.0097631174013982e-18j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(7)): (-0.025023418017787437+6.128969755841918e-18j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(4)): (0.007387089493776375-9.046575503568275e-19j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(3)): (0.004451397055357041-5.451389155576955e-19j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(2)): (0.004451397055357041-5.451389155576953e-19j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (0.007387089493776375-9.046575503568275e-19j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(7)): (-0.014956785157068372+3.6633558136276846e-18j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(6)): (-0.014956785157068372+3.663355813627685e-18j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(3)): (0.008245341580155476-1.0097631174013984e-18j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(2)): (0.006076587639086539-7.441673601945699e-19j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(1)): (0.008245341580155476-1.0097631174013982e-18j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(7)): (-0.012915565842321779+3.16340127359525e-18j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(6)): (-0.009787560869160794+2.39726101797553e-18j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(5)): (-0.012915565842321779+3.16340127359525e-18j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(2)): (0.011701814101829444-1.4330589184022792e-18j)
