Shape: (8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(1), np.int64(1), np.int64(7)): (0.0014644660940672626-1.7934537145592998e-19j)
(np.int64(1), np.int64(1), np.int64(2), np.int64(6)): (0.0027059805007309855-3.313870358775353e-19j)
(np.int64(1), np.int64(1), np.int64(3), np.int64(5)): (0.0035355339059327377-4.3297802811774666e-19j)
(np.int64(1), np.int64(1), np.int64(4), np.int64(4)): (0.003826834323650898-4.686520405326298e-19j)
(np.int64(1), np.int64(1), np.int64(5), np.int64(3)): (0.0035355339059327377-4.3297802811774666e-19j)
(np.int64(1), np.int64(1), np.int64(6), np.int64(2)): (0.0027059805007309855-3.313870358775353e-19j)
(np.int64(1), np.int64(1), np.int64(7), np.int64(1)): (0.0014644660940672626-1.7934537145592998e-19j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(6)): (0.0027059805007309855-3.313870358775353e-19j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5)): (0.004204482076268573-5.149005516774725e-19j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(4)): (0.005-6.123233995736766e-19j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(3)): (0.005-6.123233995736766e-19j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(2)): (0.004204482076268574-5.149005516774725e-19j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(1)): (0.0027059805007309855-3.313870358775353e-19j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(5)): (0.0035355339059327372-4.3297802811774666e-19j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(4)): (0.004999999999999999-6.123233995736766e-19j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(3)): (0.00549342056733905-6.727499914162004e-19j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(2)): (0.004999999999999999-6.123233995736766e-19j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(1)): (0.0035355339059327372-4.3297802811774666e-19j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(7)): (-0.0022754493028111374+5.573243410619471e-19j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(4)): (0.003826834323650898-4.686520405326298e-19j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(3)): (0.005-6.123233995736766e-19j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(2)): (0.004999999999999999-6.123233995736766e-19j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(1)): (0.003826834323650898-4.686520405326298e-19j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(7)): (-0.0032179712645279144+7.88175641770454e-19j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(6)): (-0.003217971264527914+7.881756417704541e-19j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(3)): (0.0035355339059327372-4.3297802811774666e-19j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(2)): (0.004204482076268571-5.149005516774725e-19j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(1)): (0.0035355339059327372-4.3297802811774666e-19j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(7)): (-0.0035355339059327377+8.659560562354934e-19j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(6)): (-0.004204482076268573+1.0298011033549453e-18j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(5)): (-0.0035355339059327377+8.659560562354934e-19j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(2)): (0.002705980500730985-3.313870358775353e-19j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(1)): (0.0027059805007309855-3.313870358775353e-19j)
(np.int64(1), np.int64(6), np.int64(4), np.int64(7)): (-0.0032179712645279144+7.88175641770454e-19j)
(np.int64(1), np.int64(6), np.int64(5), np.int64(6)): (-0.004204482076268573+1.0298011033549453e-18j)
(np.int64(1), np.int64(6), np.int64(6), np.int64(5)): (-0.004204482076268573+1.0298011033549453e-18j)
(np.int64(1), np.int64(6), np.int64(7), np.int64(4)): (-0.0032179712645279144+7.88175641770454e-19j)
(np.int64(1), np.int64(7), np.int64(1), np.int64(1)): (0.0014644660940672626-1.7934537145592998e-19j)
(np.int64(1), np.int64(7), np.int64(3), np.int64(7)): (-0.0022754493028111374+5.573243410619471e-19j)
(np.int64(1), np.int64(7), np.int64(4), np.int64(6)): (-0.003217971264527914+7.881756417704541e-19j)
(np.int64(1), np.int64(7), np.int64(5), np.int64(5)): (-0.0035355339059327377+8.659560562354933e-19j)
