Shape: (8, 8, 8, 8, 8)
Non-zero entries (indices: value):
(np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1)): (-1.1373435739272526e-18+0.32448321788208434j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(7)): (-9.7429649043868e-19-0.010478105038918679j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(4), np.int64(6)): (-1.068104372362521e-18-0.01034575558558045j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(5), np.int64(5)): (-1.07070034067675e-18-0.010189841678393048j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(6), np.int64(4)): (-1.0681043723625207e-18-0.01034575558558045j)
(np.int64(1), np.int64(2), np.int64(1), np.int64(7), np.int64(3)): (-9.7429649043868e-19-0.010478105038918672j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(7)): (-1.237762666811357e-18-0.012913874358978276j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(6)): (-1.581398166761332e-19-0.002238619493917564j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(4), np.int64(5)): (-1.2302170048785173e-19-0.0018282352773580646j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(5), np.int64(4)): (-1.2302170048785173e-19-0.0018282352773580646j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(6), np.int64(3)): (-1.581398166761332e-19-0.0022386194939175673j)
(np.int64(1), np.int64(2), np.int64(2), np.int64(7), np.int64(2)): (-1.237762666811357e-18-0.012913874358978276j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(7)): (-9.7429649043868e-19-0.010478105038918679j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(2), np.int64(6)): (-1.581398166761332e-19-0.002238619493917564j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(5)): (2.3044286833125803e-19+0.001859490091595254j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(4)): (1.8230581720381863e-19+0.0014492094931327602j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(3)): (2.3044286833125803e-19+0.001859490091595254j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(6), np.int64(2)): (-1.581398166761332e-19-0.002238619493917564j)
(np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(1)): (-9.7429649043868e-19-0.010478105038918679j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(1), np.int64(6)): (-1.068104372362521e-18-0.01034575558558045j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(2), np.int64(5)): (-1.2302170048785173e-19-0.0018282352773580646j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(3), np.int64(4)): (1.8230581720381863e-19+0.0014492094931327602j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(4), np.int64(3)): (1.8230581720381901e-19+0.0014492094931327602j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(2)): (-1.2302170048785173e-19-0.0018282352773580646j)
(np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(1)): (-1.068104372362521e-18-0.01034575558558045j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(1), np.int64(5)): (-1.07070034067675e-18-0.010189841678393048j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(2), np.int64(4)): (-1.2302170048785173e-19-0.0018282352773580646j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(3), np.int64(3)): (2.3044286833125803e-19+0.001859490091595254j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(4), np.int64(2)): (-1.2302170048785173e-19-0.0018282352773580646j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(5), np.int64(1)): (-1.0707003406767504e-18-0.010189841678393053j)
(np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(7)): (1.800332350533065e-18+0.007385830860548314j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(1), np.int64(4)): (-1.0681043723625207e-18-0.01034575558558045j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(2), np.int64(3)): (-1.581398166761332e-19-0.0022386194939175673j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(3), np.int64(2)): (-1.581398166761332e-19-0.002238619493917564j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(4), np.int64(1)): (-1.0681043723625207e-18-0.01034575558558045j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(6), np.int64(7)): (1.2994092282231745e-18+0.005340380254787554j)
(np.int64(1), np.int64(2), np.int64(6), np.int64(7), np.int64(6)): (1.299409228223175e-18+0.005340380254787554j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(1), np.int64(3)): (-9.7429649043868e-19-0.010478105038918672j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(2), np.int64(2)): (-1.237762666811357e-18-0.012913874358978276j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(3), np.int64(1)): (-9.7429649043868e-19-0.010478105038918675j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(5), np.int64(7)): (1.800332350533065e-18+0.007385830860548314j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(6), np.int64(6)): (1.2994092282231751e-18+0.005340380254787554j)
(np.int64(1), np.int64(2), np.int64(7), np.int64(7), np.int64(5)): (1.800332350533065e-18+0.007385830860548314j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2)): (-3.862898702582115e-18+0.22930812654294902j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1)): (-3.862898702582115e-18+0.22930812654294902j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(4), np.int64(7)): (-1.9454143153859518e-19-0.003597096972397979j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(5), np.int64(6)): (-3.073890667021548e-19-0.003978909561172259j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(6), np.int64(5)): (-3.073890667021546e-19-0.003978909561172262j)
(np.int64(1), np.int64(3), np.int64(1), np.int64(7), np.int64(4)): (-1.9454143153859518e-19-0.003597096972397979j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1)): (-3.862898702582115e-18+0.22930812654294902j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(3), np.int64(7)): (-5.180171826507552e-19-0.011702826300257273j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(4), np.int64(6)): (-1.5910816897925957e-19-0.005577742437210105j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(5), np.int64(5)): (-2.0900666192909024e-19-0.00555679613498623j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(6), np.int64(4)): (-1.5910816897925957e-19-0.005577742437210105j)
(np.int64(1), np.int64(3), np.int64(2), np.int64(7), np.int64(3)): (-5.180171826507552e-19-0.01170282630025727j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(7)): (-5.180171826507552e-19-0.011702826300257273j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(6)): (9.037704732980405e-21-0.001402660792022478j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(4), np.int64(5)): (2.259426405106943e-19+0.0011913573262238557j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(5), np.int64(4)): (2.259426405106943e-19+0.0011913573262238557j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(6), np.int64(3)): (9.037704732980694e-21-0.001402660792022478j)
(np.int64(1), np.int64(3), np.int64(3), np.int64(7), np.int64(2)): (-5.180171826507552e-19-0.011702826300257277j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(1), np.int64(7)): (-1.9454143153859518e-19-0.003597096972397979j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(2), np.int64(6)): (-1.5910816897925957e-19-0.005577742437210105j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(3), np.int64(5)): (2.259426405106943e-19+0.0011913573262238557j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(4), np.int64(4)): (3.81633906341167e-19+0.0031162773348762714j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(3)): (2.259426405106945e-19+0.0011913573262238557j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(6), np.int64(2)): (-1.591081689792592e-19-0.005577742437210105j)
(np.int64(1), np.int64(3), np.int64(4), np.int64(7), np.int64(1)): (-1.9454143153859518e-19-0.003597096972397979j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(1), np.int64(6)): (-3.073890667021546e-19-0.003978909561172261j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(2), np.int64(5)): (-2.0900666192909024e-19-0.00555679613498623j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(3), np.int64(4)): (2.259426405106943e-19+0.0011913573262238557j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(4), np.int64(3)): (2.259426405106945e-19+0.0011913573262238557j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(5), np.int64(2)): (-2.0900666192909062e-19-0.00555679613498623j)
(np.int64(1), np.int64(3), np.int64(5), np.int64(6), np.int64(1)): (-3.073890667021544e-19-0.003978909561172257j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(1), np.int64(5)): (-3.0738906670215423e-19-0.003978909561172261j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(2), np.int64(4)): (-1.5910816897925996e-19-0.005577742437210105j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(3), np.int64(3)): (9.037704732980886e-21-0.001402660792022478j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(4), np.int64(2)): (-1.591081689792592e-19-0.005577742437210105j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(5), np.int64(1)): (-3.0738906670215423e-19-0.003978909561172261j)
(np.int64(1), np.int64(3), np.int64(6), np.int64(7), np.int64(7)): (3.4613345758793005e-18+0.014216729918084446j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(1), np.int64(4)): (-1.9454143153859518e-19-0.003597096972397979j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(2), np.int64(3)): (-5.180171826507552e-19-0.01170282630025727j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(3), np.int64(2)): (-5.180171826507552e-19-0.011702826300257273j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(4), np.int64(1)): (-1.9454143153859518e-19-0.003597096972397979j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(6), np.int64(7)): (3.461334575879301e-18+0.014216729918084446j)
(np.int64(1), np.int64(3), np.int64(7), np.int64(7), np.int64(6)): (3.461334575879301e-18+0.014216729918084446j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(1), np.int64(3)): (-2.3256961256087553e-18+0.07906241953521796j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(2), np.int64(2)): (-4.4686158839335015e-18+0.12894772471099483j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(3), np.int64(1)): (-2.3256961256087553e-18+0.07906241953521796j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(5), np.int64(7)): (2.440276261780307e-20-0.0016825893018440376j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(6), np.int64(6)): (-4.9408594302942476e-20-0.0020244573318275857j)
(np.int64(1), np.int64(4), np.int64(1), np.int64(7), np.int64(5)): (2.440276261780307e-20-0.0016825893018440376j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(1), np.int64(2)): (-4.4686158839335015e-18+0.12894772471099483j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(2), np.int64(1)): (-4.4686158839335015e-18+0.12894772471099486j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(4), np.int64(7)): (6.13225435703948e-20-0.006576354739711887j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(5), np.int64(6)): (4.526640441624582e-19-0.001388560724528018j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(6), np.int64(5)): (4.526640441624582e-19-0.0013885607245280214j)
(np.int64(1), np.int64(4), np.int64(2), np.int64(7), np.int64(4)): (6.132254357039441e-20-0.006576354739711885j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(1), np.int64(1)): (-2.3256961256087553e-18+0.07906241953521796j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(3), np.int64(7)): (9.180910881907907e-19-0.005801823977205144j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(4), np.int64(6)): (2.3855596038006456e-19-0.0027855709407948494j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(5), np.int64(5)): (3.864941400567098e-19-0.00047447935870416694j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(6), np.int64(4)): (2.3855596038006456e-19-0.0027855709407948476j)
(np.int64(1), np.int64(4), np.int64(3), np.int64(7), np.int64(3)): (9.180910881907907e-19-0.005801823977205141j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(2), np.int64(7)): (6.13225435703948e-20-0.006576354739711887j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(3), np.int64(6)): (2.3855596038006456e-19-0.0027855709407948494j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(4), np.int64(5)): (1.3530025781989586e-19+0.0002507844143922267j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(5), np.int64(4)): (1.3530025781989586e-19+0.0002507844143922267j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(6), np.int64(3)): (2.3855596038006456e-19-0.0027855709407948494j)
(np.int64(1), np.int64(4), np.int64(4), np.int64(7), np.int64(2)): (6.132254357039441e-20-0.006576354739711885j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(1), np.int64(7)): (2.440276261780307e-20-0.0016825893018440376j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(2), np.int64(6)): (4.526640441624582e-19-0.001388560724528018j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(3), np.int64(5)): (3.864941400567098e-19-0.00047447935870416694j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(4), np.int64(4)): (1.3530025781989586e-19+0.0002507844143922267j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(5), np.int64(3)): (3.864941400567094e-19-0.0004744793587041704j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(2)): (4.526640441624582e-19-0.001388560724528018j)
(np.int64(1), np.int64(4), np.int64(5), np.int64(7), np.int64(1)): (2.440276261780307e-20-0.0016825893018440376j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(1), np.int64(6)): (-4.9408594302942476e-20-0.0020244573318275857j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(2), np.int64(5)): (4.526640441624582e-19-0.0013885607245280214j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(3), np.int64(4)): (2.3855596038006456e-19-0.0027855709407948476j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(4), np.int64(3)): (2.3855596038006456e-19-0.0027855709407948494j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(5), np.int64(2)): (4.526640441624582e-19-0.0013885607245280214j)
(np.int64(1), np.int64(4), np.int64(6), np.int64(6), np.int64(1)): (-4.9408594302942476e-20-0.0020244573318275857j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(1), np.int64(5)): (2.440276261780307e-20-0.0016825893018440376j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(2), np.int64(4)): (6.132254357039441e-20-0.006576354739711885j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(3), np.int64(3)): (9.180910881907907e-19-0.005801823977205144j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(4), np.int64(2)): (6.132254357039441e-20-0.006576354739711885j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(5), np.int64(1)): (2.440276261780307e-20-0.0016825893018440376j)
(np.int64(1), np.int64(4), np.int64(7), np.int64(7), np.int64(7)): (6.689701338433302e-18+0.027461451227900308j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(1), np.int64(4)): (-2.1950625339810954e-18+0.03557905735266686j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(2), np.int64(3)): (-2.7339755604429508e-18+0.04759670756072442j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(3), np.int64(2)): (-2.7339755604429508e-18+0.04759670756072443j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(4), np.int64(1)): (-2.1950625339810954e-18+0.03557905735266686j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(6), np.int64(7)): (1.5004745616356523e-19-0.0007296536915229268j)
(np.int64(1), np.int64(5), np.int64(1), np.int64(7), np.int64(6)): (1.5004745616356504e-19-0.0007296536915229268j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(1), np.int64(3)): (-2.7339755604429508e-18+0.04759670756072443j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(2), np.int64(2)): (-4.3785885653497144e-18+0.06352156297282885j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(3), np.int64(1)): (-2.7339755604429504e-18+0.04759670756072443j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(5), np.int64(7)): (3.5956318355118125e-19-0.0048126959654875515j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(6), np.int64(6)): (8.39312279523146e-19+0.00039184174597445623j)
(np.int64(1), np.int64(5), np.int64(2), np.int64(7), np.int64(5)): (3.5956318355118125e-19-0.0048126959654875515j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(1), np.int64(2)): (-2.7339755604429504e-18+0.04759670756072443j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(2), np.int64(1)): (-2.7339755604429504e-18+0.04759670756072443j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(4), np.int64(7)): (1.4863210877356578e-18-0.0006468885524947912j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(5), np.int64(6)): (4.035617791429929e-19-0.0008061498369345051j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(6), np.int64(5)): (4.035617791429929e-19-0.0008061498369345069j)
(np.int64(1), np.int64(5), np.int64(3), np.int64(7), np.int64(4)): (1.4863210877356578e-18-0.0006468885524947912j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(1), np.int64(1)): (-2.1950625339810954e-18+0.03557905735266686j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(3), np.int64(7)): (1.4863210877356578e-18-0.0006468885524947912j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(4), np.int64(6)): (9.77907093715837e-19-0.0010990910512510658j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(5), np.int64(5)): (1.9203100782022573e-19-0.002863668297252958j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(6), np.int64(4)): (9.779070937158378e-19-0.0010990910512510624j)
(np.int64(1), np.int64(5), np.int64(4), np.int64(7), np.int64(3)): (1.4863210877356586e-18-0.0006468885524947912j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(2), np.int64(7)): (3.5956318355118125e-19-0.0048126959654875515j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(3), np.int64(6)): (4.035617791429929e-19-0.0008061498369345051j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(4), np.int64(5)): (1.9203100782022573e-19-0.002863668297252958j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(5), np.int64(4)): (1.9203100782022573e-19-0.002863668297252958j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(6), np.int64(3)): (4.035617791429933e-19-0.0008061498369345051j)
(np.int64(1), np.int64(5), np.int64(5), np.int64(7), np.int64(2)): (3.5956318355118125e-19-0.0048126959654875515j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(1), np.int64(7)): (1.5004745616356523e-19-0.0007296536915229268j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(2), np.int64(6)): (8.39312279523146e-19+0.00039184174597445623j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(3), np.int64(5)): (4.035617791429933e-19-0.0008061498369345069j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(4), np.int64(4)): (9.779070937158378e-19-0.0010990910512510624j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(5), np.int64(3)): (4.035617791429933e-19-0.0008061498369345069j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(6), np.int64(2)): (8.39312279523146e-19+0.00039184174597445623j)
(np.int64(1), np.int64(5), np.int64(6), np.int64(7), np.int64(1)): (1.5004745616356523e-19-0.0007296536915229268j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(1), np.int64(6)): (1.5004745616356504e-19-0.0007296536915229268j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(2), np.int64(5)): (3.5956318355118125e-19-0.0048126959654875515j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(3), np.int64(4)): (1.4863210877356582e-18-0.0006468885524947912j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(4), np.int64(3)): (1.4863210877356586e-18-0.0006468885524947912j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(5), np.int64(2)): (3.5956318355118125e-19-0.0048126959654875515j)
(np.int64(1), np.int64(5), np.int64(7), np.int64(6), np.int64(1)): (1.5004745616356523e-19-0.0007296536915229268j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(1), np.int64(5)): (-2.754813811122641e-18+0.012775760489262392j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(2), np.int64(4)): (-2.1036640601266312e-18+0.020855749298302848j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(3), np.int64(3)): (-1.6509420627679294e-18+0.012027816696770487j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(4), np.int64(2)): (-2.1036640601266312e-18+0.020855749298302848j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(5), np.int64(1)): (-2.7548138111226405e-18+0.012775760489262393j)
(np.int64(1), np.int64(6), np.int64(1), np.int64(7), np.int64(7)): (3.5729758776896995e-19+0.0003643335594976328j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(1), np.int64(4)): (-2.1036640601266316e-18+0.020855749298302848j)
(np.int64(1), np.int64(6), np.int64(2), np.int64(2), np.int64(3)): (-2.7333852297105752e-18+0.022047154390252004j)
